"region_sido","region_sigungu","doctor_level","treated","shock_year","n_obs","population_median","outcome_mean","pre_mean","post_mean","pre_beta","post_beta","delta_beta","pre_beta_pop_ctrl","post_beta_pop_ctrl","delta_beta_pop_ctrl","control_beta","control_beta_pop_ctrl"
"전남","목포시","전문의",TRUE,2015,18,236059,436.888888888889,397.714285714286,461.818181818182,15.3214285714294,2.10909090909093,-13.2123376623384,21.5708873623149,3.76200100635532,-17.8088863559596,NA,NA
"전남","무안군","total",TRUE,2015,18,82050,88.6666666666667,67,102.454545454545,3.25000000000021,3.25454545454549,0.00454545454528121,4.06097143424269,4.45800869097083,0.397037256728138,NA,NA
"전남","무안군","인턴",TRUE,2015,18,82050,0.0555555555555556,0,0.0909090909090909,0,-1.82156746351286e-16,-1.82156746351286e-16,0,0.0238394355664592,0.0238394355664592,NA,NA
"전남","무안군","일반의",TRUE,2015,18,82050,20.6111111111111,18.7142857142857,21.8181818181818,-0.392857142857218,1.25454545454546,1.64740259740268,-1.85117747633294,1.4614858217603,3.31266329809324,NA,NA
"전남","무안군","전문의",TRUE,2015,18,82050,68,48.2857142857143,80.5454545454545,3.64285714285713,1.99999999999996,-1.64285714285717,5.91214891057337,2.97268343364357,-2.93946547692981,NA,NA
"전남","보성군","total",FALSE,NA,18,44112,59.8888888888889,NA,NA,NA,NA,NA,NA,NA,NA,0.257997936016507,3.52343078956645
"전남","보성군","인턴",FALSE,NA,18,44112,0.166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,0.0319917440660475,-0.11844704055709
"전남","보성군","일반의",FALSE,NA,18,44112,12.0555555555556,NA,NA,NA,NA,NA,NA,NA,NA,-0.050567595459237,0.59172412987214
"전남","보성군","전문의",FALSE,NA,18,44112,47.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,0.276573787409714,3.05015370025287
"전남","순천시","total",TRUE,2012,18,277662.5,475.055555555556,378.75,502.571428571429,24.1,9.74505494505431,-14.3549450549457,39.8507876903014,9.4067876595961,-30.4440000307053,NA,NA
"전남","순천시","레지던트",TRUE,2012,18,277662.5,11,14,10.1428571428571,2,-1.14285714285709,-3.14285714285709,0.69543784200166,-1.04687654936533,-1.74231439136699,NA,NA
"전남","순천시","인턴",TRUE,2012,18,277662.5,0.444444444444444,0.75,0.357142857142857,-0.300000000000014,-0.00219780219779426,0.297802197802219,-0.273274183095805,0.000745979256504071,0.274020162352309,NA,NA
"전남","순천시","일반의",TRUE,2012,18,277662.5,29,25.25,30.0714285714286,2.89999999999992,1.26373626373622,-1.6362637362637,3.21277763104758,1.26295525559719,-1.94982237545039,NA,NA
"전남","순천시","전문의",TRUE,2012,18,277662.5,434.611111111111,338.75,462,19.5,9.62637362637365,-9.87362637362634,36.2158464003475,9.18996297410873,-27.0258834262388,NA,NA
"전남","신안군","total",FALSE,NA,18,42361,42.8888888888889,NA,NA,NA,NA,NA,NA,NA,NA,0.868937048503615,0.841651767619743
"전남","신안군","인턴",FALSE,NA,18,42361,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0.254901960784312,-0.119106585903073
"전남","신안군","일반의",FALSE,NA,18,42361,20.6666666666667,NA,NA,NA,NA,NA,NA,NA,NA,0.538699690402477,0.382924328227359
"전남","신안군","전문의",FALSE,NA,18,42361,20.7222222222222,NA,NA,NA,NA,NA,NA,NA,NA,0.0753353973168302,0.577834025295525
"전남","여수시","total",TRUE,2012,18,287685,381.611111111111,317.5,399.928571428571,19.4,7.78681318681314,-11.6131868131869,17.6145410642072,6.01823709309939,-11.5963039711078,NA,NA
"전남","여수시","레지던트",TRUE,2012,18,287685,10.6666666666667,17.5,8.71428571428571,1.19999999999995,-1.15164835164832,-2.35164835164827,1.1669650620239,-2.86721344142803,-4.03417850345193,NA,NA
"전남","여수시","인턴",TRUE,2012,18,287685,1.11111111111111,0.25,1.35714285714286,-0.1,0.230769230769231,0.330769230769231,-1.02576440587287,0.812142720193596,1.83790712606646,NA,NA
"전남","여수시","일반의",TRUE,2012,18,287685,42.8888888888889,40.25,43.6428571428571,1.7,0.292307692307696,-1.40769230769231,0.807270532103593,-1.9803196191755,-2.7875901512791,NA,NA
"전남","여수시","전문의",TRUE,2012,18,287685,326.944444444444,259.5,346.214285714286,16.5999999999998,8.41538461538472,-8.18461538461503,16.6660698759503,10.0536274335116,-6.61244244243871,NA,NA
"전남","영광군","total",FALSE,NA,18,55196,92.4444444444444,NA,NA,NA,NA,NA,NA,NA,NA,0.445820433436545,0.0237753249585269
"전남","영광군","인턴",FALSE,NA,18,55196,0.166666666666667,NA,NA,NA,NA,NA,NA,NA,NA,-0.048503611971106,-0.0766747405869453
"전남","영광군","일반의",FALSE,NA,18,55196,11,NA,NA,NA,NA,NA,NA,NA,NA,-0.169246646026829,-0.716682418982942
"전남","영광군","전문의",FALSE,NA,18,55196,81.2777777777778,NA,NA,NA,NA,NA,NA,NA,NA,0.663570691434461,0.817132484527998
"전남","영암군","total",TRUE,2015,18,56330.5,51.9444444444444,55.5714285714286,49.6363636363636,0.928571428571494,-0.309090909090917,-1.23766233766241,1.45789738694066,0.560232853471902,-0.897664533468758,NA,NA
"전남","영암군","인턴",TRUE,2015,18,56330.5,0.0555555555555556,0,0.0909090909090909,0,5.22575039652337e-16,5.22575039652337e-16,0,-0.0739309560343005,-0.0739309560343005,NA,NA
"전남","영암군","일반의",TRUE,2015,18,56330.5,17.1111111111111,18.8571428571429,16,-0.678571428571234,0.218181818181811,0.896753246753045,-0.337253244368225,1.53937242845581,1.87662567282404,NA,NA
"전남","영암군","전문의",TRUE,2015,18,56330.5,34.7777777777778,36.7142857142857,33.5454545454545,1.60714285714314,-0.527272727272771,-2.13441558441591,1.7951506313099,-0.905208618951742,-2.70035925026164,NA,NA
"전남","완도군","total",FALSE,NA,18,52388.5,54.2222222222222,NA,NA,NA,NA,NA,NA,NA,NA,0.293085655314747,2.02950268175104
"전남","완도군","레지던트",FALSE,NA,18,52388.5,0.0555555555555556,NA,NA,NA,NA,NA,NA,NA,NA,0.0134158926728585,-0.0113776341154877
"전남","완도군","인턴",FALSE,NA,18,52388.5,0.833333333333333,NA,NA,NA,NA,NA,NA,NA,NA,0.188854489164094,-0.10654114170886
"전남","완도군","일반의",FALSE,NA,18,52388.5,22.3888888888889,NA,NA,NA,NA,NA,NA,NA,NA,0.708978328173375,1.56449482244197
"전남","완도군","전문의",FALSE,NA,18,52388.5,30.9444444444444,NA,NA,NA,NA,NA,NA,NA,NA,-0.618163054695579,0.582926635133048
"전남","장성군","total",TRUE,2015,18,46107.5,48.7222222222222,53.2857142857143,45.8181818181818,1.03571428571431,-0.272727272727244,-1.30844155844156,1.08942788074039,-0.526269339536139,-1.61569722027653,NA,NA
"전남","장성군","일반의",TRUE,2015,18,46107.5,10.7777777777778,13.1428571428571,9.27272727272727,0.35714285714247,0.499999999999984,0.142857142857513,0.655573277833136,-0.112134731630257,-0.767708009463393,NA,NA
