"region_sido","region_sigungu","hospital_type","treated","shock_year","n_obs","population_median","outcome_mean","pre_mean","post_mean","pre_beta","post_beta","delta_beta","pre_beta_pop_ctrl","post_beta_pop_ctrl","delta_beta_pop_ctrl","control_beta","control_beta_pop_ctrl"
"강원","인제군","병원",FALSE,NA,18,32078,1.16666666666667,NA,NA,NA,NA,NA,NA,NA,NA,-0.0175438596491243,-0.011004966358181
"강원","인제군","의원",FALSE,NA,18,32078,6.72222222222222,NA,NA,NA,NA,NA,NA,NA,NA,-0.244582043343653,-0.246170521340527
"강원","정선군","병원",FALSE,NA,18,38445.5,2.44444444444444,NA,NA,NA,NA,NA,NA,NA,NA,-0.0970072239422094,-0.177971641520518
"강원","정선군","의원",FALSE,NA,18,38445.5,8.33333333333333,NA,NA,NA,NA,NA,NA,NA,NA,0.0350877192982404,0.62617792818906
"강원","정선군","종합병원",FALSE,NA,18,38445.5,0.111111111111111,NA,NA,NA,NA,NA,NA,NA,NA,-0.033023735810112,-0.131430410610822
"강원","철원군","병원",FALSE,NA,18,47329,0.611111111111111,NA,NA,NA,NA,NA,NA,NA,NA,0.0650154798761594,0.0581917800275063
"강원","철원군","의원",FALSE,NA,18,47329,17.0555555555556,NA,NA,NA,NA,NA,NA,NA,NA,0.104231166150677,0.489688645257764
"강원","철원군","종합병원",FALSE,NA,18,47329,0.444444444444444,NA,NA,NA,NA,NA,NA,NA,NA,-0.0825593395252838,-0.110190456110046
"강원","춘천시","병원",FALSE,NA,18,280577,7.77777777777778,NA,NA,NA,NA,NA,NA,NA,NA,-0.330237358101137,-0.779419998618187
"강원","춘천시","상급종합병원",FALSE,NA,18,280577,0.277777777777778,NA,NA,NA,NA,NA,NA,NA,NA,-0.0670794633642941,0.00849479350325967
"강원","춘천시","의원",FALSE,NA,18,280577,150.222222222222,NA,NA,NA,NA,NA,NA,NA,NA,3.77089783281733,3.69727263234327
"강원","춘천시","종합병원",FALSE,NA,18,280577,1.72222222222222,NA,NA,NA,NA,NA,NA,NA,NA,0.0670794633642944,-0.00849479350325789
"강원","태백시","병원",FALSE,NA,18,46479,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.0835913312693498,0.0702628882496023
"강원","태백시","의원",FALSE,NA,18,46479,24.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,-0.385964912280684,-0.623808360426719
"강원","태백시","종합병원",FALSE,NA,18,46479,1,NA,NA,NA,NA,NA,NA,NA,NA,-6.99722353145265e-18,1.3674901463272e-17
"강원","평창군","의원",FALSE,NA,18,43205,14.0555555555556,NA,NA,NA,NA,NA,NA,NA,NA,0.256965944272451,0.60362434792731
"강원","홍천군","병원",FALSE,NA,18,69810,2.05555555555556,NA,NA,NA,NA,NA,NA,NA,NA,-0.0010319917440664,0.00321412300308111
"강원","홍천군","의원",FALSE,NA,18,69810,28.9444444444444,NA,NA,NA,NA,NA,NA,NA,NA,0.0629514963880356,0.0440282312295761
"강원","홍천군","종합병원",FALSE,NA,18,69810,1,NA,NA,NA,NA,NA,NA,NA,NA,-8.99643025472655e-18,-1.65543019393843e-17
"강원","화천군","의원",FALSE,NA,18,24887,7.72222222222222,NA,NA,NA,NA,NA,NA,NA,NA,0.0216718266253857,0.00114954298122289
"강원","횡성군","병원",TRUE,2018,18,45884,1.38888888888889,1.6,1.125,0.133333333333333,-0.0833333333333464,-0.216666666666679,0.273860860734531,-0.121843408522275,-0.395704269256807,NA,NA
"강원","횡성군","의원",TRUE,2018,18,45884,12.7222222222222,12.4,13.125,-0.157575757575756,-0.321428571428586,-0.163852813852829,-0.748477788027539,-0.334561073671103,0.413916714356436,NA,NA
"경남","거제시","병원",FALSE,NA,18,239080,6.55555555555556,NA,NA,NA,NA,NA,NA,NA,NA,0.0268317853457154,0.00244426880991688
"경남","거제시","의원",FALSE,NA,18,239080,95.2777777777778,NA,NA,NA,NA,NA,NA,NA,NA,1.46233230134161,1.23568468487152
"경남","거제시","종합병원",FALSE,NA,18,239080,2.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,0.0743034055727561,0.0639793782111317
"경남","거창군","병원",FALSE,NA,18,62933,2.88888888888889,NA,NA,NA,NA,NA,NA,NA,NA,-0.0123839009287954,-0.0453985288001801
"경남","거창군","의원",FALSE,NA,18,62933,27.2777777777778,NA,NA,NA,NA,NA,NA,NA,NA,0.481940144478827,0.33072311979344
"경남","고성군","병원",TRUE,2013,18,54381.5,2.77777777777778,3,2.69230769230769,4.12621206746959e-29,-0.0989010989011022,-0.0989010989011022,6.92196925793496e-17,-0.0593422673155877,-0.0593422673155878,NA,NA
"경남","고성군","의원",TRUE,2013,18,54381.5,19.6666666666667,19.8,19.6153846153846,0.600000000000162,-0.263736263736263,-0.863736263736425,0.729137409688542,-0.443630246096856,-1.1727676557854,NA,NA
"경남","남해군","병원",TRUE,2012,18,44885.5,1,1,1,0,-2.6560874586799e-18,-2.6560874586799e-18,0,-3.85337828123564e-18,-3.85337828123564e-18,NA,NA
"경남","남해군","의원",TRUE,2012,18,44885.5,23.6111111111111,25.75,23,-0.500000000000008,-0.131868131868134,0.368131868131873,-0.427129931862741,-0.511045034537936,-0.0839151026751944,NA,NA
"경남","사천시","병원",TRUE,2013,18,113358,6.44444444444444,7.8,5.92307692307692,0.399999999999996,-0.472527472527492,-0.872527472527488,0.56041661699169,-0.350018399109534,-0.910435016101224,NA,NA
"경남","사천시","의원",TRUE,2013,18,113358,47.8888888888889,48.6,47.6153846153846,-0.799999999999983,0.39010989010989,1.19010989010987,-1.96700973567267,-1.32504016920376,0.64196956646891,NA,NA
