region_sido,region_sigungu,year,population
경남,고성군,2022,50448
경남,고성군,2023,49468
경남,고성군,2024,48005
경남,고성군,2025,47099
경남,김해시,2007,464964
경남,김해시,2008,477572
경남,김해시,2009,492413
경남,김해시,2010,503348
경남,김해시,2011,507062
경남,김해시,2012,513260
경남,김해시,2013,522049
경남,김해시,2014,527240
경남,김해시,2015,528865
경남,김해시,2016,529422
경남,김해시,2017,532132
경남,김해시,2018,533672
경남,김해시,2019,542455
경남,김해시,2020,542338
경남,김해시,2021,537673
경남,김해시,2022,535129
경남,김해시,2023,533659
경남,김해시,2024,531676
경남,김해시,2025,533035
경남,남해군,2007,55026
경남,남해군,2008,50698
경남,남해군,2009,50244
경남,남해군,2010,49328
경남,남해군,2011,50242
경남,남해군,2012,48223
경남,남해군,2013,47244
경남,남해군,2014,46638
경남,남해군,2015,45865
경남,남해군,2016,45129
경남,남해군,2017,44642
경남,남해군,2018,43990
경남,남해군,2019,43622
경남,남해군,2020,42958
경남,남해군,2021,42266
경남,남해군,2022,41579
경남,남해군,2023,40780
경남,남해군,2024,39832
경남,남해군,2025,40770
경남,밀양시,2007,111473
경남,밀양시,2008,110858
경남,밀양시,2009,110170
경남,밀양시,2010,110479
경남,밀양시,2011,109329
경남,밀양시,2012,108755
경남,밀양시,2013,108342
경남,밀양시,2014,107765
경남,밀양시,2015,107896
경남,밀양시,2016,108354
경남,밀양시,2017,107898
경남,밀양시,2018,106744
경남,밀양시,2019,105552
경남,밀양시,2020,104831
경남,밀양시,2021,103525
경남,밀양시,2022,102945
경남,밀양시,2023,102084
경남,밀양시,2024,100691
경남,밀양시,2025,99252
경남,사천시,2007,112499
경남,사천시,2008,112828
경남,사천시,2009,112724
경남,사천시,2010,114148
경남,사천시,2011,114133
경남,사천시,2012,115321
경남,사천시,2013,116851
경남,사천시,2014,116485
경남,사천시,2015,115452
경남,사천시,2016,114912
경남,사천시,2017,114252
경남,사천시,2018,113888
경남,사천시,2019,111925
경남,사천시,2020,111105
경남,사천시,2021,109953
경남,사천시,2022,109369
경남,사천시,2023,109030
경남,사천시,2024,108504
경남,사천시,2025,107935
경남,산청군,2007,35274
경남,산청군,2008,35043
경남,산청군,2009,34921
경남,산청군,2010,35591
경남,산청군,2011,35651
경남,산청군,2012,35691
경남,산청군,2013,35935
경남,산청군,2014,35849
경남,산청군,2015,36071
경남,산청군,2016,36098
경남,산청군,2017,36340
경남,산청군,2018,35952
경남,산청군,2019,35417
경남,산청군,2020,34857
경남,산청군,2021,34360
경남,산청군,2022,34028
경남,산청군,2023,33752
경남,산청군,2024,33259
경남,산청군,2025,32745
경남,양산시,2007,231956
경남,양산시,2008,243012
경남,양산시,2009,250387
경남,양산시,2010,260239
경남,양산시,2011,266403
경남,양산시,2012,270460
경남,양산시,2013,279565
경남,양산시,2014,292376
경남,양산시,2015,301291
경남,양산시,2016,317037
경남,양산시,2017,338535
경남,양산시,2018,348639
경남,양산시,2019,350759
경남,양산시,2020,352229
경남,양산시,2021,354726
경남,양산시,2022,353792
경남,양산시,2023,355122
경남,양산시,2024,359531
경남,양산시,2025,361155
경남,의령군,2007,31418
경남,의령군,2008,30734
경남,의령군,2009,30496
경남,의령군,2010,30162
경남,의령군,2011,30045
경남,의령군,2012,30329
경남,의령군,2013,29417
경남,의령군,2014,29209
경남,의령군,2015,28544
경남,의령군,2016,28111
경남,의령군,2017,27849
경남,의령군,2018,27667
경남,의령군,2019,27168
경남,의령군,2020,26800
경남,의령군,2021,26322
경남,의령군,2022,26061
경남,의령군,2023,25475
경남,의령군,2024,25150
경남,의령군,2025,24636
경남,진주시,2007,330756
경남,진주시,2008,331222
경남,진주시,2009,331720
경남,진주시,2010,335037
경남,진주시,2011,335502
경남,진주시,2012,337314
경남,진주시,2013,337071
경남,진주시,2014,340241
경남,진주시,2015,344426
경남,진주시,2016,346739
경남,진주시,2017,346681
경남,진주시,2018,345987
경남,진주시,2019,347334
경남,진주시,2020,348096
경남,진주시,2021,347097
경남,진주시,2022,343782
경남,진주시,2023,341074
경남,진주시,2024,338785
경남,진주시,2025,335939
경남,창녕군,2007,62255
경남,창녕군,2008,61603
경남,창녕군,2009,61252
경남,창녕군,2010,61714
경남,창녕군,2011,62490
경남,창녕군,2012,62966
경남,창녕군,2013,63447
경남,창녕군,2014,63502
경남,창녕군,2015,63817
경남,창녕군,2016,63982
경남,창녕군,2017,64101
경남,창녕군,2018,63396
경남,창녕군,2019,62331
경남,창녕군,2020,61301
경남,창녕군,2021,60129
경남,창녕군,2022,58372
경남,창녕군,2023,57083
경남,창녕군,2024,56085
경남,창녕군,2025,54900
경남,창원시,2007,1082843
경남,창원시,2008,1083292
경남,창원시,2009,1080441
경남,창원시,2010,2180362
경남,창원시,2011,2183762
경남,창원시,2012,2182942
경남,창원시,2013,2167462
경남,창원시,2014,2150336
경남,창원시,2015,2140128
경남,창원시,2016,2127814
경남,창원시,2017,2114064
경남,창원시,2018,2107202
경남,창원시,2019,2089480
경남,창원시,2020,2073476
경남,창원시,2021,2065482
경남,창원시,2022,2042974
경남,창원시,2023,2018076
경남,창원시,2024,1999716
경남,창원시,2025,1981796
경남,통영시,2007,134431
경남,통영시,2008,136275
경남,통영시,2009,137415
경남,통영시,2010,140297
경남,통영시,2011,140195
경남,통영시,2012,139347
경남,통영시,2013,139719
경남,통영시,2014,139439
경남,통영시,2015,139168
경남,통영시,2016,138160
경남,통영시,2017,135833
경남,통영시,2018,133720
경남,통영시,2019,131404
경남,통영시,2020,128293
경남,통영시,2021,125383
경남,통영시,2022,122681
경남,통영시,2023,120551
경남,통영시,2024,118481
경남,통영시,2025,116667
경남,하동군,2007,55526
경남,하동군,2008,53515
경남,하동군,2009,52010
경남,하동군,2010,51509
경남,하동군,2011,53975
경남,하동군,2012,50806
경남,하동군,2013,50177
경남,하동군,2014,49223
경남,하동군,2015,50259
경남,하동군,2016,49622
경남,하동군,2017,48831
경남,하동군,2018,47533
경남,하동군,2019,46574
경남,하동군,2020,44785
경남,하동군,2021,43449
경남,하동군,2022,42465
경남,하동군,2023,41606
경남,하동군,2024,40765
경남,하동군,2025,39974
경남,함안군,2007,64865
경남,함안군,2008,66050
경남,함안군,2009,66582
경남,함안군,2010,67207
경남,함안군,2011,66971
경남,함안군,2012,67425
경남,함안군,2013,67667
경남,함안군,2014,68741
경남,함안군,2015,69156
경남,함안군,2016,68937
경남,함안군,2017,68207
경남,함안군,2018,67025
경남,함안군,2019,65700
경남,함안군,2020,64182
경남,함안군,2021,62547
경남,함안군,2022,61456
경남,함안군,2023,60203
경남,함안군,2024,58842
경남,함안군,2025,57558
경남,함양군,2007,40637
경남,함양군,2008,40447
경남,함양군,2009,40626
경남,함양군,2010,41197
경남,함양군,2011,41081
경남,함양군,2012,40714
경남,함양군,2013,40692
경남,함양군,2014,40584
경남,함양군,2015,40339
경남,함양군,2016,40241
경남,함양군,2017,40175
경남,함양군,2018,40044
경남,함양군,2019,39637
경남,함양군,2020,39080
경남,함양군,2021,38310
경남,함양군,2022,37708
경남,함양군,2023,36945
경남,함양군,2024,36131
경남,함양군,2025,35472
경남,합천군,2007,55450
경남,합천군,2008,55677
경남,합천군,2009,52973
경남,합천군,2010,51092
경남,합천군,2011,50608
경남,합천군,2012,50279
경남,합천군,2013,50290
경남,합천군,2014,50457
경남,합천군,2015,49145
경남,합천군,2016,48026
경남,합천군,2017,47000
경남,합천군,2018,45916
경남,합천군,2019,45204
경남,합천군,2020,44006
경남,합천군,2021,42935
경남,합천군,2022,42142
경남,합천군,2023,41203
경남,합천군,2024,40225
경남,합천군,2025,39190
경북,경산시,2007,236881
경북,경산시,2008,237423
경북,경산시,2009,236459
경북,경산시,2010,240708
경북,경산시,2011,243684
경북,경산시,2012,246358
경북,경산시,2013,248805
경북,경산시,2014,253968
경북,경산시,2015,256888
경북,경산시,2016,258037
경북,경산시,2017,259485
경북,경산시,2018,261093
경북,경산시,2019,263185
경북,경산시,2020,263728
경북,경산시,2021,268369
경북,경산시,2022,267725
경북,경산시,2023,266205
경북,경산시,2024,266398
경북,경산시,2025,263853
경북,경주시,2007,272206
경북,경주시,2008,269343
경북,경주시,2009,267466
경북,경주시,2010,267098
경북,경주시,2011,265488
경북,경주시,2012,264091
경북,경주시,2013,263283
경북,경주시,2014,261535
경북,경주시,2015,259773
경북,경주시,2016,259452
경북,경주시,2017,257903
경북,경주시,2018,256864
경북,경주시,2019,255402
경북,경주시,2020,253502
경북,경주시,2021,251889
경북,경주시,2022,249607
경북,경주시,2023,247489
경북,경주시,2024,244769
경북,경주시,2025,244055
경북,고령군,2007,34907
경북,고령군,2008,34770
경북,고령군,2009,34535
경북,고령군,2010,34678
경북,고령군,2011,35455
경북,고령군,2012,35343
경북,고령군,2013,35198
경북,고령군,2014,35033
경북,고령군,2015,34594
경북,고령군,2016,34257
경북,고령군,2017,33768
경북,고령군,2018,32969
경북,고령군,2019,32373
경북,고령군,2020,31361
경북,고령군,2021,30626
경북,고령군,2022,30353
경북,고령군,2023,30139
경북,고령군,2024,30062
경북,고령군,2025,29667
경북,구미시,2007,391897
경북,구미시,2008,393959
경북,구미시,2009,396419
경북,구미시,2010,404920
경북,구미시,2011,413446
경북,구미시,2012,416949
경북,구미시,2013,419428
경북,구미시,2014,420320
경북,구미시,2015,419915
경북,구미시,2016,419891
경북,구미시,2017,421799
경북,구미시,2018,421494
경북,구미시,2019,419742
경북,구미시,2020,416328
경북,구미시,2021,412581
경북,구미시,2022,408110
경북,구미시,2023,405506
경북,구미시,2024,404820
경북,구미시,2025,403883
경북,군위군,2007,25781
경북,군위군,2008,25309
경북,군위군,2009,24966
경북,군위군,2010,24736
경북,군위군,2011,24268
경북,군위군,2012,24119
경북,군위군,2013,24172
경북,군위군,2014,24170
경북,군위군,2015,24126
경북,군위군,2016,24171
경북,군위군,2017,24215
경북,군위군,2018,23919
경북,군위군,2019,23843
경북,군위군,2020,23256
경북,군위군,2021,22945
경북,군위군,2022,23340
경북,군위군,2023,22988
경북,군위군,2024,22463
경북,군위군,2025,22452
경북,김천시,2007,139084
경북,김천시,2008,138056
경북,김천시,2009,135918
경북,김천시,2010,136136
경북,김천시,2011,136185
경북,김천시,2012,135504
경북,김천시,2013,135259
경북,김천시,2014,135456
경북,김천시,2015,140132
경북,김천시,2016,142256
경북,김천시,2017,142908
경북,김천시,2018,141104
경북,김천시,2019,141229
경북,김천시,2020,140548
경북,김천시,2021,140239
경북,김천시,2022,139324
경북,김천시,2023,137515
경북,김천시,2024,135446
경북,김천시,2025,133791
경북,문경시,2007,74780
경북,문경시,2008,75486
경북,문경시,2009,76645
경북,문경시,2010,77391
경북,문경시,2011,76727
경북,문경시,2012,75899
경북,문경시,2013,75664
경북,문경시,2014,75911
경북,문경시,2015,75784
경북,문경시,2016,74702
경북,문경시,2017,73294
경북,문경시,2018,71874
경북,문경시,2019,72242
경북,문경시,2020,71406
경북,문경시,2021,71154
경북,문경시,2022,70373
경북,문경시,2023,68755
경북,문경시,2024,67257
경북,문경시,2025,65348
경북,봉화군,2007,35046
경북,봉화군,2008,34628
경북,봉화군,2009,34297
경북,봉화군,2010,34567
경북,봉화군,2011,34192
경북,봉화군,2012,33934
경북,봉화군,2013,33894
경북,봉화군,2014,34023
경북,봉화군,2015,33808
경북,봉화군,2016,33539
경북,봉화군,2017,33259
경북,봉화군,2018,32843
경북,봉화군,2019,32150
경북,봉화군,2020,31494
경북,봉화군,2021,30762
경북,봉화군,2022,30139
경북,봉화군,2023,29603
경북,봉화군,2024,28836
경북,봉화군,2025,28315
경북,상주시,2007,106600
경북,상주시,2008,105381
경북,상주시,2009,106208
경북,상주시,2010,105607
경북,상주시,2011,104685
경북,상주시,2012,104182
경북,상주시,2013,103346
경북,상주시,2014,102892
경북,상주시,2015,102374
경북,상주시,2016,101799
경북,상주시,2017,100947
경북,상주시,2018,100297
경북,상주시,2019,100688
경북,상주시,2020,97228
경북,상주시,2021,95566
경북,상주시,2022,94823
경북,상주시,2023,93858
경북,상주시,2024,91850
경북,상주시,2025,89888
경북,성주군,2007,45680
경북,성주군,2008,45024
경북,성주군,2009,45616
경북,성주군,2010,45289
경북,성주군,2011,45640
경북,성주군,2012,45127
경북,성주군,2013,45067
경북,성주군,2014,44981
경북,성주군,2015,45029
경북,성주군,2016,45205
경북,성주군,2017,45138
경북,성주군,2018,44672
경북,성주군,2019,44015
경북,성주군,2020,43414
경북,성주군,2021,42842
경북,성주군,2022,42566
경북,성주군,2023,42086
경북,성주군,2024,41452
경북,성주군,2025,40720
경북,안동시,2007,167916
경북,안동시,2008,167300
경북,안동시,2009,167432
경북,안동시,2010,167886
경북,안동시,2011,168157
경북,안동시,2012,168302
경북,안동시,2013,168461
경북,안동시,2014,168697
경북,안동시,2015,169221
경북,안동시,2016,168798
경북,안동시,2017,166272
경북,안동시,2018,162180
경북,안동시,2019,160052
경북,안동시,2020,158907
경북,안동시,2021,156972
경북,안동시,2022,154610
경북,안동시,2023,152935
경북,안동시,2024,153159
경북,안동시,2025,152610
경북,영덕군,2007,43470
경북,영덕군,2008,42707
경북,영덕군,2009,41710
경북,영덕군,2010,41377
경북,영덕군,2011,40794
경북,영덕군,2012,40257
경북,영덕군,2013,40142
경북,영덕군,2014,39586
경북,영덕군,2015,39191
경북,영덕군,2016,39052
경북,영덕군,2017,38529
경북,영덕군,2018,38108
경북,영덕군,2019,37361
경북,영덕군,2020,36313
경북,영덕군,2021,35314
경북,영덕군,2022,34650
경북,영덕군,2023,34055
경북,영덕군,2024,33210
경북,영덕군,2025,32698
경북,영양군,2007,19119
경북,영양군,2008,18766
경북,영양군,2009,18553
경북,영양군,2010,18451
경북,영양군,2011,18241
경북,영양군,2012,18208
경북,영양군,2013,18297
경북,영양군,2014,18197
경북,영양군,2015,17898
경북,영양군,2016,17713
경북,영양군,2017,17479
경북,영양군,2018,17356
경북,영양군,2019,16993
경북,영양군,2020,16692
경북,영양군,2021,16320
경북,영양군,2022,16022
경북,영양군,2023,15661
경북,영양군,2024,15328
경북,영양군,2025,15941
경북,영주시,2007,115083
경북,영주시,2008,113930
경북,영주시,2009,113309
경북,영주시,2010,113926
경북,영주시,2011,114148
경북,영주시,2012,113547
경북,영주시,2013,112625
경북,영주시,2014,110780
경북,영주시,2015,109735
경북,영주시,2016,109247
경북,영주시,2017,108371
경북,영주시,2018,106801
경북,영주시,2019,105067
경북,영주시,2020,103119
경북,영주시,2021,101942
경북,영주시,2022,100749
경북,영주시,2023,100199
경북,영주시,2024,98870
경북,영주시,2025,97162
경북,영천시,2007,105819
경북,영천시,2008,104022
경북,영천시,2009,103115
경북,영천시,2010,103190
경북,영천시,2011,104182
경북,영천시,2012,101798
경북,영천시,2013,100778
경북,영천시,2014,100689
경북,영천시,2015,100648
경북,영천시,2016,100521
경북,영천시,2017,100615
경북,영천시,2018,101595
경북,영천시,2019,102470
경북,영천시,2020,102015
경북,영천시,2021,101888
경북,영천시,2022,101088
경북,영천시,2023,100212
경북,영천시,2024,98143
경북,영천시,2025,95185
경북,예천군,2007,48866
경북,예천군,2008,47993
경북,예천군,2009,47306
경북,예천군,2010,47049
경북,예천군,2011,46579
경북,예천군,2012,46027
경북,예천군,2013,45573
경북,예천군,2014,45104
경북,예천군,2015,44674
경북,예천군,2016,46166
경북,예천군,2017,49253
경북,예천군,2018,53274
경북,예천군,2019,55100
경북,예천군,2020,55613
경북,예천군,2021,55739
경북,예천군,2022,55755
경북,예천군,2023,55325
경북,예천군,2024,54609
경북,예천군,2025,53887
경북,울릉군,2007,10125
경북,울릉군,2008,10168
경북,울릉군,2009,10325
경북,울릉군,2010,10701
경북,울릉군,2011,10742
경북,울릉군,2012,10673
경북,울릉군,2013,10524
경북,울릉군,2014,10264
경북,울릉군,2015,10153
경북,울릉군,2016,10001
경북,울릉군,2017,9975
경북,울릉군,2018,9832
경북,울릉군,2019,9617
경북,울릉군,2020,9077
경북,울릉군,2021,8867
경북,울릉군,2022,8996
경북,울릉군,2023,9077
경북,울릉군,2024,9099
경북,울릉군,2025,8696
경북,울진군,2007,53955
경북,울진군,2008,53042
경북,울진군,2009,52529
경북,울진군,2010,52430
경북,울진군,2011,52045
경북,울진군,2012,51844
경북,울진군,2013,51953
경북,울진군,2014,52104
경북,울진군,2015,51885
경북,울진군,2016,51738
경북,울진군,2017,50974
경북,울진군,2018,50036
경북,울진군,2019,49314
경북,울진군,2020,48716
경북,울진군,2021,47858
경북,울진군,2022,47030
경북,울진군,2023,46669
경북,울진군,2024,46124
경북,울진군,2025,45896
경북,의성군,2007,61366
경북,의성군,2008,60033
경북,의성군,2009,59109
경북,의성군,2010,58832
경북,의성군,2011,57744
경북,의성군,2012,57043
경북,의성군,2013,56064
경북,의성군,2014,55212
경북,의성군,2015,54477
경북,의성군,2016,54014
경북,의성군,2017,53474
경북,의성군,2018,52944
경북,의성군,2019,52595
경북,의성군,2020,51724
경북,의성군,2021,50632
경북,의성군,2022,50186
경북,의성군,2023,50086
경북,의성군,2024,48690
경북,의성군,2025,47902
경북,청도군,2007,45515
경북,청도군,2008,44711
경북,청도군,2009,44279
경북,청도군,2010,44391
경북,청도군,2011,44298
경북,청도군,2012,43968
경북,청도군,2013,43788
경북,청도군,2014,43993
경북,청도군,2015,43724
경북,청도군,2016,43564
경북,청도군,2017,43346
경북,청도군,2018,43057
경북,청도군,2019,42910
경북,청도군,2020,42263
경북,청도군,2021,41891
경북,청도군,2022,41614
경북,청도군,2023,41316
경북,청도군,2024,40582
경북,청도군,2025,40117
경북,청송군,2007,27862
경북,청송군,2008,27289
경북,청송군,2009,26917
경북,청송군,2010,26715
경북,청송군,2011,26569
경북,청송군,2012,26481
경북,청송군,2013,26470
경북,청송군,2014,26453
경북,청송군,2015,26384
경북,청송군,2016,26301
경북,청송군,2017,26006
경북,청송군,2018,25678
경북,청송군,2019,25416
경북,청송군,2020,25044
경북,청송군,2021,24539
경북,청송군,2022,24295
경북,청송군,2023,24019
경북,청송군,2024,23716
경북,청송군,2025,23363
경북,칠곡군,2007,113851
경북,칠곡군,2008,116472
경북,칠곡군,2009,117288
경북,칠곡군,2010,119087
경북,칠곡군,2011,118838
경북,칠곡군,2012,119786
경북,칠곡군,2013,121182
경북,칠곡군,2014,122058
경북,칠곡군,2015,122829
경북,칠곡군,2016,123199
경북,칠곡군,2017,120864
경북,칠곡군,2018,118828
경북,칠곡군,2019,117047
경북,칠곡군,2020,114758
경북,칠곡군,2021,113822
경북,칠곡군,2022,112487
경북,칠곡군,2023,110581
경북,칠곡군,2024,107383
경북,칠곡군,2025,104842
경북,포항시 남구,2007,253451
경북,포항시 남구,2008,253771
경북,포항시 남구,2009,252584
경북,포항시 남구,2010,254288
경북,포항시 남구,2011,252556
경북,포항시 남구,2012,251434
경북,포항시 남구,2013,249709
경북,포항시 남구,2014,247649
경북,포항시 남구,2015,246445
경북,포항시 남구,2016,244748
경북,포항시 남구,2017,242469
경북,포항시 남구,2018,239400
경북,포항시 남구,2019,235633
경북,포항시 남구,2020,230422
경북,포항시 남구,2021,230801
경북,포항시 남구,2022,227486
경북,포항시 남구,2023,226278
경북,포항시 남구,2024,220613
경북,포항시 남구,2025,215206
경북,포항시 북구,2007,252104
경북,포항시 북구,2008,254348
경북,포항시 북구,2009,256891
경북,포항시 북구,2010,260467
경북,포항시 북구,2011,264532
경북,포항시 북구,2012,267479
경북,포항시 북구,2013,269758
경북,포항시 북구,2014,271719
경북,포항시 북구,2015,273139
경북,포항시 북구,2016,272027
경북,포항시 북구,2017,271363
경북,포항시 북구,2018,270613
경북,포항시 북구,2019,271392
경북,포항시 북구,2020,272494
경북,포항시 북구,2021,273051
경북,포항시 북구,2022,269164
경북,포항시 북구,2023,266755
경북,포항시 북구,2024,270968
경북,포항시 북구,2025,273501
광주,광산구,2007,316101
광주,광산구,2008,320660
광주,광산구,2009,342936
광주,광산구,2010,363239
광주,광산구,2011,375509
광주,광산구,2012,385101
광주,광산구,2013,392875
광주,광산구,2014,397281
광주,광산구,2015,400753
광주,광산구,2016,403049
광주,광산구,2017,404131
광주,광산구,2018,404547
광주,광산구,2019,405315
광주,광산구,2020,405579
광주,광산구,2021,404221
광주,광산구,2022,400654
광주,광산구,2023,396741
광주,광산구,2024,391611
광주,광산구,2025,387604
광주,남구,2007,209024
광주,남구,2008,213073
광주,남구,2009,213697
광주,남구,2010,216863
광주,남구,2011,219041
광주,남구,2012,218313
광주,남구,2013,216254
광주,남구,2014,219815
광주,남구,2015,221318
광주,남구,2016,219729
광주,남구,2017,218454
광주,남구,2018,216369
광주,남구,2019,218060
광주,남구,2020,214579
광주,남구,2021,215575
광주,남구,2022,212379
광주,남구,2023,209646
광주,남구,2024,207597
광주,남구,2025,207596
광주,동구,2007,115066
광주,동구,2008,109963
광주,동구,2009,107772
광주,동구,2010,104449
광주,동구,2011,106495
광주,동구,2012,105580
광주,동구,2013,103016
광주,동구,2014,100786
광주,동구,2015,98784
광주,동구,2016,95791
광주,동구,2017,95448
광주,동구,2018,94475
광주,동구,2019,98585
광주,동구,2020,102897
광주,동구,2021,103470
광주,동구,2022,105909
광주,동구,2023,107176
광주,동구,2024,106203
광주,동구,2025,104888
광주,북구,2007,466181
광주,북구,2008,474121
광주,북구,2009,469410
광주,북구,2010,466866
광주,북구,2011,444483
광주,북구,2012,443677
광주,북구,2013,445489
광주,북구,2014,447685
광주,북구,2015,446316
광주,북구,2016,441066
광주,북구,2017,438780
광주,북구,2018,439773
광주,북구,2019,433533
광주,북구,2020,430431
광주,북구,2021,427114
광주,북구,2022,424707
광주,북구,2023,421683
광주,북구,2024,423961
광주,북구,2025,416862
광주,서구,2007,307072
광주,서구,2008,304885
광주,서구,2009,299825
광주,서구,2010,303219
광주,서구,2011,317936
광주,서구,2012,316545
광주,서구,2013,315276
광주,서구,2014,310317
광주,서구,2015,305028
광주,서구,2016,309579
광주,서구,2017,306957
광주,서구,2018,304172
광주,서구,2019,300975
광주,서구,2020,296576
광주,서구,2021,291231
광주,서구,2022,287401
광주,서구,2023,283991
광주,서구,2024,279050
광주,서구,2025,275063
대구,남구,2007,178530
대구,남구,2008,175317
대구,남구,2009,171873
대구,남구,2010,171197
대구,남구,2011,169095
대구,남구,2012,168715
대구,남구,2013,166062
대구,남구,2014,163492
대구,남구,2015,160852
대구,남구,2016,156433
대구,남구,2017,152845
대구,남구,2018,150501
대구,남구,2019,148113
대구,남구,2020,146632
대구,남구,2021,143175
대구,남구,2022,141519
대구,남구,2023,139187
대구,남구,2024,136263
대구,남구,2025,135542
대구,달서구,2007,591169
대구,달서구,2008,594616
대구,달서구,2009,598011
대구,달서구,2010,607083
대구,달서구,2011,606542
대구,달서구,2012,606557
대구,달서구,2013,610358
대구,달서구,2014,606433
대구,달서구,2015,602641
대구,달서구,2016,591891
대구,달서구,2017,578068
대구,달서구,2018,573413
대구,달서구,2019,568887
대구,달서구,2020,558631
대구,달서구,2021,544926
대구,달서구,2022,536989
대구,달서구,2023,527781
대구,달서구,2024,522021
대구,달서구,2025,517059
대구,달성군,2007,160443
대구,달성군,2008,171001
대구,달성군,2009,176135
대구,달성군,2010,178899
대구,달성군,2011,180351
대구,달성군,2012,184366
대구,달성군,2013,184358
대구,달성군,2014,184902
대구,달성군,2015,192747
대구,달성군,2016,218268
대구,달성군,2017,243375
대구,달성군,2018,250543
대구,달성군,2019,256540
대구,달성군,2020,259339
대구,달성군,2021,262451
대구,달성군,2022,263162
대구,달성군,2023,262084
대구,달성군,2024,257580
대구,달성군,2025,254659
대구,동구,2007,336049
대구,동구,2008,330996
대구,동구,2009,331421
대구,동구,2010,337529
대구,동구,2011,341206
대구,동구,2012,342092
대구,동구,2013,343802
대구,동구,2014,347975
대구,동구,2015,349728
대구,동구,2016,351352
대구,동구,2017,349379
대구,동구,2018,351291
대구,동구,2019,345469
대구,동구,2020,341920
대구,동구,2021,341436
대구,동구,2022,339530
대구,동구,2023,342813
대구,동구,2024,342339
대구,동구,2025,339281
대구,북구,2007,463056
대구,북구,2008,461518
대구,북구,2009,453367
대구,북구,2010,452505
대구,북구,2011,449775
대구,북구,2012,448485
대구,북구,2013,444359
대구,북구,2014,444375
대구,북구,2015,443119
대구,북구,2016,440383
대구,북구,2017,441375
대구,북구,2018,439489
대구,북구,2019,437710
대구,북구,2020,440263
대구,북구,2021,437008
대구,북구,2022,430912
대구,북구,2023,419624
대구,북구,2024,413010
대구,북구,2025,409854
대구,서구,2007,237757
대구,서구,2008,228720
대구,서구,2009,225193
대구,서구,2010,224618
대구,서구,2011,222619
대구,서구,2012,220211
대구,서구,2013,215399
대구,서구,2014,210770
대구,서구,2015,206028
대구,서구,2016,199507
대구,서구,2017,191992
대구,서구,2018,184372
대구,서구,2019,175277
대구,서구,2020,170700
대구,서구,2021,164528
대구,서구,2022,159827
대구,서구,2023,164088
대구,서구,2024,163135
대구,서구,2025,163956
대구,수성구,2007,447164
대구,수성구,2008,451732
대구,수성구,2009,456196
대구,수성구,2010,461988
대구,수성구,2011,461083
대구,수성구,2012,459779
대구,수성구,2013,461004
대구,수성구,2014,456505
대구,수성구,2015,451786
대구,수성구,2016,447011
대구,수성구,2017,439211
대구,수성구,2018,432759
대구,수성구,2019,428614
대구,수성구,2020,424314
대구,수성구,2021,417097
대구,수성구,2022,411553
대구,수성구,2023,407331
대구,수성구,2024,409107
대구,수성구,2025,409222
대구,중구,2007,79093
대구,중구,2008,78824
대구,중구,2009,77585
대구,중구,2010,77857
대구,중구,2011,76600
대구,중구,2012,75439
대구,중구,2013,76246
대구,중구,2014,78812
대구,중구,2015,80928
대구,중구,2016,79712
대구,중구,2017,78986
대구,중구,2018,79401
대구,중구,2019,77421
대구,중구,2020,76547
대구,중구,2021,74791
대구,중구,2022,80199
대구,중구,2023,89064
대구,중구,2024,97711
대구,중구,2025,101007
대전,대덕구,2007,213275
대전,대덕구,2008,211241
대전,대덕구,2009,208147
대전,대덕구,2010,207549
대전,대덕구,2011,205339
대전,대덕구,2012,205688
대전,대덕구,2013,204360
대전,대덕구,2014,201558
대전,대덕구,2015,196839
대전,대덕구,2016,192688
대전,대덕구,2017,186902
대전,대덕구,2018,181991
대전,대덕구,2019,177031
대전,대덕구,2020,176384
대전,대덕구,2021,175046
대전,대덕구,2022,172746
대전,대덕구,2023,169853
대전,대덕구,2024,168217
대전,대덕구,2025,165535
대전,동구,2007,244496
대전,동구,2008,245973
대전,동구,2009,246116
대전,동구,2010,248835
대전,동구,2011,251285
대전,동구,2012,251945
대전,동구,2013,250653
대전,동구,2014,245493
대전,동구,2015,239579
대전,동구,2016,234959
대전,동구,2017,230516
대전,동구,2018,229071
대전,동구,2019,226771
대전,동구,2020,223021
대전,동구,2021,222222
대전,동구,2022,219751
대전,동구,2023,217628
대전,동구,2024,218513
대전,동구,2025,218664
대전,서구,2007,501935
대전,서구,2008,499172
대전,서구,2009,499297
대전,서구,2010,499742
대전,서구,2011,499124
대전,서구,2012,496513
대전,서구,2013,498917
대전,서구,2014,496132
대전,서구,2015,490859
대전,서구,2016,491011
대전,서구,2017,487448
대전,서구,2018,484663
대전,서구,2019,481222
대전,서구,2020,477880
대전,서구,2021,473365
대전,서구,2022,470374
대전,서구,2023,464634
대전,서구,2024,457951
대전,서구,2025,463351
대전,유성구,2007,250523
대전,유성구,2008,259831
대전,유성구,2009,266585
대전,유성구,2010,281692
대전,유성구,2011,294353
대전,유성구,2012,306312
대전,유성구,2013,313968
대전,유성구,2014,327461
대전,유성구,2015,335312
대전,유성구,2016,343222
대전,유성구,2017,348428
대전,유성구,2018,349790
대전,유성구,2019,349373
대전,유성구,2020,351047
대전,유성구,2021,351277
대전,유성구,2022,356093
대전,유성구,2023,366845
대전,유성구,2024,369468
대전,유성구,2025,367534
대전,중구,2007,265430
대전,중구,2008,264678
