region_sido,region_sigungu,year,population
전남,강진군,2011,41599
전남,강진군,2012,40241
전남,강진군,2013,40079
전남,강진군,2014,39861
전남,강진군,2015,38758
전남,강진군,2016,37753
전남,강진군,2017,36868
전남,강진군,2018,36144
전남,강진군,2019,35286
전남,강진군,2020,34597
전남,강진군,2021,33753
전남,강진군,2022,33177
전남,강진군,2023,32722
전남,강진군,2024,32189
전남,강진군,2025,31799
전남,고흥군,2007,78589
전남,고흥군,2008,76605
전남,고흥군,2009,75127
전남,고흥군,2010,73924
전남,고흥군,2011,72607
전남,고흥군,2012,71560
전남,고흥군,2013,70631
전남,고흥군,2014,69641
전남,고흥군,2015,68601
전남,고흥군,2016,67656
전남,고흥군,2017,66736
전남,고흥군,2018,65777
전남,고흥군,2019,64913
전남,고흥군,2020,63922
전남,고흥군,2021,62762
전남,고흥군,2022,61880
전남,고흥군,2023,61113
전남,고흥군,2024,60190
전남,고흥군,2025,59455
전남,곡성군,2007,33311
전남,곡성군,2008,32608
전남,곡성군,2009,32084
전남,곡성군,2010,31886
전남,곡성군,2011,31332
전남,곡성군,2012,30878
전남,곡성군,2013,31009
전남,곡성군,2014,30732
전남,곡성군,2015,30672
전남,곡성군,2016,30400
전남,곡성군,2017,30131
전남,곡성군,2018,29624
전남,곡성군,2019,28887
전남,곡성군,2020,28039
전남,곡성군,2021,27535
전남,곡성군,2022,27060
전남,곡성군,2023,26905
전남,곡성군,2024,26566
전남,곡성군,2025,27287
전남,광양시,2007,138865
전남,광양시,2008,141388
전남,광양시,2009,143461
전남,광양시,2010,145512
전남,광양시,2011,150725
전남,광양시,2012,150837
전남,광양시,2013,151621
전남,광양시,2014,152097
전남,광양시,2015,153587
전남,광양시,2016,155580
전남,광양시,2017,155857
전남,광양시,2018,156564
전남,광양시,2019,156750
전남,광양시,2020,151769
전남,광양시,2021,150531
전남,광양시,2022,152168
전남,광양시,2023,152666
전남,광양시,2024,154692
전남,광양시,2025,155259
전남,구례군,2007,28203
전남,구례군,2008,27703
전남,구례군,2009,27518
전남,구례군,2010,27375
전남,구례군,2011,27422
전남,구례군,2012,27077
전남,구례군,2013,27115
전남,구례군,2014,27170
전남,구례군,2015,27308
전남,구례군,2016,27412
전남,구례군,2017,27525
전남,구례군,2018,27117
전남,구례군,2019,26563
전남,구례군,2020,25719
전남,구례군,2021,25235
전남,구례군,2022,24655
전남,구례군,2023,24314
전남,구례군,2024,24025
전남,구례군,2025,23803
전남,나주시,2007,95439
전남,나주시,2008,92884
전남,나주시,2009,90875
전남,나주시,2010,90118
전남,나주시,2011,88243
전남,나주시,2012,88067
전남,나주시,2013,87754
전남,나주시,2014,90669
전남,나주시,2015,98182
전남,나주시,2016,104376
전남,나주시,2017,110110
전남,나주시,2018,113839
전남,나주시,2019,114664
전남,나주시,2020,115613
전남,나주시,2021,116726
전남,나주시,2022,116456
전남,나주시,2023,117377
전남,나주시,2024,116654
전남,나주시,2025,117076
전남,담양군,2007,50441
전남,담양군,2008,48347
전남,담양군,2009,47286
전남,담양군,2010,47808
전남,담양군,2011,47819
전남,담양군,2012,47612
전남,담양군,2013,47365
전남,담양군,2014,47177
전남,담양군,2015,47009
전남,담양군,2016,47229
전남,담양군,2017,47285
전남,담양군,2018,46917
전남,담양군,2019,46535
전남,담양군,2020,46280
전남,담양군,2021,46180
전남,담양군,2022,45792
전남,담양군,2023,45373
전남,담양군,2024,44623
전남,담양군,2025,44177
전남,목포시,2007,243312
전남,목포시,2008,245651
전남,목포시,2009,244339
전남,목포시,2010,245422
전남,목포시,2011,244871
전남,목포시,2012,245073
전남,목포시,2013,240936
전남,목포시,2014,239109
전남,목포시,2015,238382
전남,목포시,2016,237739
전남,목포시,2017,234379
전남,목포시,2018,232327
전남,목포시,2019,229861
전남,목포시,2020,224044
전남,목포시,2021,218589
전남,목포시,2022,216939
전남,목포시,2023,214156
전남,목포시,2024,209890
전남,목포시,2025,202003
전남,무안군,2007,63674
전남,무안군,2008,66598
전남,무안군,2009,72417
전남,무안군,2010,74475
전남,무안군,2011,75718
전남,무안군,2012,75741
전남,무안군,2013,79367
전남,무안군,2014,81696
전남,무안군,2015,82236
전남,무안군,2016,82109
전남,무안군,2017,82872
전남,무안군,2018,81991
전남,무안군,2019,81105
전남,무안군,2020,86132
전남,무안군,2021,91107
전남,무안군,2022,90608
전남,무안군,2023,90296
전남,무안군,2024,92687
전남,무안군,2025,95592
전남,보성군,2007,50921
전남,보성군,2008,50004
전남,보성군,2009,49048
전남,보성군,2010,48792
전남,보성군,2011,47894
전남,보성군,2012,47050
전남,보성군,2013,46385
전남,보성군,2014,45882
전남,보성군,2015,45349
전남,보성군,2016,44469
전남,보성군,2017,43755
전남,보성군,2018,42803
전남,보성군,2019,41420
전남,보성군,2020,40482
전남,보성군,2021,39375
전남,보성군,2022,38471
전남,보성군,2023,37686
전남,보성군,2024,37045
전남,보성군,2025,36858
전남,순천시,2007,270380
전남,순천시,2008,269429
전남,순천시,2009,269516
전남,순천시,2010,272620
전남,순천시,2011,272201
전남,순천시,2012,273798
전남,순천시,2013,275668
전남,순천시,2014,277188
전남,순천시,2015,278765
전남,순천시,2016,278548
전남,순천시,2017,279331
전남,순천시,2018,279389
전남,순천시,2019,279598
전남,순천시,2020,282189
전남,순천시,2021,281436
전남,순천시,2022,278737
전남,순천시,2023,278137
전남,순천시,2024,276329
전남,순천시,2025,275492
전남,신안군,2007,45968
전남,신안군,2008,45718
전남,신안군,2009,45294
전남,신안군,2010,45428
전남,신안군,2011,44355
전남,신안군,2012,43898
전남,신안군,2013,44162
전남,신안군,2014,43747
전남,신안군,2015,43294
전남,신안군,2016,42652
전남,신안군,2017,42070
전남,신안군,2018,41263
전남,신안군,2019,40274
전남,신안군,2020,38938
전남,신안군,2021,38217
전남,신안군,2022,37858
전남,신안군,2023,38037
전남,신안군,2024,38173
전남,신안군,2025,41858
전남,여수시,2007,295439
전남,여수시,2008,295133
전남,여수시,2009,293546
전남,여수시,2010,293488
전남,여수시,2011,292750
전남,여수시,2012,292217
전남,여수시,2013,291366
전남,여수시,2014,290900
전남,여수시,2015,290168
전남,여수시,2016,288988
전남,여수시,2017,286382
전남,여수시,2018,283300
전남,여수시,2019,282786
전남,여수시,2020,280242
전남,여수시,2021,276762
전남,여수시,2022,274765
전남,여수시,2023,271696
전남,여수시,2024,267816
전남,여수시,2025,263284
전남,영광군,2007,58837
전남,영광군,2008,58075
전남,영광군,2009,57037
전남,영광군,2010,57362
전남,영광군,2011,56863
전남,영광군,2012,57224
전남,영광군,2013,57617
전남,영광군,2014,56833
전남,영광군,2015,56267
전남,영광군,2016,55618
전남,영광군,2017,54774
전남,영광군,2018,54127
전남,영광군,2019,53852
전남,영광군,2020,53099
전남,영광군,2021,51985
전남,영광군,2022,52197
전남,영광군,2023,51750
전남,영광군,2024,52098
전남,영광군,2025,53526
전남,영암군,2007,60742
전남,영암군,2008,60106
전남,영암군,2009,59837
전남,영암군,2010,60082
전남,영암군,2011,60139
전남,영암군,2012,59997
전남,영암군,2013,59061
전남,영암군,2014,58852
전남,영암군,2015,58137
전남,영암군,2016,57045
전남,영암군,2017,55616
전남,영암군,2018,54731
전남,영암군,2019,54593
전남,영암군,2020,53699
전남,영암군,2021,52937
전남,영암군,2022,52395
전남,영암군,2023,52350
전남,영암군,2024,51391
전남,영암군,2025,50069
전남,완도군,2007,56201
전남,완도군,2008,54999
전남,완도군,2009,54301
전남,완도군,2010,54269
전남,완도군,2011,54037
전남,완도군,2012,53871
전남,완도군,2013,53619
전남,완도군,2014,53174
전남,완도군,2015,53014
전남,완도군,2016,52668
전남,완도군,2017,52109
전남,완도군,2018,51477
전남,완도군,2019,50689
전남,완도군,2020,49916
전남,완도군,2021,48631
전남,완도군,2022,47597
전남,완도군,2023,46641
전남,완도군,2024,45631
전남,완도군,2025,44613
전남,장성군,2007,47410
전남,장성군,2008,46602
전남,장성군,2009,46214
전남,장성군,2010,46514
전남,장성군,2011,46245
전남,장성군,2012,46289
전남,장성군,2013,46292
전남,장성군,2014,46273
전남,장성군,2015,46360
전남,장성군,2016,46104
전남,장성군,2017,46111
전남,장성군,2018,45795
전남,장성군,2019,45739
전남,장성군,2020,44464
전남,장성군,2021,43365
전남,장성군,2022,43146
전남,장성군,2023,42543
전남,장성군,2024,42026
전남,장성군,2025,42958
전남,장흥군,2007,43468
전남,장흥군,2008,42783
전남,장흥군,2009,42097
전남,장흥군,2010,42394
전남,장흥군,2011,42552
전남,장흥군,2012,42672
전남,장흥군,2013,43004
전남,장흥군,2014,43190
전남,장흥군,2015,43513
전남,장흥군,2016,40669
전남,장흥군,2017,40136
전남,장흥군,2018,39312
전남,장흥군,2019,38563
전남,장흥군,2020,37800
전남,장흥군,2021,36547
전남,장흥군,2022,35650
전남,장흥군,2023,35046
전남,장흥군,2024,34451
전남,장흥군,2025,34201
전남,진도군,2007,35206
전남,진도군,2008,34412
전남,진도군,2009,33931
전남,진도군,2010,33743
전남,진도군,2011,33502
전남,진도군,2012,33208
전남,진도군,2013,32998
전남,진도군,2014,32746
전남,진도군,2015,32476
전남,진도군,2016,32078
전남,진도군,2017,31765
전남,진도군,2018,31219
전남,진도군,2019,30715
전남,진도군,2020,31227
전남,진도군,2021,30066
전남,진도군,2022,29507
전남,진도군,2023,28979
전남,진도군,2024,28478
전남,진도군,2025,27964
전남,함평군,2007,37998
전남,함평군,2008,37432
전남,함평군,2009,37089
전남,함평군,2010,36702
전남,함평군,2011,36134
전남,함평군,2012,35780
전남,함평군,2013,35610
전남,함평군,2014,35090
전남,함평군,2015,34876
전남,함평군,2016,34397
전남,함평군,2017,34328
전남,함평군,2018,33420
전남,함평군,2019,32861
전남,함평군,2020,32050
전남,함평군,2021,31274
전남,함평군,2022,30784
전남,함평군,2023,30601
전남,함평군,2024,30010
전남,함평군,2025,29458
전남,해남군,2007,82529
전남,해남군,2008,81043
전남,해남군,2009,81148
전남,해남군,2010,79579
전남,해남군,2011,78346
전남,해남군,2012,78150
전남,해남군,2013,77684
전남,해남군,2014,76981
전남,해남군,2015,76194
전남,해남군,2016,75121
전남,해남군,2017,73604
전남,해남군,2018,71901
전남,해남군,2019,70354
전남,해남군,2020,68806
전남,해남군,2021,67166
전남,해남군,2022,65831
전남,해남군,2023,64575
전남,해남군,2024,63120
전남,해남군,2025,62188
전남,화순군,2007,71551
전남,화순군,2008,70327
전남,화순군,2009,69675
전남,화순군,2010,69368
전남,화순군,2011,68985
전남,화순군,2012,68378
전남,화순군,2013,67829
전남,화순군,2014,66772
전남,화순군,2015,65848
전남,화순군,2016,65303
전남,화순군,2017,64680
전남,화순군,2018,63933
전남,화순군,2019,62737
전남,화순군,2020,62522
전남,화순군,2021,62624
전남,화순군,2022,62024
전남,화순군,2023,61254
전남,화순군,2024,60735
전남,화순군,2025,60215
전북,고창군,2007,60962
전북,고창군,2008,60328
전북,고창군,2009,60102
전북,고창군,2010,60861
전북,고창군,2011,60065
전북,고창군,2012,60440
전북,고창군,2013,60522
전북,고창군,2014,60090
전북,고창군,2015,60046
전북,고창군,2016,60597
전북,고창군,2017,60472
전북,고창군,2018,57041
전북,고창군,2019,55504
전북,고창군,2020,54529
전북,고창군,2021,53386
전북,고창군,2022,52338
전북,고창군,2023,51750
전북,고창군,2024,50982
전북,고창군,2025,50396
전북,군산시,2007,260562
전북,군산시,2008,263845
전북,군산시,2009,266922
전북,군산시,2010,272601
전북,군산시,2011,275659
전북,군산시,2012,278341
전북,군산시,2013,278319
전북,군산시,2014,278098
전북,군산시,2015,278398
전북,군산시,2016,277551
전북,군산시,2017,274997
전북,군산시,2018,272645
전북,군산시,2019,270131
전북,군산시,2020,267859
전북,군산시,2021,265304
전북,군산시,2022,262467
전북,군산시,2023,259980
전북,군산시,2024,258047
전북,군산시,2025,256291
전북,김제시,2007,97615
전북,김제시,2008,95807
전북,김제시,2009,94770
전북,김제시,2010,94346
전북,김제시,2011,93111
전북,김제시,2012,92317
전북,김제시,2013,91218
전북,김제시,2014,90108
전북,김제시,2015,88721
전북,김제시,2016,87782
전북,김제시,2017,86926
전북,김제시,2018,85331
전북,김제시,2019,83895
전북,김제시,2020,82450
전북,김제시,2021,80913
전북,김제시,2022,81455
전북,김제시,2023,81430
전북,김제시,2024,80635
전북,김제시,2025,81676
전북,남원시,2007,89247
전북,남원시,2008,88356
전북,남원시,2009,87675
전북,남원시,2010,87775
전북,남원시,2011,87455
전북,남원시,2012,87000
전북,남원시,2013,86460
전북,남원시,2014,85643
전북,남원시,2015,84856
전북,남원시,2016,84188
전북,남원시,2017,83281
전북,남원시,2018,82554
전북,남원시,2019,81441
전북,남원시,2020,80662
전북,남원시,2021,79431
전북,남원시,2022,77948
전북,남원시,2023,76781
전북,남원시,2024,75647
전북,남원시,2025,74272
전북,무주군,2007,26361
전북,무주군,2008,26017
전북,무주군,2009,25811
전북,무주군,2010,25578
전북,무주군,2011,25863
전북,무주군,2012,25321
전북,무주군,2013,25398
전북,무주군,2014,25390
전북,무주군,2015,25220
전북,무주군,2016,24949
전북,무주군,2017,24809
전북,무주군,2018,24589
전북,무주군,2019,24303
전북,무주군,2020,24036
전북,무주군,2021,23748
전북,무주군,2022,23489
전북,무주군,2023,23251
전북,무주군,2024,23032
전북,무주군,2025,22787
전북,부안군,2007,61879
전북,부안군,2008,60872
전북,부안군,2009,60204
전북,부안군,2010,60138
전북,부안군,2011,59080
전북,부안군,2012,58869
전북,부안군,2013,59164
전북,부안군,2014,57534
전북,부안군,2015,56848
전북,부안군,2016,57005
전북,부안군,2017,56086
전북,부안군,2018,54441
전북,부안군,2019,53295
전북,부안군,2020,52140
전북,부안군,2021,50795
전북,부안군,2022,50094
전북,부안군,2023,49187
전북,부안군,2024,48066
전북,부안군,2025,47220
전북,순창군,2007,32035
전북,순창군,2008,30920
전북,순창군,2009,30179
전북,순창군,2010,30209
전북,순창군,2011,29497
전북,순창군,2012,30055
전북,순창군,2013,30272
전북,순창군,2014,30368
전북,순창군,2015,30248
전북,순창군,2016,29949
전북,순창군,2017,29698
전북,순창군,2018,29209
전북,순창군,2019,28382
전북,순창군,2020,27810
전북,순창군,2021,26855
전북,순창군,2022,26727
전북,순창군,2023,26764
전북,순창군,2024,26822
전북,순창군,2025,27714
전북,완주군,2007,82972
전북,완주군,2008,83757
전북,완주군,2009,83885
전북,완주군,2010,85119
전북,완주군,2011,84660
전북,완주군,2012,86164
전북,완주군,2013,86978
전북,완주군,2014,90377
전북,완주군,2015,95303
전북,완주군,2016,95480
전북,완주군,2017,95975
전북,완주군,2018,94444
전북,완주군,2019,92220
전북,완주군,2020,91609
전북,완주군,2021,91142
전북,완주군,2022,92422
전북,완주군,2023,97827
전북,완주군,2024,99279
전북,완주군,2025,100444
전북,익산시,2007,313590
전북,익산시,2008,309269
전북,익산시,2009,306669
전북,익산시,2010,307289
전북,익산시,2011,309804
전북,익산시,2012,306469
전북,익산시,2013,306539
전북,익산시,2014,304117
전북,익산시,2015,302061
전북,익산시,2016,300479
전북,익산시,2017,300187
전북,익산시,2018,294062
전북,익산시,2019,287771
전북,익산시,2020,282276
전북,익산시,2021,278113
전북,익산시,2022,273697
전북,익산시,2023,270036
전북,익산시,2024,268001
전북,익산시,2025,267066
전북,임실군,2007,31952
전북,임실군,2008,31133
전북,임실군,2009,30703
전북,임실군,2010,30593
전북,임실군,2011,30789
전북,임실군,2012,29956
전북,임실군,2013,29739
전북,임실군,2014,29966
전북,임실군,2015,30271
전북,임실군,2016,30197
전북,임실군,2017,30162
전북,임실군,2018,30072
전북,임실군,2019,28902
전북,임실군,2020,27314
전북,임실군,2021,26730
전북,임실군,2022,26508
전북,임실군,2023,25956
전북,임실군,2024,25577
전북,임실군,2025,25259
전북,장수군,2007,26687
전북,장수군,2008,23864
전북,장수군,2009,23478
전북,장수군,2010,23386
전북,장수군,2011,23215
전북,장수군,2012,23191
전북,장수군,2013,23243
전북,장수군,2014,23335
전북,장수군,2015,23277
전북,장수군,2016,23628
전북,장수군,2017,23003
전북,장수군,2018,23221
전북,장수군,2019,22441
전북,장수군,2020,22085
전북,장수군,2021,21695
전북,장수군,2022,21336
전북,장수군,2023,20983
전북,장수군,2024,20663
전북,장수군,2025,20922
전북,전주시 덕진구,2007,274996
전북,전주시 덕진구,2008,279273
전북,전주시 덕진구,2009,282270
전북,전주시 덕진구,2010,283606
전북,전주시 덕진구,2011,283258
전북,전주시 덕진구,2012,284877
전북,전주시 덕진구,2013,286388
전북,전주시 덕진구,2014,288005
전북,전주시 덕진구,2015,286677
전북,전주시 덕진구,2016,289899
전북,전주시 덕진구,2017,289952
전북,전주시 덕진구,2018,306026
전북,전주시 덕진구,2019,315555
전북,전주시 덕진구,2020,317714
전북,전주시 덕진구,2021,321465
전북,전주시 덕진구,2022,318922
전북,전주시 덕진구,2023,315549
전북,전주시 덕진구,2024,313741
전북,전주시 덕진구,2025,309018
전북,전주시 완산구,2007,348930
전북,전주시 완산구,2008,352259
전북,전주시 완산구,2009,352737
전북,전주시 완산구,2010,357919
전북,전주시 완산구,2011,362636
전북,전주시 완산구,2012,363986
전북,전주시 완산구,2013,363694
전북,전주시 완산구,2014,364872
전북,전주시 완산구,2015,365605
전북,전주시 완산구,2016,361845
전북,전주시 완산구,2017,359012
전북,전주시 완산구,2018,345065
전북,전주시 완산구,2019,338839
전북,전주시 완산구,2020,339718
전북,전주시 완산구,2021,335804
전북,전주시 완산구,2022,332573
전북,전주시 완산구,2023,327178
전북,전주시 완산구,2024,321910
전북,전주시 완산구,2025,316419
전북,정읍시,2007,124239
전북,정읍시,2008,122842
전북,정읍시,2009,121545
전북,정읍시,2010,122000
전북,정읍시,2011,120466
전북,정읍시,2012,119392
전북,정읍시,2013,118328
전북,정읍시,2014,117183
전북,정읍시,2015,115977
전북,정읍시,2016,115173
전북,정읍시,2017,113776
전북,정읍시,2018,112169
전북,정읍시,2019,110541
전북,정읍시,2020,108508
전북,정읍시,2021,106487
전북,정읍시,2022,105081
전북,정읍시,2023,103620
전북,정읍시,2024,102127
전북,정읍시,2025,101123
전북,진안군,2007,30250
전북,진안군,2008,27230
전북,진안군,2009,27558
전북,진안군,2010,27543
전북,진안군,2011,28473
전북,진안군,2012,26963
전북,진안군,2013,26703
전북,진안군,2014,26474
전북,진안군,2015,26203
전북,진안군,2016,26069
전북,진안군,2017,26271
전북,진안군,2018,25963
전북,진안군,2019,25697
전북,진안군,2020,25394
전북,진안군,2021,24987
전북,진안군,2022,24550
전북,진안군,2023,24465
전북,진안군,2024,24161
전북,진안군,2025,24249
제주,서귀포시,2007,153800
제주,서귀포시,2008,153120
제주,서귀포시,2009,152285
제주,서귀포시,2010,153716
제주,서귀포시,2011,153366
제주,서귀포시,2012,154057
제주,서귀포시,2013,155641
제주,서귀포시,2014,158512
제주,서귀포시,2015,164519
제주,서귀포시,2016,170932
제주,서귀포시,2017,178383
제주,서귀포시,2018,181245
제주,서귀포시,2019,181584
제주,서귀포시,2020,182169
제주,서귀포시,2021,183663
제주,서귀포시,2022,184770
제주,서귀포시,2023,183598
제주,서귀포시,2024,182020
제주,서귀포시,2025,179610
제주,제주시,2007,405458
제주,제주시,2008,407498
제주,제주시,2009,410378
제주,제주시,2010,417539
제주,제주시,2011,422790
제주,제주시,2012,429656
제주,제주시,2013,438165
제주,제주시,2014,448834
제주,제주시,2015,459876
제주,제주시,2016,470665
제주,제주시,2017,478700
제주,제주시,2018,485946
제주,제주시,2019,489405
제주,제주시,2020,492466
제주,제주시,2021,493096
제주,제주시,2022,493389
제주,제주시,2023,491654
제주,제주시,2024,488348
제주,제주시,2025,485182
충남,계룡시,2007,37775
충남,계룡시,2008,41411
충남,계룡시,2009,42760
충남,계룡시,2010,43088
충남,계룡시,2011,42942
충남,계룡시,2012,41550
충남,계룡시,2013,40957
충남,계룡시,2014,40552
충남,계룡시,2015,41730
충남,계룡시,2016,42634
충남,계룡시,2017,43967
충남,계룡시,2018,43731
충남,계룡시,2019,42971
충남,계룡시,2020,42822
충남,계룡시,2021,43331
충남,계룡시,2022,44475
충남,계룡시,2023,46667
충남,계룡시,2024,46540
충남,계룡시,2025,45846
충남,금산군,2007,57690
충남,금산군,2008,56740
충남,금산군,2009,56220
충남,금산군,2010,56555
충남,금산군,2011,56030
충남,금산군,2012,55715
충남,금산군,2013,55441
충남,금산군,2014,55166
충남,금산군,2015,54879
충남,금산군,2016,54612
충남,금산군,2017,53894
충남,금산군,2018,53222
충남,금산군,2019,52257
충남,금산군,2020,51413
충남,금산군,2021,50477
충남,금산군,2022,50092
충남,금산군,2023,50093
충남,금산군,2024,49615
충남,금산군,2025,48898
충남,논산시,2007,129486
충남,논산시,2008,127797
충남,논산시,2009,127097
충남,논산시,2010,127507
충남,논산시,2011,127533
충남,논산시,2012,126653
충남,논산시,2013,125844
충남,논산시,2014,124784
충남,논산시,2015,124232
충남,논산시,2016,123213
충남,논산시,2017,122240
충남,논산시,2018,120230
충남,논산시,2019,118842
충남,논산시,2020,116675
충남,논산시,2021,114483
충남,논산시,2022,112617
충남,논산시,2023,110423
충남,논산시,2024,108529
충남,논산시,2025,106777
충남,당진시,2007,136254
충남,당진시,2008,136432
충남,당진시,2009,138798
충남,당진시,2010,144903
충남,당진시,2011,150219
충남,당진시,2012,155104
충남,당진시,2013,159615
충남,당진시,2014,162844
충남,당진시,2015,165122
충남,당진시,2016,166630
충남,당진시,2017,167439
충남,당진시,2018,167770
충남,당진시,2019,167042
충남,당진시,2020,166249
충남,당진시,2021,167092
충남,당진시,2022,168253
충남,당진시,2023,170302
충남,당진시,2024,171931
충남,당진시,2025,172564
충남,보령시,2007,107637
충남,보령시,2008,106885
충남,보령시,2009,106754
충남,보령시,2010,107346
충남,보령시,2011,106421
충남,보령시,2012,105559
충남,보령시,2013,104938
충남,보령시,2014,104321
충남,보령시,2015,104754
충남,보령시,2016,103873
충남,보령시,2017,103198
충남,보령시,2018,101990
충남,보령시,2019,101114
충남,보령시,2020,100229
충남,보령시,2021,98408
충남,보령시,2022,97157
충남,보령시,2023,95772
충남,보령시,2024,93780
충남,보령시,2025,92117
충남,부여군,2007,77916
충남,부여군,2008,76687
충남,부여군,2009,75564
충남,부여군,2010,75029
충남,부여군,2011,74004
충남,부여군,2012,73259
충남,부여군,2013,72547
충남,부여군,2014,71754
충남,부여군,2015,71143
충남,부여군,2016,70187
충남,부여군,2017,69086
충남,부여군,2018,68078
충남,부여군,2019,66740
충남,부여군,2020,65354
충남,부여군,2021,63774
충남,부여군,2022,62343
충남,부여군,2023,61046
충남,부여군,2024,59550
충남,부여군,2025,58377
충남,서산시,2007,153569
충남,서산시,2008,156867
충남,서산시,2009,158886
충남,서산시,2010,160468
충남,서산시,2011,161489
충남,서산시,2012,163315
충남,서산시,2013,165837
충남,서산시,2014,167611
충남,서산시,2015,170099
충남,서산시,2016,170788
충남,서산시,2017,171678
충남,서산시,2018,174162
충남,서산시,2019,174690
충남,서산시,2020,175591
충남,서산시,2021,176645
충남,서산시,2022,176413
충남,서산시,2023,176011
충남,서산시,2024,174445
충남,서산시,2025,172438
충남,서천군,2007,61168
충남,서천군,2008,60507
충남,서천군,2009,60066
충남,서천군,2010,60085
충남,서천군,2011,59541
충남,서천군,2012,58920
충남,서천군,2013,58441
충남,서천군,2014,57713
충남,서천군,2015,56910
충남,서천군,2016,56012
충남,서천군,2017,55175
충남,서천군,2018,53922
충남,서천군,2019,52805
충남,서천군,2020,51866
충남,서천군,2021,50745
충남,서천군,2022,49964
충남,서천군,2023,49116
충남,서천군,2024,48204
충남,서천군,2025,47225
충남,아산시,2007,221490
충남,아산시,2008,240942
충남,아산시,2009,256449
충남,아산시,2010,265191
충남,아산시,2011,274523
충남,아산시,2012,280490
충남,아산시,2013,287073
충남,아산시,2014,293954
충남,아산시,2015,297737
충남,아산시,2016,302929
충남,아산시,2017,311453
충남,아산시,2018,312822
충남,아산시,2019,314395
충남,아산시,2020,316129
충남,아산시,2021,324580
충남,아산시,2022,334539
충남,아산시,2023,345796
충남,아산시,2024,355014
충남,아산시,2025,359378
충남,예산군,2007,88670
충남,예산군,2008,88144
충남,예산군,2009,87163
충남,예산군,2010,87002
충남,예산군,2011,86421
충남,예산군,2012,85876
충남,예산군,2013,85205
충남,예산군,2014,84919
충남,예산군,2015,83484
충남,예산군,2016,81339
충남,예산군,2017,80338
충남,예산군,2018,80083
충남,예산군,2019,79238
충남,예산군,2020,78084
충남,예산군,2021,76801
충남,예산군,2022,77385
충남,예산군,2023,78354
충남,예산군,2024,78772
충남,예산군,2025,78815
충남,천안시,2007,531956
충남,천안시,2008,1075396
충남,천안시,2009,1081664
충남,천안시,2010,1115346
충남,천안시,2011,1142754
충남,천안시,2012,1163976
충남,천안시,2013,1182178
충남,천안시,2014,1196692
충남,천안시,2015,1211552
충남,천안시,2016,1235910
충남,천안시,2017,1263062
충남,천안시,2018,1292150
충남,천안시,2019,1304516
충남,천안시,2020,1317616
충남,천안시,2021,1316972
충남,천안시,2022,1315118
충남,천안시,2023,1311918
충남,천안시,2024,1319840
충남,천안시,2025,1328644
충남,청양군,2007,33604
충남,청양군,2008,33062
충남,청양군,2009,32613
충남,청양군,2010,32541
충남,청양군,2011,32291
충남,청양군,2012,32087
충남,청양군,2013,32155
충남,청양군,2014,32248
충남,청양군,2015,32485
충남,청양군,2016,32753
충남,청양군,2017,32837
충남,청양군,2018,32296
충남,청양군,2019,31717
충남,청양군,2020,30948
충남,청양군,2021,30440
충남,청양군,2022,30266
충남,청양군,2023,30168
충남,청양군,2024,29658
충남,청양군,2025,29986
충남,태안군,2007,63042
충남,태안군,2008,63401
충남,태안군,2009,63095
충남,태안군,2010,63247
충남,태안군,2011,62747
충남,태안군,2012,62548
충남,태안군,2013,62416
충남,태안군,2014,62574
충남,태안군,2015,63484
충남,태안군,2016,63900
충남,태안군,2017,63932
충남,태안군,2018,63238
충남,태안군,2019,62743
충남,태안군,2020,62214
충남,태안군,2021,61526
충남,태안군,2022,61335
충남,태안군,2023,60784
충남,태안군,2024,60133
충남,태안군,2025,59474
충남,홍성군,2007,88685
충남,홍성군,2008,88176
충남,홍성군,2009,87631
충남,홍성군,2010,88078
충남,홍성군,2011,88108
충남,홍성군,2012,88415
충남,홍성군,2013,89704
충남,홍성군,2014,91866
충남,홍성군,2015,94553
충남,홍성군,2016,99971
충남,홍성군,2017,101570
충남,홍성군,2018,101082
충남,홍성군,2019,100423
충남,홍성군,2020,100102
충남,홍성군,2021,99324
충남,홍성군,2022,98068
충남,홍성군,2023,97524
충남,홍성군,2024,99198
충남,홍성군,2025,100557
충북,괴산군,2007,36873
충북,괴산군,2008,36566
충북,괴산군,2009,36775
충북,괴산군,2010,36827
충북,괴산군,2011,37333
충북,괴산군,2012,37713
충북,괴산군,2013,38059
충북,괴산군,2014,38351
충북,괴산군,2015,38787
충북,괴산군,2016,38973
충북,괴산군,2017,39054
충북,괴산군,2018,39133
충북,괴산군,2019,39163
충북,괴산군,2020,39393
충북,괴산군,2021,38122
충북,괴산군,2022,37055
충북,괴산군,2023,36590
충북,괴산군,2024,36252
충북,괴산군,2025,38293
충북,단양군,2007,32399
충북,단양군,2008,31929
충북,단양군,2009,31842
충북,단양군,2010,31817
충북,단양군,2011,31595
충북,단양군,2012,31253
충북,단양군,2013,31171
충북,단양군,2014,30948
충북,단양군,2015,30761
충북,단양군,2016,30503
충북,단양군,2017,30215
충북,단양군,2018,30255
충북,단양군,2019,29756
충북,단양군,2020,29155
충북,단양군,2021,28331
충북,단양군,2022,27767
충북,단양군,2023,27701
충북,단양군,2024,27352
충북,단양군,2025,26812
충북,보은군,2007,35354
충북,보은군,2008,35069
충북,보은군,2009,34845
충북,보은군,2010,34956
충북,보은군,2011,34717
충북,보은군,2012,34438
충북,보은군,2013,34318
