region_sido,region_sigungu,doctor_level,year,doctor_no
인천,남구,일반의,2023,25
인천,남구,일반의,2024,34
인천,남구,일반의,2025,82
인천,남구,전문의,2007,297
인천,남구,전문의,2008,321
인천,남구,전문의,2009,360
인천,남구,전문의,2010,388
인천,남구,전문의,2011,384
인천,남구,전문의,2012,395
인천,남구,전문의,2013,412
인천,남구,전문의,2014,439
인천,남구,전문의,2015,445
인천,남구,전문의,2016,481
인천,남구,전문의,2017,502
인천,남구,전문의,2018,528
인천,남구,전문의,2019,573
인천,남구,전문의,2020,568
인천,남구,전문의,2021,573
인천,남구,전문의,2022,569
인천,남구,전문의,2023,597
인천,남구,전문의,2024,627
인천,남구,전문의,2025,667
인천,남동구,total,2007,684
인천,남동구,total,2008,724
인천,남동구,total,2009,685
인천,남동구,total,2010,756
인천,남동구,total,2011,737
인천,남동구,total,2012,895
인천,남동구,total,2013,910
인천,남동구,total,2014,983
인천,남동구,total,2015,1030
인천,남동구,total,2016,1062
인천,남동구,total,2017,1081
인천,남동구,total,2018,1095
인천,남동구,total,2019,1168
인천,남동구,total,2020,1157
인천,남동구,total,2021,1234
인천,남동구,total,2022,1231
인천,남동구,total,2023,1260
인천,남동구,total,2024,1237
인천,남동구,total,2025,1122
인천,남동구,레지던트,2007,150
인천,남동구,레지던트,2008,184
인천,남동구,레지던트,2009,144
인천,남동구,레지던트,2010,188
인천,남동구,레지던트,2011,145
인천,남동구,레지던트,2012,156
인천,남동구,레지던트,2013,201
인천,남동구,레지던트,2014,205
인천,남동구,레지던트,2015,191
인천,남동구,레지던트,2016,191
인천,남동구,레지던트,2017,196
인천,남동구,레지던트,2018,184
인천,남동구,레지던트,2019,184
인천,남동구,레지던트,2020,161
인천,남동구,레지던트,2021,150
인천,남동구,레지던트,2022,150
인천,남동구,레지던트,2023,112
인천,남동구,레지던트,2024,113
인천,남동구,레지던트,2025,15
인천,남동구,인턴,2007,60
인천,남동구,인턴,2008,49
인천,남동구,인턴,2009,0
인천,남동구,인턴,2010,0
인천,남동구,인턴,2011,3
인천,남동구,인턴,2012,81
인천,남동구,인턴,2013,0
인천,남동구,인턴,2014,31
인천,남동구,인턴,2015,53
인천,남동구,인턴,2016,50
인천,남동구,인턴,2017,41
인천,남동구,인턴,2018,6
인천,남동구,인턴,2019,45
인천,남동구,인턴,2020,46
인천,남동구,인턴,2021,45
인천,남동구,인턴,2022,51
인천,남동구,인턴,2023,83
인천,남동구,인턴,2024,37
인천,남동구,인턴,2025,0
인천,남동구,일반의,2007,35
인천,남동구,일반의,2008,35
인천,남동구,일반의,2009,38
인천,남동구,일반의,2010,30
인천,남동구,일반의,2011,29
인천,남동구,일반의,2012,37
인천,남동구,일반의,2013,37
인천,남동구,일반의,2014,40
인천,남동구,일반의,2015,44
인천,남동구,일반의,2016,39
인천,남동구,일반의,2017,42
인천,남동구,일반의,2018,50
인천,남동구,일반의,2019,50
인천,남동구,일반의,2020,51
인천,남동구,일반의,2021,66
인천,남동구,일반의,2022,66
인천,남동구,일반의,2023,83
인천,남동구,일반의,2024,84
인천,남동구,일반의,2025,136
인천,남동구,전문의,2007,439
인천,남동구,전문의,2008,456
인천,남동구,전문의,2009,503
인천,남동구,전문의,2010,538
인천,남동구,전문의,2011,560
인천,남동구,전문의,2012,621
인천,남동구,전문의,2013,672
인천,남동구,전문의,2014,707
인천,남동구,전문의,2015,742
인천,남동구,전문의,2016,782
인천,남동구,전문의,2017,802
인천,남동구,전문의,2018,855
인천,남동구,전문의,2019,889
인천,남동구,전문의,2020,899
인천,남동구,전문의,2021,973
인천,남동구,전문의,2022,964
인천,남동구,전문의,2023,982
인천,남동구,전문의,2024,1003
인천,남동구,전문의,2025,971
인천,동구,total,2007,82
인천,동구,total,2008,78
인천,동구,total,2009,86
인천,동구,total,2010,91
인천,동구,total,2011,88
인천,동구,total,2012,94
인천,동구,total,2013,100
인천,동구,total,2014,104
인천,동구,total,2015,108
인천,동구,total,2016,109
인천,동구,total,2017,113
인천,동구,total,2018,116
인천,동구,total,2019,115
인천,동구,total,2020,121
인천,동구,total,2021,111
인천,동구,total,2022,113
인천,동구,total,2023,115
인천,동구,total,2024,124
인천,동구,total,2025,125
인천,동구,레지던트,2007,0
인천,동구,레지던트,2008,0
인천,동구,레지던트,2009,0
인천,동구,레지던트,2010,0
인천,동구,레지던트,2011,0
인천,동구,레지던트,2012,0
인천,동구,레지던트,2013,0
인천,동구,레지던트,2014,0
인천,동구,레지던트,2015,0
인천,동구,레지던트,2016,0
인천,동구,레지던트,2017,0
인천,동구,레지던트,2018,0
인천,동구,레지던트,2019,0
인천,동구,레지던트,2020,0
인천,동구,레지던트,2021,0
인천,동구,레지던트,2022,0
인천,동구,레지던트,2023,0
인천,동구,레지던트,2024,0
인천,동구,레지던트,2025,0
인천,동구,인턴,2007,0
인천,동구,인턴,2008,0
인천,동구,인턴,2009,0
인천,동구,인턴,2010,0
인천,동구,인턴,2011,0
인천,동구,인턴,2012,0
인천,동구,인턴,2013,0
인천,동구,인턴,2014,0
인천,동구,인턴,2015,0
인천,동구,인턴,2016,0
인천,동구,인턴,2017,0
인천,동구,인턴,2018,0
인천,동구,인턴,2019,0
인천,동구,인턴,2020,0
인천,동구,인턴,2021,0
인천,동구,인턴,2022,0
인천,동구,인턴,2023,0
인천,동구,인턴,2024,0
인천,동구,인턴,2025,0
인천,동구,일반의,2007,7
인천,동구,일반의,2008,5
인천,동구,일반의,2009,6
인천,동구,일반의,2010,8
인천,동구,일반의,2011,8
인천,동구,일반의,2012,10
인천,동구,일반의,2013,5
인천,동구,일반의,2014,3
인천,동구,일반의,2015,2
인천,동구,일반의,2016,4
인천,동구,일반의,2017,5
인천,동구,일반의,2018,4
인천,동구,일반의,2019,3
인천,동구,일반의,2020,4
인천,동구,일반의,2021,5
인천,동구,일반의,2022,4
인천,동구,일반의,2023,5
인천,동구,일반의,2024,7
인천,동구,일반의,2025,10
인천,동구,전문의,2007,75
인천,동구,전문의,2008,73
인천,동구,전문의,2009,80
인천,동구,전문의,2010,83
인천,동구,전문의,2011,80
인천,동구,전문의,2012,84
인천,동구,전문의,2013,95
인천,동구,전문의,2014,101
인천,동구,전문의,2015,106
인천,동구,전문의,2016,105
인천,동구,전문의,2017,108
인천,동구,전문의,2018,112
인천,동구,전문의,2019,112
인천,동구,전문의,2020,117
인천,동구,전문의,2021,106
인천,동구,전문의,2022,109
인천,동구,전문의,2023,110
인천,동구,전문의,2024,117
인천,동구,전문의,2025,115
인천,부평구,total,2007,589
인천,부평구,total,2008,606
인천,부평구,total,2009,649
인천,부평구,total,2010,681
인천,부평구,total,2011,719
인천,부평구,total,2012,745
인천,부평구,total,2013,770
인천,부평구,total,2014,784
인천,부평구,total,2015,817
인천,부평구,total,2016,837
인천,부평구,total,2017,858
인천,부평구,total,2018,874
인천,부평구,total,2019,906
인천,부평구,total,2020,913
인천,부평구,total,2021,936
인천,부평구,total,2022,958
인천,부평구,total,2023,992
인천,부평구,total,2024,975
인천,부평구,total,2025,1006
인천,부평구,레지던트,2007,58
인천,부평구,레지던트,2008,63
인천,부평구,레지던트,2009,49
인천,부평구,레지던트,2010,61
인천,부평구,레지던트,2011,60
인천,부평구,레지던트,2012,67
인천,부평구,레지던트,2013,74
인천,부평구,레지던트,2014,78
인천,부평구,레지던트,2015,92
인천,부평구,레지던트,2016,92
인천,부평구,레지던트,2017,98
인천,부평구,레지던트,2018,88
인천,부평구,레지던트,2019,86
인천,부평구,레지던트,2020,80
인천,부평구,레지던트,2021,84
인천,부평구,레지던트,2022,87
인천,부평구,레지던트,2023,77
인천,부평구,레지던트,2024,74
인천,부평구,레지던트,2025,12
인천,부평구,인턴,2007,23
인천,부평구,인턴,2008,23
인천,부평구,인턴,2009,24
인천,부평구,인턴,2010,24
인천,부평구,인턴,2011,21
인천,부평구,인턴,2012,23
인천,부평구,인턴,2013,25
인천,부평구,인턴,2014,25
인천,부평구,인턴,2015,24
인천,부평구,인턴,2016,23
인천,부평구,인턴,2017,25
인천,부평구,인턴,2018,22
인천,부평구,인턴,2019,23
인천,부평구,인턴,2020,23
인천,부평구,인턴,2021,21
인천,부평구,인턴,2022,26
인천,부평구,인턴,2023,26
인천,부평구,인턴,2024,3
인천,부평구,인턴,2025,1
인천,부평구,일반의,2007,44
인천,부평구,일반의,2008,37
인천,부평구,일반의,2009,39
인천,부평구,일반의,2010,35
인천,부평구,일반의,2011,48
인천,부평구,일반의,2012,35
인천,부평구,일반의,2013,27
인천,부평구,일반의,2014,31
인천,부평구,일반의,2015,29
인천,부평구,일반의,2016,34
인천,부평구,일반의,2017,30
인천,부평구,일반의,2018,33
인천,부평구,일반의,2019,36
인천,부평구,일반의,2020,39
인천,부평구,일반의,2021,43
인천,부평구,일반의,2022,47
인천,부평구,일반의,2023,47
인천,부평구,일반의,2024,50
인천,부평구,일반의,2025,120
인천,부평구,전문의,2007,464
인천,부평구,전문의,2008,483
인천,부평구,전문의,2009,537
인천,부평구,전문의,2010,561
인천,부평구,전문의,2011,590
인천,부평구,전문의,2012,620
인천,부평구,전문의,2013,644
인천,부평구,전문의,2014,650
인천,부평구,전문의,2015,672
인천,부평구,전문의,2016,688
인천,부평구,전문의,2017,705
인천,부평구,전문의,2018,731
인천,부평구,전문의,2019,761
인천,부평구,전문의,2020,771
인천,부평구,전문의,2021,788
인천,부평구,전문의,2022,798
인천,부평구,전문의,2023,842
인천,부평구,전문의,2024,848
인천,부평구,전문의,2025,873
인천,서구,total,2007,254
인천,서구,total,2008,283
인천,서구,total,2009,322
인천,서구,total,2010,337
인천,서구,total,2011,342
인천,서구,total,2012,369
인천,서구,total,2013,392
인천,서구,total,2014,511
인천,서구,total,2015,606
인천,서구,total,2016,614
인천,서구,total,2017,680
인천,서구,total,2018,712
인천,서구,total,2019,741
인천,서구,total,2020,757
인천,서구,total,2021,804
인천,서구,total,2022,815
인천,서구,total,2023,872
인천,서구,total,2024,927
인천,서구,total,2025,990
인천,서구,레지던트,2007,0
인천,서구,레지던트,2008,0
인천,서구,레지던트,2009,0
인천,서구,레지던트,2010,0
인천,서구,레지던트,2011,0
인천,서구,레지던트,2012,0
인천,서구,레지던트,2013,0
인천,서구,레지던트,2014,0
인천,서구,레지던트,2015,4
인천,서구,레지던트,2016,6
인천,서구,레지던트,2017,9
인천,서구,레지던트,2018,15
인천,서구,레지던트,2019,17
인천,서구,레지던트,2020,20
인천,서구,레지던트,2021,27
인천,서구,레지던트,2022,29
인천,서구,레지던트,2023,32
인천,서구,레지던트,2024,25
인천,서구,레지던트,2025,5
인천,서구,인턴,2007,0
인천,서구,인턴,2008,0
인천,서구,인턴,2009,0
인천,서구,인턴,2010,0
인천,서구,인턴,2011,0
인천,서구,인턴,2012,0
인천,서구,인턴,2013,0
인천,서구,인턴,2014,0
인천,서구,인턴,2015,14
인천,서구,인턴,2016,0
인천,서구,인턴,2017,10
인천,서구,인턴,2018,4
인천,서구,인턴,2019,14
인천,서구,인턴,2020,11
인천,서구,인턴,2021,11
인천,서구,인턴,2022,15
인천,서구,인턴,2023,19
인천,서구,인턴,2024,12
인천,서구,인턴,2025,0
인천,서구,일반의,2007,23
인천,서구,일반의,2008,26
인천,서구,일반의,2009,28
인천,서구,일반의,2010,32
인천,서구,일반의,2011,28
인천,서구,일반의,2012,33
인천,서구,일반의,2013,29
인천,서구,일반의,2014,27
인천,서구,일반의,2015,28
인천,서구,일반의,2016,29
인천,서구,일반의,2017,33
인천,서구,일반의,2018,33
인천,서구,일반의,2019,37
인천,서구,일반의,2020,35
인천,서구,일반의,2021,36
인천,서구,일반의,2022,42
인천,서구,일반의,2023,40
인천,서구,일반의,2024,45
인천,서구,일반의,2025,108
인천,서구,전문의,2007,231
인천,서구,전문의,2008,257
인천,서구,전문의,2009,294
인천,서구,전문의,2010,305
인천,서구,전문의,2011,314
인천,서구,전문의,2012,336
인천,서구,전문의,2013,363
인천,서구,전문의,2014,484
인천,서구,전문의,2015,560
인천,서구,전문의,2016,579
인천,서구,전문의,2017,628
인천,서구,전문의,2018,660
인천,서구,전문의,2019,673
인천,서구,전문의,2020,691
인천,서구,전문의,2021,730
인천,서구,전문의,2022,729
인천,서구,전문의,2023,781
인천,서구,전문의,2024,845
인천,서구,전문의,2025,877
인천,연수구,total,2007,166
인천,연수구,total,2008,174
인천,연수구,total,2009,180
인천,연수구,total,2010,205
인천,연수구,total,2011,225
인천,연수구,total,2012,231
인천,연수구,total,2013,262
인천,연수구,total,2014,266
인천,연수구,total,2015,279
인천,연수구,total,2016,300
인천,연수구,total,2017,331
인천,연수구,total,2018,356
인천,연수구,total,2019,366
인천,연수구,total,2020,398
인천,연수구,total,2021,426
인천,연수구,total,2022,463
인천,연수구,total,2023,513
인천,연수구,total,2024,533
인천,연수구,total,2025,607
인천,연수구,레지던트,2007,0
인천,연수구,레지던트,2008,0
인천,연수구,레지던트,2009,0
인천,연수구,레지던트,2010,0
인천,연수구,레지던트,2011,0
인천,연수구,레지던트,2012,0
인천,연수구,레지던트,2013,0
인천,연수구,레지던트,2014,0
인천,연수구,레지던트,2015,0
인천,연수구,레지던트,2016,0
인천,연수구,레지던트,2017,0
인천,연수구,레지던트,2018,0
인천,연수구,레지던트,2019,0
인천,연수구,레지던트,2020,0
인천,연수구,레지던트,2021,0
인천,연수구,레지던트,2022,0
인천,연수구,레지던트,2023,0
인천,연수구,레지던트,2024,0
인천,연수구,레지던트,2025,0
인천,연수구,인턴,2007,0
인천,연수구,인턴,2008,0
인천,연수구,인턴,2009,0
인천,연수구,인턴,2010,0
인천,연수구,인턴,2011,0
인천,연수구,인턴,2012,0
인천,연수구,인턴,2013,0
인천,연수구,인턴,2014,0
인천,연수구,인턴,2015,0
인천,연수구,인턴,2016,0
인천,연수구,인턴,2017,0
인천,연수구,인턴,2018,0
인천,연수구,인턴,2019,0
인천,연수구,인턴,2020,0
인천,연수구,인턴,2021,0
인천,연수구,인턴,2022,0
인천,연수구,인턴,2023,0
인천,연수구,인턴,2024,0
인천,연수구,인턴,2025,0
인천,연수구,일반의,2007,13
인천,연수구,일반의,2008,12
인천,연수구,일반의,2009,12
인천,연수구,일반의,2010,16
인천,연수구,일반의,2011,19
인천,연수구,일반의,2012,17
인천,연수구,일반의,2013,16
인천,연수구,일반의,2014,17
인천,연수구,일반의,2015,14
인천,연수구,일반의,2016,20
인천,연수구,일반의,2017,17
인천,연수구,일반의,2018,20
인천,연수구,일반의,2019,20
인천,연수구,일반의,2020,24
인천,연수구,일반의,2021,26
인천,연수구,일반의,2022,28
인천,연수구,일반의,2023,31
인천,연수구,일반의,2024,31
인천,연수구,일반의,2025,89
인천,연수구,전문의,2007,153
인천,연수구,전문의,2008,162
인천,연수구,전문의,2009,168
인천,연수구,전문의,2010,189
인천,연수구,전문의,2011,206
인천,연수구,전문의,2012,214
인천,연수구,전문의,2013,246
인천,연수구,전문의,2014,249
인천,연수구,전문의,2015,265
인천,연수구,전문의,2016,280
인천,연수구,전문의,2017,314
인천,연수구,전문의,2018,336
인천,연수구,전문의,2019,346
인천,연수구,전문의,2020,374
인천,연수구,전문의,2021,400
인천,연수구,전문의,2022,435
인천,연수구,전문의,2023,482
인천,연수구,전문의,2024,502
인천,연수구,전문의,2025,518
인천,옹진군,total,2007,20
인천,옹진군,total,2008,18
인천,옹진군,total,2009,18
인천,옹진군,total,2010,29
인천,옹진군,total,2011,22
인천,옹진군,total,2012,23
인천,옹진군,total,2013,25
인천,옹진군,total,2014,25
인천,옹진군,total,2015,26
인천,옹진군,total,2016,24
인천,옹진군,total,2017,30
인천,옹진군,total,2018,40
인천,옹진군,total,2019,35
인천,옹진군,total,2020,34
인천,옹진군,total,2021,35
인천,옹진군,total,2022,36
인천,옹진군,total,2023,36
인천,옹진군,total,2024,37
인천,옹진군,total,2025,39
인천,옹진군,레지던트,2007,0
인천,옹진군,레지던트,2008,0
인천,옹진군,레지던트,2009,0
인천,옹진군,레지던트,2010,0
인천,옹진군,레지던트,2011,0
인천,옹진군,레지던트,2012,0
인천,옹진군,레지던트,2013,0
인천,옹진군,레지던트,2014,0
인천,옹진군,레지던트,2015,0
인천,옹진군,레지던트,2016,0
인천,옹진군,레지던트,2017,0
인천,옹진군,레지던트,2018,0
인천,옹진군,레지던트,2019,0
인천,옹진군,레지던트,2020,0
인천,옹진군,레지던트,2021,0
인천,옹진군,레지던트,2022,0
인천,옹진군,레지던트,2023,0
인천,옹진군,레지던트,2024,0
인천,옹진군,레지던트,2025,0
인천,옹진군,인턴,2007,0
인천,옹진군,인턴,2008,0
인천,옹진군,인턴,2009,0
인천,옹진군,인턴,2010,0
인천,옹진군,인턴,2011,0
인천,옹진군,인턴,2012,0
인천,옹진군,인턴,2013,0
인천,옹진군,인턴,2014,0
인천,옹진군,인턴,2015,0
인천,옹진군,인턴,2016,0
인천,옹진군,인턴,2017,0
인천,옹진군,인턴,2018,0
인천,옹진군,인턴,2019,1
인천,옹진군,인턴,2020,0
인천,옹진군,인턴,2021,3
인천,옹진군,인턴,2022,3
인천,옹진군,인턴,2023,7
인천,옹진군,인턴,2024,1
인천,옹진군,인턴,2025,0
인천,옹진군,일반의,2007,9
인천,옹진군,일반의,2008,12
인천,옹진군,일반의,2009,12
인천,옹진군,일반의,2010,16
인천,옹진군,일반의,2011,10
인천,옹진군,일반의,2012,9
인천,옹진군,일반의,2013,10
인천,옹진군,일반의,2014,7
인천,옹진군,일반의,2015,9
인천,옹진군,일반의,2016,7
인천,옹진군,일반의,2017,6
인천,옹진군,일반의,2018,8
인천,옹진군,일반의,2019,15
인천,옹진군,일반의,2020,12
인천,옹진군,일반의,2021,9
인천,옹진군,일반의,2022,11
인천,옹진군,일반의,2023,8
인천,옹진군,일반의,2024,12
인천,옹진군,일반의,2025,18
인천,옹진군,전문의,2007,11
인천,옹진군,전문의,2008,6
인천,옹진군,전문의,2009,6
인천,옹진군,전문의,2010,13
인천,옹진군,전문의,2011,12
인천,옹진군,전문의,2012,14
인천,옹진군,전문의,2013,15
인천,옹진군,전문의,2014,18
인천,옹진군,전문의,2015,17
인천,옹진군,전문의,2016,17
인천,옹진군,전문의,2017,24
인천,옹진군,전문의,2018,32
인천,옹진군,전문의,2019,19
인천,옹진군,전문의,2020,22
인천,옹진군,전문의,2021,23
인천,옹진군,전문의,2022,22
인천,옹진군,전문의,2023,21
인천,옹진군,전문의,2024,24
인천,옹진군,전문의,2025,21
인천,중구,total,2007,516
인천,중구,total,2008,521
인천,중구,total,2009,392
인천,중구,total,2010,435
인천,중구,total,2011,499
인천,중구,total,2012,509
인천,중구,total,2013,515
인천,중구,total,2014,513
인천,중구,total,2015,524
인천,중구,total,2016,513
인천,중구,total,2017,507
인천,중구,total,2018,523
인천,중구,total,2019,528
인천,중구,total,2020,552
인천,중구,total,2021,516
인천,중구,total,2022,520
인천,중구,total,2023,562
인천,중구,total,2024,535
인천,중구,total,2025,439
인천,중구,레지던트,2007,207
인천,중구,레지던트,2008,204
인천,중구,레지던트,2009,141
인천,중구,레지던트,2010,181
인천,중구,레지던트,2011,190
인천,중구,레지던트,2012,188
인천,중구,레지던트,2013,183
인천,중구,레지던트,2014,185
인천,중구,레지던트,2015,178
인천,중구,레지던트,2016,173
인천,중구,레지던트,2017,170
인천,중구,레지던트,2018,158
인천,중구,레지던트,2019,155
인천,중구,레지던트,2020,146
인천,중구,레지던트,2021,131
인천,중구,레지던트,2022,125
인천,중구,레지던트,2023,123
인천,중구,레지던트,2024,90
인천,중구,레지던트,2025,25
인천,중구,인턴,2007,51
인천,중구,인턴,2008,44
인천,중구,인턴,2009,5
인천,중구,인턴,2010,4
인천,중구,인턴,2011,37
인천,중구,인턴,2012,39
인천,중구,인턴,2013,40
인천,중구,인턴,2014,42
인천,중구,인턴,2015,38
인천,중구,인턴,2016,36
인천,중구,인턴,2017,32
인천,중구,인턴,2018,37
인천,중구,인턴,2019,39
인천,중구,인턴,2020,35
인천,중구,인턴,2021,34
인천,중구,인턴,2022,38
인천,중구,인턴,2023,39
인천,중구,인턴,2024,37
인천,중구,인턴,2025,2
인천,중구,일반의,2007,14
인천,중구,일반의,2008,14
인천,중구,일반의,2009,10
인천,중구,일반의,2010,13
인천,중구,일반의,2011,11
인천,중구,일반의,2012,8
인천,중구,일반의,2013,12
인천,중구,일반의,2014,9
인천,중구,일반의,2015,9
인천,중구,일반의,2016,11
인천,중구,일반의,2017,14
인천,중구,일반의,2018,13
인천,중구,일반의,2019,5
인천,중구,일반의,2020,7
인천,중구,일반의,2021,9
인천,중구,일반의,2022,11
인천,중구,일반의,2023,10
인천,중구,일반의,2024,14
인천,중구,일반의,2025,19
인천,중구,전문의,2007,244
인천,중구,전문의,2008,259
인천,중구,전문의,2009,236
인천,중구,전문의,2010,237
인천,중구,전문의,2011,261
인천,중구,전문의,2012,274
인천,중구,전문의,2013,280
인천,중구,전문의,2014,277
인천,중구,전문의,2015,299
인천,중구,전문의,2016,293
인천,중구,전문의,2017,291
인천,중구,전문의,2018,315
인천,중구,전문의,2019,329
인천,중구,전문의,2020,364
인천,중구,전문의,2021,342
인천,중구,전문의,2022,346
인천,중구,전문의,2023,390
인천,중구,전문의,2024,394
인천,중구,전문의,2025,393
전남,강진군,total,2007,49
전남,강진군,total,2008,48
전남,강진군,total,2009,44
전남,강진군,total,2010,47
전남,강진군,total,2011,48
전남,강진군,total,2012,50
전남,강진군,total,2013,54
전남,강진군,total,2014,54
전남,강진군,total,2015,55
전남,강진군,total,2016,57
전남,강진군,total,2017,63
전남,강진군,total,2018,61
전남,강진군,total,2019,56
전남,강진군,total,2020,55
전남,강진군,total,2021,57
전남,강진군,total,2022,60
전남,강진군,total,2023,47
전남,강진군,total,2024,49
전남,강진군,total,2025,50
전남,강진군,레지던트,2007,0
전남,강진군,레지던트,2008,0
전남,강진군,레지던트,2009,0
전남,강진군,레지던트,2010,0
전남,강진군,레지던트,2011,0
전남,강진군,레지던트,2012,0
전남,강진군,레지던트,2013,0
전남,강진군,레지던트,2014,0
전남,강진군,레지던트,2015,0
전남,강진군,레지던트,2016,0
전남,강진군,레지던트,2017,0
전남,강진군,레지던트,2018,0
전남,강진군,레지던트,2019,0
전남,강진군,레지던트,2020,0
전남,강진군,레지던트,2021,0
전남,강진군,레지던트,2022,0
전남,강진군,레지던트,2023,0
전남,강진군,레지던트,2024,0
전남,강진군,레지던트,2025,0
전남,강진군,인턴,2007,0
전남,강진군,인턴,2008,0
전남,강진군,인턴,2009,0
전남,강진군,인턴,2010,1
전남,강진군,인턴,2011,0
전남,강진군,인턴,2012,0
전남,강진군,인턴,2013,0
전남,강진군,인턴,2014,0
전남,강진군,인턴,2015,0
전남,강진군,인턴,2016,0
전남,강진군,인턴,2017,0
전남,강진군,인턴,2018,0
전남,강진군,인턴,2019,0
전남,강진군,인턴,2020,0
전남,강진군,인턴,2021,0
전남,강진군,인턴,2022,0
전남,강진군,인턴,2023,0
전남,강진군,인턴,2024,0
전남,강진군,인턴,2025,0
전남,강진군,일반의,2007,16
전남,강진군,일반의,2008,15
전남,강진군,일반의,2009,17
전남,강진군,일반의,2010,17
전남,강진군,일반의,2011,20
전남,강진군,일반의,2012,19
전남,강진군,일반의,2013,19
전남,강진군,일반의,2014,16
전남,강진군,일반의,2015,16
전남,강진군,일반의,2016,16
전남,강진군,일반의,2017,13
전남,강진군,일반의,2018,15
전남,강진군,일반의,2019,17
전남,강진군,일반의,2020,17
전남,강진군,일반의,2021,19
전남,강진군,일반의,2022,21
전남,강진군,일반의,2023,14
전남,강진군,일반의,2024,15
전남,강진군,일반의,2025,17
전남,강진군,전문의,2007,33
전남,강진군,전문의,2008,33
전남,강진군,전문의,2009,27
전남,강진군,전문의,2010,29
전남,강진군,전문의,2011,28
전남,강진군,전문의,2012,31
전남,강진군,전문의,2013,35
전남,강진군,전문의,2014,38
전남,강진군,전문의,2015,39
전남,강진군,전문의,2016,41
전남,강진군,전문의,2017,50
전남,강진군,전문의,2018,46
전남,강진군,전문의,2019,39
전남,강진군,전문의,2020,38
전남,강진군,전문의,2021,38
전남,강진군,전문의,2022,39
전남,강진군,전문의,2023,33
전남,강진군,전문의,2024,34
전남,강진군,전문의,2025,33
전남,고흥군,total,2007,89
전남,고흥군,total,2008,93
전남,고흥군,total,2009,95
전남,고흥군,total,2010,96
전남,고흥군,total,2011,97
전남,고흥군,total,2012,96
전남,고흥군,total,2013,90
전남,고흥군,total,2014,97
전남,고흥군,total,2015,98
전남,고흥군,total,2016,96
전남,고흥군,total,2017,98
전남,고흥군,total,2018,100
전남,고흥군,total,2019,93
전남,고흥군,total,2020,91
전남,고흥군,total,2021,91
전남,고흥군,total,2022,92
전남,고흥군,total,2023,80
전남,고흥군,total,2024,80
전남,고흥군,total,2025,78
전남,고흥군,레지던트,2007,0
전남,고흥군,레지던트,2008,0
전남,고흥군,레지던트,2009,0
전남,고흥군,레지던트,2010,0
전남,고흥군,레지던트,2011,0
전남,고흥군,레지던트,2012,0
전남,고흥군,레지던트,2013,0
전남,고흥군,레지던트,2014,0
전남,고흥군,레지던트,2015,0
전남,고흥군,레지던트,2016,0
전남,고흥군,레지던트,2017,0
전남,고흥군,레지던트,2018,0
전남,고흥군,레지던트,2019,0
전남,고흥군,레지던트,2020,0
전남,고흥군,레지던트,2021,0
전남,고흥군,레지던트,2022,0
전남,고흥군,레지던트,2023,0
전남,고흥군,레지던트,2024,0
전남,고흥군,레지던트,2025,0
전남,고흥군,인턴,2007,2
전남,고흥군,인턴,2008,1
전남,고흥군,인턴,2009,0
전남,고흥군,인턴,2010,0
전남,고흥군,인턴,2011,0
전남,고흥군,인턴,2012,0
전남,고흥군,인턴,2013,0
전남,고흥군,인턴,2014,0
전남,고흥군,인턴,2015,0
전남,고흥군,인턴,2016,0
전남,고흥군,인턴,2017,0
전남,고흥군,인턴,2018,0
전남,고흥군,인턴,2019,0
전남,고흥군,인턴,2020,1
전남,고흥군,인턴,2021,1
전남,고흥군,인턴,2022,0
전남,고흥군,인턴,2023,0
전남,고흥군,인턴,2024,0
전남,고흥군,인턴,2025,1
전남,고흥군,일반의,2007,24
전남,고흥군,일반의,2008,25
전남,고흥군,일반의,2009,24
전남,고흥군,일반의,2010,28
전남,고흥군,일반의,2011,27
전남,고흥군,일반의,2012,24
전남,고흥군,일반의,2013,21
전남,고흥군,일반의,2014,25
전남,고흥군,일반의,2015,25
전남,고흥군,일반의,2016,24
전남,고흥군,일반의,2017,25
전남,고흥군,일반의,2018,23
전남,고흥군,일반의,2019,24
전남,고흥군,일반의,2020,25
전남,고흥군,일반의,2021,26
전남,고흥군,일반의,2022,26
전남,고흥군,일반의,2023,17
전남,고흥군,일반의,2024,21
전남,고흥군,일반의,2025,19
전남,고흥군,전문의,2007,63
전남,고흥군,전문의,2008,67
전남,고흥군,전문의,2009,71
전남,고흥군,전문의,2010,68
전남,고흥군,전문의,2011,70
전남,고흥군,전문의,2012,72
전남,고흥군,전문의,2013,69
전남,고흥군,전문의,2014,72
전남,고흥군,전문의,2015,73
전남,고흥군,전문의,2016,72
전남,고흥군,전문의,2017,73
전남,고흥군,전문의,2018,77
전남,고흥군,전문의,2019,69
전남,고흥군,전문의,2020,65
전남,고흥군,전문의,2021,64
전남,고흥군,전문의,2022,66
전남,고흥군,전문의,2023,63
전남,고흥군,전문의,2024,59
전남,고흥군,전문의,2025,58
전남,곡성군,total,2007,38
전남,곡성군,total,2008,34
전남,곡성군,total,2009,34
전남,곡성군,total,2010,37
전남,곡성군,total,2011,39
전남,곡성군,total,2012,38
전남,곡성군,total,2013,37
전남,곡성군,total,2014,40
전남,곡성군,total,2015,38
전남,곡성군,total,2016,38
전남,곡성군,total,2017,39
전남,곡성군,total,2018,38
전남,곡성군,total,2019,38
전남,곡성군,total,2020,39
