region_sido,region_sigungu,doctor_level,year,doctor_no
강원,강릉시,total,2007,326
강원,강릉시,total,2008,330
강원,강릉시,total,2009,385
강원,강릉시,total,2010,399
강원,강릉시,total,2011,399
강원,강릉시,total,2012,395
강원,강릉시,total,2013,428
강원,강릉시,total,2014,430
강원,강릉시,total,2015,439
강원,강릉시,total,2016,455
강원,강릉시,total,2017,465
강원,강릉시,total,2018,475
강원,강릉시,total,2019,475
강원,강릉시,total,2020,475
강원,강릉시,total,2021,485
강원,강릉시,total,2022,495
강원,강릉시,total,2023,477
강원,강릉시,total,2024,488
강원,강릉시,total,2025,455
강원,강릉시,레지던트,2007,45
강원,강릉시,레지던트,2008,41
강원,강릉시,레지던트,2009,83
강원,강릉시,레지던트,2010,67
강원,강릉시,레지던트,2011,65
강원,강릉시,레지던트,2012,58
강원,강릉시,레지던트,2013,70
강원,강릉시,레지던트,2014,64
강원,강릉시,레지던트,2015,61
강원,강릉시,레지던트,2016,61
강원,강릉시,레지던트,2017,62
강원,강릉시,레지던트,2018,65
강원,강릉시,레지던트,2019,61
강원,강릉시,레지던트,2020,45
강원,강릉시,레지던트,2021,43
강원,강릉시,레지던트,2022,38
강원,강릉시,레지던트,2023,34
강원,강릉시,레지던트,2024,36
강원,강릉시,레지던트,2025,13
강원,강릉시,인턴,2007,0
강원,강릉시,인턴,2008,0
강원,강릉시,인턴,2009,0
강원,강릉시,인턴,2010,2
강원,강릉시,인턴,2011,0
강원,강릉시,인턴,2012,0
강원,강릉시,인턴,2013,0
강원,강릉시,인턴,2014,0
강원,강릉시,인턴,2015,0
강원,강릉시,인턴,2016,0
강원,강릉시,인턴,2017,0
강원,강릉시,인턴,2018,0
강원,강릉시,인턴,2019,0
강원,강릉시,인턴,2020,1
강원,강릉시,인턴,2021,0
강원,강릉시,인턴,2022,0
강원,강릉시,인턴,2023,0
강원,강릉시,인턴,2024,0
강원,강릉시,인턴,2025,0
강원,강릉시,일반의,2007,20
강원,강릉시,일반의,2008,19
강원,강릉시,일반의,2009,13
강원,강릉시,일반의,2010,25
강원,강릉시,일반의,2011,21
강원,강릉시,일반의,2012,19
강원,강릉시,일반의,2013,15
강원,강릉시,일반의,2014,20
강원,강릉시,일반의,2015,17
강원,강릉시,일반의,2016,18
강원,강릉시,일반의,2017,21
강원,강릉시,일반의,2018,18
강원,강릉시,일반의,2019,14
강원,강릉시,일반의,2020,16
강원,강릉시,일반의,2021,21
강원,강릉시,일반의,2022,27
강원,강릉시,일반의,2023,18
강원,강릉시,일반의,2024,19
강원,강릉시,일반의,2025,23
강원,강릉시,전문의,2007,261
강원,강릉시,전문의,2008,270
강원,강릉시,전문의,2009,289
강원,강릉시,전문의,2010,305
강원,강릉시,전문의,2011,313
강원,강릉시,전문의,2012,318
강원,강릉시,전문의,2013,343
강원,강릉시,전문의,2014,346
강원,강릉시,전문의,2015,361
강원,강릉시,전문의,2016,376
강원,강릉시,전문의,2017,382
강원,강릉시,전문의,2018,392
강원,강릉시,전문의,2019,400
강원,강릉시,전문의,2020,413
강원,강릉시,전문의,2021,421
강원,강릉시,전문의,2022,430
강원,강릉시,전문의,2023,425
강원,강릉시,전문의,2024,433
강원,강릉시,전문의,2025,419
강원,고성군,total,2007,14
강원,고성군,total,2008,14
강원,고성군,total,2009,14
강원,고성군,total,2010,14
강원,고성군,total,2011,13
강원,고성군,total,2012,13
강원,고성군,total,2013,11
강원,고성군,total,2014,13
강원,고성군,total,2015,14
강원,고성군,total,2016,12
강원,고성군,total,2017,12
강원,고성군,total,2018,13
강원,고성군,total,2019,11
강원,고성군,total,2020,12
강원,고성군,total,2021,12
강원,고성군,total,2022,11
강원,고성군,total,2023,8
강원,고성군,total,2024,9
강원,고성군,total,2025,8
강원,고성군,레지던트,2007,0
강원,고성군,레지던트,2008,0
강원,고성군,레지던트,2009,0
강원,고성군,레지던트,2010,0
강원,고성군,레지던트,2011,0
강원,고성군,레지던트,2012,0
강원,고성군,레지던트,2013,0
강원,고성군,레지던트,2014,0
강원,고성군,레지던트,2015,0
강원,고성군,레지던트,2016,0
강원,고성군,레지던트,2017,0
강원,고성군,레지던트,2018,0
강원,고성군,레지던트,2019,0
강원,고성군,레지던트,2020,0
강원,고성군,레지던트,2021,0
강원,고성군,레지던트,2022,0
강원,고성군,레지던트,2023,0
강원,고성군,레지던트,2024,0
강원,고성군,레지던트,2025,0
강원,고성군,인턴,2007,0
강원,고성군,인턴,2008,0
강원,고성군,인턴,2009,0
강원,고성군,인턴,2010,0
강원,고성군,인턴,2011,0
강원,고성군,인턴,2012,0
강원,고성군,인턴,2013,0
강원,고성군,인턴,2014,0
강원,고성군,인턴,2015,0
강원,고성군,인턴,2016,0
강원,고성군,인턴,2017,0
강원,고성군,인턴,2018,0
강원,고성군,인턴,2019,0
강원,고성군,인턴,2020,0
강원,고성군,인턴,2021,0
강원,고성군,인턴,2022,0
강원,고성군,인턴,2023,0
강원,고성군,인턴,2024,0
강원,고성군,인턴,2025,0
강원,고성군,일반의,2007,7
강원,고성군,일반의,2008,6
강원,고성군,일반의,2009,4
강원,고성군,일반의,2010,4
강원,고성군,일반의,2011,3
강원,고성군,일반의,2012,5
강원,고성군,일반의,2013,4
강원,고성군,일반의,2014,5
강원,고성군,일반의,2015,6
강원,고성군,일반의,2016,3
강원,고성군,일반의,2017,4
강원,고성군,일반의,2018,5
강원,고성군,일반의,2019,5
강원,고성군,일반의,2020,6
강원,고성군,일반의,2021,6
강원,고성군,일반의,2022,5
강원,고성군,일반의,2023,1
강원,고성군,일반의,2024,3
강원,고성군,일반의,2025,2
강원,고성군,전문의,2007,7
강원,고성군,전문의,2008,8
강원,고성군,전문의,2009,10
강원,고성군,전문의,2010,10
강원,고성군,전문의,2011,10
강원,고성군,전문의,2012,8
강원,고성군,전문의,2013,7
강원,고성군,전문의,2014,8
강원,고성군,전문의,2015,8
강원,고성군,전문의,2016,9
강원,고성군,전문의,2017,8
강원,고성군,전문의,2018,8
강원,고성군,전문의,2019,6
강원,고성군,전문의,2020,6
강원,고성군,전문의,2021,6
강원,고성군,전문의,2022,6
강원,고성군,전문의,2023,7
강원,고성군,전문의,2024,6
강원,고성군,전문의,2025,6
강원,동해시,total,2007,97
강원,동해시,total,2008,104
강원,동해시,total,2009,103
강원,동해시,total,2010,108
강원,동해시,total,2011,108
강원,동해시,total,2012,106
강원,동해시,total,2013,100
강원,동해시,total,2014,107
강원,동해시,total,2015,112
강원,동해시,total,2016,115
강원,동해시,total,2017,116
강원,동해시,total,2018,115
강원,동해시,total,2019,115
강원,동해시,total,2020,113
강원,동해시,total,2021,114
강원,동해시,total,2022,119
강원,동해시,total,2023,114
강원,동해시,total,2024,110
강원,동해시,total,2025,113
강원,동해시,레지던트,2007,0
강원,동해시,레지던트,2008,0
강원,동해시,레지던트,2009,0
강원,동해시,레지던트,2010,0
강원,동해시,레지던트,2011,0
강원,동해시,레지던트,2012,0
강원,동해시,레지던트,2013,0
강원,동해시,레지던트,2014,0
강원,동해시,레지던트,2015,0
강원,동해시,레지던트,2016,0
강원,동해시,레지던트,2017,0
강원,동해시,레지던트,2018,0
강원,동해시,레지던트,2019,0
강원,동해시,레지던트,2020,0
강원,동해시,레지던트,2021,0
강원,동해시,레지던트,2022,0
강원,동해시,레지던트,2023,0
강원,동해시,레지던트,2024,0
강원,동해시,레지던트,2025,0
강원,동해시,인턴,2007,0
강원,동해시,인턴,2008,0
강원,동해시,인턴,2009,0
강원,동해시,인턴,2010,0
강원,동해시,인턴,2011,0
강원,동해시,인턴,2012,0
강원,동해시,인턴,2013,0
강원,동해시,인턴,2014,0
강원,동해시,인턴,2015,0
강원,동해시,인턴,2016,0
강원,동해시,인턴,2017,0
강원,동해시,인턴,2018,0
강원,동해시,인턴,2019,0
강원,동해시,인턴,2020,0
강원,동해시,인턴,2021,0
강원,동해시,인턴,2022,0
강원,동해시,인턴,2023,0
강원,동해시,인턴,2024,0
강원,동해시,인턴,2025,0
강원,동해시,일반의,2007,11
강원,동해시,일반의,2008,9
강원,동해시,일반의,2009,12
강원,동해시,일반의,2010,14
강원,동해시,일반의,2011,14
강원,동해시,일반의,2012,13
강원,동해시,일반의,2013,13
강원,동해시,일반의,2014,12
강원,동해시,일반의,2015,13
강원,동해시,일반의,2016,13
강원,동해시,일반의,2017,13
강원,동해시,일반의,2018,10
강원,동해시,일반의,2019,11
강원,동해시,일반의,2020,10
강원,동해시,일반의,2021,8
강원,동해시,일반의,2022,8
강원,동해시,일반의,2023,8
강원,동해시,일반의,2024,9
강원,동해시,일반의,2025,15
강원,동해시,전문의,2007,86
강원,동해시,전문의,2008,95
강원,동해시,전문의,2009,91
강원,동해시,전문의,2010,94
강원,동해시,전문의,2011,94
강원,동해시,전문의,2012,93
강원,동해시,전문의,2013,87
강원,동해시,전문의,2014,95
강원,동해시,전문의,2015,99
강원,동해시,전문의,2016,102
강원,동해시,전문의,2017,103
강원,동해시,전문의,2018,105
강원,동해시,전문의,2019,104
강원,동해시,전문의,2020,103
강원,동해시,전문의,2021,106
강원,동해시,전문의,2022,111
강원,동해시,전문의,2023,106
강원,동해시,전문의,2024,101
강원,동해시,전문의,2025,98
강원,삼척시,total,2007,56
강원,삼척시,total,2008,54
강원,삼척시,total,2009,55
강원,삼척시,total,2010,58
강원,삼척시,total,2011,59
강원,삼척시,total,2012,65
강원,삼척시,total,2013,64
강원,삼척시,total,2014,66
강원,삼척시,total,2015,65
강원,삼척시,total,2016,67
강원,삼척시,total,2017,67
강원,삼척시,total,2018,67
강원,삼척시,total,2019,71
강원,삼척시,total,2020,67
강원,삼척시,total,2021,72
강원,삼척시,total,2022,72
강원,삼척시,total,2023,65
강원,삼척시,total,2024,64
강원,삼척시,total,2025,68
강원,삼척시,레지던트,2007,0
강원,삼척시,레지던트,2008,0
강원,삼척시,레지던트,2009,0
강원,삼척시,레지던트,2010,0
강원,삼척시,레지던트,2011,0
강원,삼척시,레지던트,2012,0
강원,삼척시,레지던트,2013,0
강원,삼척시,레지던트,2014,0
강원,삼척시,레지던트,2015,0
강원,삼척시,레지던트,2016,0
강원,삼척시,레지던트,2017,0
강원,삼척시,레지던트,2018,0
강원,삼척시,레지던트,2019,0
강원,삼척시,레지던트,2020,0
강원,삼척시,레지던트,2021,0
강원,삼척시,레지던트,2022,0
강원,삼척시,레지던트,2023,0
강원,삼척시,레지던트,2024,0
강원,삼척시,레지던트,2025,0
강원,삼척시,인턴,2007,0
강원,삼척시,인턴,2008,0
강원,삼척시,인턴,2009,0
강원,삼척시,인턴,2010,0
강원,삼척시,인턴,2011,0
강원,삼척시,인턴,2012,0
강원,삼척시,인턴,2013,0
강원,삼척시,인턴,2014,0
강원,삼척시,인턴,2015,0
강원,삼척시,인턴,2016,0
강원,삼척시,인턴,2017,0
강원,삼척시,인턴,2018,0
강원,삼척시,인턴,2019,0
강원,삼척시,인턴,2020,1
강원,삼척시,인턴,2021,0
강원,삼척시,인턴,2022,0
강원,삼척시,인턴,2023,0
강원,삼척시,인턴,2024,0
강원,삼척시,인턴,2025,0
강원,삼척시,일반의,2007,13
강원,삼척시,일반의,2008,16
강원,삼척시,일반의,2009,18
강원,삼척시,일반의,2010,16
강원,삼척시,일반의,2011,15
강원,삼척시,일반의,2012,12
강원,삼척시,일반의,2013,13
강원,삼척시,일반의,2014,13
강원,삼척시,일반의,2015,13
강원,삼척시,일반의,2016,14
강원,삼척시,일반의,2017,14
강원,삼척시,일반의,2018,15
강원,삼척시,일반의,2019,17
강원,삼척시,일반의,2020,12
강원,삼척시,일반의,2021,15
강원,삼척시,일반의,2022,15
강원,삼척시,일반의,2023,11
강원,삼척시,일반의,2024,9
강원,삼척시,일반의,2025,13
강원,삼척시,전문의,2007,43
강원,삼척시,전문의,2008,38
강원,삼척시,전문의,2009,37
강원,삼척시,전문의,2010,42
강원,삼척시,전문의,2011,44
강원,삼척시,전문의,2012,53
강원,삼척시,전문의,2013,51
강원,삼척시,전문의,2014,53
강원,삼척시,전문의,2015,52
강원,삼척시,전문의,2016,53
강원,삼척시,전문의,2017,53
강원,삼척시,전문의,2018,52
강원,삼척시,전문의,2019,54
강원,삼척시,전문의,2020,54
강원,삼척시,전문의,2021,57
강원,삼척시,전문의,2022,57
강원,삼척시,전문의,2023,54
강원,삼척시,전문의,2024,55
강원,삼척시,전문의,2025,55
강원,속초시,total,2007,86
강원,속초시,total,2008,85
강원,속초시,total,2009,86
강원,속초시,total,2010,92
강원,속초시,total,2011,106
강원,속초시,total,2012,110
강원,속초시,total,2013,117
강원,속초시,total,2014,108
강원,속초시,total,2015,114
강원,속초시,total,2016,106
강원,속초시,total,2017,110
강원,속초시,total,2018,115
강원,속초시,total,2019,114
강원,속초시,total,2020,121
강원,속초시,total,2021,122
강원,속초시,total,2022,120
강원,속초시,total,2023,115
강원,속초시,total,2024,116
강원,속초시,total,2025,118
강원,속초시,레지던트,2007,0
강원,속초시,레지던트,2008,0
강원,속초시,레지던트,2009,0
강원,속초시,레지던트,2010,0
강원,속초시,레지던트,2011,0
강원,속초시,레지던트,2012,0
강원,속초시,레지던트,2013,0
강원,속초시,레지던트,2014,0
강원,속초시,레지던트,2015,0
강원,속초시,레지던트,2016,0
강원,속초시,레지던트,2017,0
강원,속초시,레지던트,2018,0
강원,속초시,레지던트,2019,0
강원,속초시,레지던트,2020,0
강원,속초시,레지던트,2021,0
강원,속초시,레지던트,2022,0
강원,속초시,레지던트,2023,0
강원,속초시,레지던트,2024,0
강원,속초시,레지던트,2025,0
강원,속초시,인턴,2007,0
강원,속초시,인턴,2008,0
강원,속초시,인턴,2009,0
강원,속초시,인턴,2010,0
강원,속초시,인턴,2011,0
강원,속초시,인턴,2012,0
강원,속초시,인턴,2013,0
강원,속초시,인턴,2014,0
강원,속초시,인턴,2015,0
강원,속초시,인턴,2016,0
강원,속초시,인턴,2017,0
강원,속초시,인턴,2018,0
강원,속초시,인턴,2019,0
강원,속초시,인턴,2020,0
강원,속초시,인턴,2021,0
강원,속초시,인턴,2022,0
강원,속초시,인턴,2023,0
강원,속초시,인턴,2024,0
강원,속초시,인턴,2025,0
강원,속초시,일반의,2007,11
강원,속초시,일반의,2008,13
강원,속초시,일반의,2009,11
강원,속초시,일반의,2010,12
강원,속초시,일반의,2011,10
강원,속초시,일반의,2012,10
강원,속초시,일반의,2013,12
강원,속초시,일반의,2014,11
강원,속초시,일반의,2015,10
강원,속초시,일반의,2016,10
강원,속초시,일반의,2017,9
강원,속초시,일반의,2018,11
강원,속초시,일반의,2019,12
강원,속초시,일반의,2020,14
강원,속초시,일반의,2021,9
강원,속초시,일반의,2022,6
강원,속초시,일반의,2023,8
강원,속초시,일반의,2024,6
강원,속초시,일반의,2025,12
강원,속초시,전문의,2007,75
강원,속초시,전문의,2008,72
강원,속초시,전문의,2009,75
강원,속초시,전문의,2010,80
강원,속초시,전문의,2011,96
강원,속초시,전문의,2012,100
강원,속초시,전문의,2013,105
강원,속초시,전문의,2014,97
강원,속초시,전문의,2015,104
강원,속초시,전문의,2016,96
강원,속초시,전문의,2017,101
강원,속초시,전문의,2018,104
강원,속초시,전문의,2019,102
강원,속초시,전문의,2020,107
강원,속초시,전문의,2021,113
강원,속초시,전문의,2022,114
강원,속초시,전문의,2023,107
강원,속초시,전문의,2024,110
강원,속초시,전문의,2025,106
강원,양구군,total,2007,16
강원,양구군,total,2008,14
강원,양구군,total,2009,17
강원,양구군,total,2010,24
강원,양구군,total,2011,22
강원,양구군,total,2012,21
강원,양구군,total,2013,24
강원,양구군,total,2014,27
강원,양구군,total,2015,28
강원,양구군,total,2016,24
강원,양구군,total,2017,25
강원,양구군,total,2018,20
강원,양구군,total,2019,23
강원,양구군,total,2020,26
강원,양구군,total,2021,22
강원,양구군,total,2022,21
강원,양구군,total,2023,19
강원,양구군,total,2024,17
강원,양구군,total,2025,36
강원,양구군,레지던트,2007,0
강원,양구군,레지던트,2008,0
강원,양구군,레지던트,2009,0
강원,양구군,레지던트,2010,0
강원,양구군,레지던트,2011,0
강원,양구군,레지던트,2012,0
강원,양구군,레지던트,2013,0
강원,양구군,레지던트,2014,0
강원,양구군,레지던트,2015,0
강원,양구군,레지던트,2016,0
강원,양구군,레지던트,2017,0
강원,양구군,레지던트,2018,0
강원,양구군,레지던트,2019,0
강원,양구군,레지던트,2020,0
강원,양구군,레지던트,2021,0
강원,양구군,레지던트,2022,0
강원,양구군,레지던트,2023,0
강원,양구군,레지던트,2024,0
강원,양구군,레지던트,2025,0
강원,양구군,인턴,2007,0
강원,양구군,인턴,2008,0
강원,양구군,인턴,2009,0
강원,양구군,인턴,2010,0
강원,양구군,인턴,2011,0
강원,양구군,인턴,2012,0
강원,양구군,인턴,2013,0
강원,양구군,인턴,2014,0
강원,양구군,인턴,2015,0
강원,양구군,인턴,2016,0
강원,양구군,인턴,2017,0
강원,양구군,인턴,2018,0
강원,양구군,인턴,2019,0
강원,양구군,인턴,2020,0
강원,양구군,인턴,2021,0
강원,양구군,인턴,2022,0
강원,양구군,인턴,2023,0
강원,양구군,인턴,2024,0
강원,양구군,인턴,2025,0
강원,양구군,일반의,2007,4
강원,양구군,일반의,2008,5
강원,양구군,일반의,2009,3
강원,양구군,일반의,2010,6
강원,양구군,일반의,2011,4
강원,양구군,일반의,2012,5
강원,양구군,일반의,2013,5
강원,양구군,일반의,2014,5
강원,양구군,일반의,2015,4
강원,양구군,일반의,2016,5
강원,양구군,일반의,2017,5
강원,양구군,일반의,2018,7
강원,양구군,일반의,2019,7
강원,양구군,일반의,2020,6
강원,양구군,일반의,2021,7
강원,양구군,일반의,2022,8
강원,양구군,일반의,2023,8
강원,양구군,일반의,2024,7
강원,양구군,일반의,2025,11
강원,양구군,전문의,2007,12
강원,양구군,전문의,2008,9
강원,양구군,전문의,2009,14
강원,양구군,전문의,2010,18
강원,양구군,전문의,2011,18
강원,양구군,전문의,2012,16
강원,양구군,전문의,2013,19
강원,양구군,전문의,2014,22
강원,양구군,전문의,2015,24
강원,양구군,전문의,2016,19
강원,양구군,전문의,2017,20
강원,양구군,전문의,2018,13
강원,양구군,전문의,2019,16
강원,양구군,전문의,2020,20
강원,양구군,전문의,2021,15
강원,양구군,전문의,2022,13
강원,양구군,전문의,2023,11
강원,양구군,전문의,2024,10
강원,양구군,전문의,2025,25
강원,양양군,total,2007,12
강원,양양군,total,2008,13
강원,양양군,total,2009,13
강원,양양군,total,2010,13
강원,양양군,total,2011,12
강원,양양군,total,2012,13
강원,양양군,total,2013,13
강원,양양군,total,2014,14
강원,양양군,total,2015,13
강원,양양군,total,2016,13
강원,양양군,total,2017,13
강원,양양군,total,2018,13
강원,양양군,total,2019,13
강원,양양군,total,2020,13
강원,양양군,total,2021,13
강원,양양군,total,2022,14
강원,양양군,total,2023,7
강원,양양군,total,2024,11
강원,양양군,total,2025,10
강원,양양군,레지던트,2007,0
강원,양양군,레지던트,2008,0
강원,양양군,레지던트,2009,0
강원,양양군,레지던트,2010,0
강원,양양군,레지던트,2011,0
강원,양양군,레지던트,2012,0
강원,양양군,레지던트,2013,0
강원,양양군,레지던트,2014,0
강원,양양군,레지던트,2015,0
강원,양양군,레지던트,2016,0
강원,양양군,레지던트,2017,0
강원,양양군,레지던트,2018,0
강원,양양군,레지던트,2019,0
강원,양양군,레지던트,2020,0
강원,양양군,레지던트,2021,0
강원,양양군,레지던트,2022,0
강원,양양군,레지던트,2023,0
강원,양양군,레지던트,2024,0
강원,양양군,레지던트,2025,0
강원,양양군,인턴,2007,0
강원,양양군,인턴,2008,0
강원,양양군,인턴,2009,0
강원,양양군,인턴,2010,0
강원,양양군,인턴,2011,0
강원,양양군,인턴,2012,0
강원,양양군,인턴,2013,0
강원,양양군,인턴,2014,0
강원,양양군,인턴,2015,0
강원,양양군,인턴,2016,0
강원,양양군,인턴,2017,0
강원,양양군,인턴,2018,0
강원,양양군,인턴,2019,0
강원,양양군,인턴,2020,0
강원,양양군,인턴,2021,0
강원,양양군,인턴,2022,0
강원,양양군,인턴,2023,0
강원,양양군,인턴,2024,0
강원,양양군,인턴,2025,0
강원,양양군,일반의,2007,7
강원,양양군,일반의,2008,7
강원,양양군,일반의,2009,10
강원,양양군,일반의,2010,10
강원,양양군,일반의,2011,8
강원,양양군,일반의,2012,8
강원,양양군,일반의,2013,8
강원,양양군,일반의,2014,8
강원,양양군,일반의,2015,6
강원,양양군,일반의,2016,6
강원,양양군,일반의,2017,6
강원,양양군,일반의,2018,6
강원,양양군,일반의,2019,8
강원,양양군,일반의,2020,9
강원,양양군,일반의,2021,9
강원,양양군,일반의,2022,7
강원,양양군,일반의,2023,3
강원,양양군,일반의,2024,5
강원,양양군,일반의,2025,5
강원,양양군,전문의,2007,5
강원,양양군,전문의,2008,6
강원,양양군,전문의,2009,3
강원,양양군,전문의,2010,3
강원,양양군,전문의,2011,4
강원,양양군,전문의,2012,5
강원,양양군,전문의,2013,5
강원,양양군,전문의,2014,6
강원,양양군,전문의,2015,7
강원,양양군,전문의,2016,7
강원,양양군,전문의,2017,7
강원,양양군,전문의,2018,7
강원,양양군,전문의,2019,5
강원,양양군,전문의,2020,4
강원,양양군,전문의,2021,4
강원,양양군,전문의,2022,7
강원,양양군,전문의,2023,4
강원,양양군,전문의,2024,6
강원,양양군,전문의,2025,5
강원,영월군,total,2007,38
강원,영월군,total,2008,42
강원,영월군,total,2009,47
강원,영월군,total,2010,48
강원,영월군,total,2011,46
강원,영월군,total,2012,41
강원,영월군,total,2013,42
강원,영월군,total,2014,44
강원,영월군,total,2015,42
강원,영월군,total,2016,41
강원,영월군,total,2017,41
강원,영월군,total,2018,42
강원,영월군,total,2019,41
강원,영월군,total,2020,42
강원,영월군,total,2021,41
강원,영월군,total,2022,41
강원,영월군,total,2023,37
강원,영월군,total,2024,41
강원,영월군,total,2025,39
강원,영월군,레지던트,2007,0
강원,영월군,레지던트,2008,0
강원,영월군,레지던트,2009,0
강원,영월군,레지던트,2010,0
강원,영월군,레지던트,2011,0
강원,영월군,레지던트,2012,0
강원,영월군,레지던트,2013,0
강원,영월군,레지던트,2014,0
강원,영월군,레지던트,2015,0
강원,영월군,레지던트,2016,0
강원,영월군,레지던트,2017,0
강원,영월군,레지던트,2018,0
강원,영월군,레지던트,2019,0
강원,영월군,레지던트,2020,0
강원,영월군,레지던트,2021,0
강원,영월군,레지던트,2022,0
강원,영월군,레지던트,2023,0
강원,영월군,레지던트,2024,0
강원,영월군,레지던트,2025,0
강원,영월군,인턴,2007,0
강원,영월군,인턴,2008,0
강원,영월군,인턴,2009,0
강원,영월군,인턴,2010,0
강원,영월군,인턴,2011,0
강원,영월군,인턴,2012,0
강원,영월군,인턴,2013,0
강원,영월군,인턴,2014,0
강원,영월군,인턴,2015,0
강원,영월군,인턴,2016,0
강원,영월군,인턴,2017,0
강원,영월군,인턴,2018,0
강원,영월군,인턴,2019,0
강원,영월군,인턴,2020,1
강원,영월군,인턴,2021,1
강원,영월군,인턴,2022,1
강원,영월군,인턴,2023,1
강원,영월군,인턴,2024,0
강원,영월군,인턴,2025,0
강원,영월군,일반의,2007,7
강원,영월군,일반의,2008,6
강원,영월군,일반의,2009,9
강원,영월군,일반의,2010,12
강원,영월군,일반의,2011,9
강원,영월군,일반의,2012,8
강원,영월군,일반의,2013,7
강원,영월군,일반의,2014,8
강원,영월군,일반의,2015,6
강원,영월군,일반의,2016,7
강원,영월군,일반의,2017,7
강원,영월군,일반의,2018,7
강원,영월군,일반의,2019,10
강원,영월군,일반의,2020,9
강원,영월군,일반의,2021,11
강원,영월군,일반의,2022,9
강원,영월군,일반의,2023,6
강원,영월군,일반의,2024,6
강원,영월군,일반의,2025,3
강원,영월군,전문의,2007,31
강원,영월군,전문의,2008,36
강원,영월군,전문의,2009,38
강원,영월군,전문의,2010,36
강원,영월군,전문의,2011,37
강원,영월군,전문의,2012,33
강원,영월군,전문의,2013,35
강원,영월군,전문의,2014,36
강원,영월군,전문의,2015,36
강원,영월군,전문의,2016,34
강원,영월군,전문의,2017,34
강원,영월군,전문의,2018,35
강원,영월군,전문의,2019,31
강원,영월군,전문의,2020,32
강원,영월군,전문의,2021,29
강원,영월군,전문의,2022,31
강원,영월군,전문의,2023,30
강원,영월군,전문의,2024,35
강원,영월군,전문의,2025,36
강원,원주시,total,2007,574
강원,원주시,total,2008,609
강원,원주시,total,2009,598
강원,원주시,total,2010,627
강원,원주시,total,2011,644
강원,원주시,total,2012,660
강원,원주시,total,2013,673
강원,원주시,total,2014,699
강원,원주시,total,2015,718
강원,원주시,total,2016,718
강원,원주시,total,2017,739
강원,원주시,total,2018,755
강원,원주시,total,2019,778
강원,원주시,total,2020,784
강원,원주시,total,2021,812
강원,원주시,total,2022,824
강원,원주시,total,2023,827
강원,원주시,total,2024,796
강원,원주시,total,2025,734
강원,원주시,레지던트,2007,143
강원,원주시,레지던트,2008,149
강원,원주시,레지던트,2009,150
강원,원주시,레지던트,2010,136
강원,원주시,레지던트,2011,134
강원,원주시,레지던트,2012,142
강원,원주시,레지던트,2013,137
강원,원주시,레지던트,2014,139
강원,원주시,레지던트,2015,144
강원,원주시,레지던트,2016,137
강원,원주시,레지던트,2017,108
강원,원주시,레지던트,2018,106
강원,원주시,레지던트,2019,107
강원,원주시,레지던트,2020,128
강원,원주시,레지던트,2021,95
강원,원주시,레지던트,2022,112
강원,원주시,레지던트,2023,111
강원,원주시,레지던트,2024,82
강원,원주시,레지던트,2025,13
강원,원주시,인턴,2007,37
강원,원주시,인턴,2008,52
강원,원주시,인턴,2009,16
강원,원주시,인턴,2010,35
강원,원주시,인턴,2011,36
강원,원주시,인턴,2012,31
강원,원주시,인턴,2013,31
강원,원주시,인턴,2014,39
강원,원주시,인턴,2015,30
강원,원주시,인턴,2016,38
강원,원주시,인턴,2017,66
강원,원주시,인턴,2018,59
강원,원주시,인턴,2019,65
강원,원주시,인턴,2020,36
강원,원주시,인턴,2021,64
강원,원주시,인턴,2022,34
강원,원주시,인턴,2023,39
강원,원주시,인턴,2024,34
강원,원주시,인턴,2025,5
강원,원주시,일반의,2007,45
강원,원주시,일반의,2008,44
강원,원주시,일반의,2009,43
강원,원주시,일반의,2010,47
강원,원주시,일반의,2011,48
강원,원주시,일반의,2012,42
강원,원주시,일반의,2013,37
강원,원주시,일반의,2014,35
강원,원주시,일반의,2015,42
강원,원주시,일반의,2016,40
강원,원주시,일반의,2017,47
강원,원주시,일반의,2018,45
강원,원주시,일반의,2019,44
강원,원주시,일반의,2020,43
강원,원주시,일반의,2021,46
강원,원주시,일반의,2022,49
강원,원주시,일반의,2023,38
강원,원주시,일반의,2024,44
강원,원주시,일반의,2025,84
강원,원주시,전문의,2007,349
강원,원주시,전문의,2008,364
강원,원주시,전문의,2009,389
강원,원주시,전문의,2010,409
강원,원주시,전문의,2011,426
강원,원주시,전문의,2012,445
강원,원주시,전문의,2013,468
강원,원주시,전문의,2014,486
강원,원주시,전문의,2015,502
강원,원주시,전문의,2016,503
강원,원주시,전문의,2017,518
강원,원주시,전문의,2018,545
강원,원주시,전문의,2019,562
강원,원주시,전문의,2020,577
강원,원주시,전문의,2021,607
강원,원주시,전문의,2022,629
강원,원주시,전문의,2023,639
강원,원주시,전문의,2024,636
강원,원주시,전문의,2025,632
강원,인제군,total,2007,22
강원,인제군,total,2008,23
강원,인제군,total,2009,24
강원,인제군,total,2010,25
강원,인제군,total,2011,24
강원,인제군,total,2012,24
강원,인제군,total,2013,24
강원,인제군,total,2014,24
강원,인제군,total,2015,25
강원,인제군,total,2016,24
강원,인제군,total,2017,21
강원,인제군,total,2018,23
강원,인제군,total,2019,22
강원,인제군,total,2020,21
강원,인제군,total,2021,18
강원,인제군,total,2022,19
강원,인제군,total,2023,17
강원,인제군,total,2024,15
강원,인제군,total,2025,21
