region_sido,region_sigungu,lon_epsg_4326,lat_epsg_4326
대구,달성군,128.49828301246737,35.75956365203297
대구,동구,128.68561807538865,35.934458851064306
대구,북구,128.5773303892635,35.92880870159072
대구,서구,128.54964424167932,35.875106750859345
대구,수성구,128.66122410352853,35.83378402041348
대구,중구,128.59354562001178,35.86649270709993
대전,대덕구,127.44013396169254,36.412259039173776
대전,동구,127.4750327978595,36.32391180220117
대전,서구,127.3451571316681,36.28029292034834
대전,유성구,127.33323224273563,36.376765517051545
대전,중구,127.41110150706028,36.28080112418286
부산,강서구,128.89097815672832,35.13646219648352
부산,금정구,129.09153437078498,35.258887516123934
부산,기장군,129.20110728832498,35.297825457452745
부산,남구,129.0943836344257,35.12538242997172
부산,동구,129.04482605177387,35.12823819099939
부산,동래구,129.07916893082609,35.206211783761674
부산,부산진구,129.04303160626856,35.16529277184473
부산,북구,129.0234575199942,35.22928310790959
부산,사상구,128.98658716271382,35.15803232060727
부산,사하구,128.97041734701213,35.08593884318366
부산,서구,129.01495101738053,35.102682513014415
부산,수영구,129.11134966692694,35.16123241149849
부산,연제구,129.08298251275733,35.182389495946474
부산,영도구,129.06493074553126,35.07864581114839
부산,중구,129.03207115503812,35.10535909325841
부산,해운대구,129.15366435996424,35.193621668141496
서울,강남구,127.06298158019553,37.49665823808445
서울,강동구,127.14701213288426,37.550450312748005
서울,강북구,127.01119775462696,37.64346400728515
서울,강서구,126.82281425430887,37.56123433417243
서울,관악구,126.94533443456658,37.4673876540664
서울,광진구,127.0857443291013,37.54671747686967
서울,구로구,126.85631836012496,37.49440579531009
서울,금천구,126.90082565681594,37.460571859042034
서울,노원구,127.07504994460902,37.652506587398165
서울,도봉구,127.03237795134329,37.66910266946381
서울,동대문구,127.05487394648482,37.58200942794794
서울,동작구,126.95166870129658,37.498886425911664
서울,마포구,126.90826451787972,37.55931749796766
서울,서대문구,126.93906439440576,37.577789541020366
서울,서초구,127.03124786932379,37.473293776645704
서울,성동구,127.04105171689068,37.55102731748985
서울,성북구,127.01751567912757,37.60570250821068
서울,송파구,127.11529551425897,37.505614876250256
서울,양천구,126.85536941726662,37.52474022299258
서울,영등포구,126.91018183970043,37.52231194855649
서울,용산구,126.97991083570406,37.53136425812017
서울,은평구,126.92702215319134,37.61920935145105
서울,종로구,126.97732477368831,37.59491535122626
서울,중구,126.99591543369944,37.56013065521137
서울,중랑구,127.09288448363922,37.59781724062571
울산,남구,129.32989308875977,35.51478156817638
울산,동구,129.42627263715784,35.52527265408766
울산,북구,129.38002786990432,35.61002655739428
울산,울주군,129.18780015321232,35.54595227982258
울산,중구,129.30824543789254,35.571055485982626
인천,강화군,126.40228392009057,37.71249689298052
인천,계양구,126.73469701056749,37.55729673459202
인천,남구,126.66456469049714,37.45260880576739
인천,남동구,126.72645723662028,37.430911396970174
인천,동구,126.6393804229177,37.48327475655137
인천,부평구,126.72120915325877,37.49664041082308
인천,서구,126.65181602109338,37.559654243717276
인천,연수구,126.64879174373138,37.391536394098104
인천,옹진군,125.67594154337057,37.52316525046518
인천,중구,126.48402444386076,37.470532066226866
전남,강진군,126.77219738608927,34.62011380993038
전남,고흥군,127.31473569308585,34.59811544903762
전남,곡성군,127.26358188385761,35.21661352314743
전남,광양시,127.65605636632412,35.018907809046276
전남,구례군,127.50311922176905,35.23676617780859
전남,나주시,126.72041025029512,34.988589044358555
전남,담양군,126.99529096913032,35.291494670542356
전남,목포시,126.39015363513845,34.80258745170976
