year,source_file,sheet_name,line,direction,train_no,train_type,station_name,station_order,time_minutes,service_note
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,101,,서울역,2,325,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,101,,광명역,3,341,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,101,,천안아산역,4,364,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,101,,대전역,5,388,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,101,,동대구역,6,438,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,101,,밀양역,7,471,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,101,,구포역,8,496,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,101,,부산역,9,508,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,105,,서울역,2,350,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,105,,광명역,3,366,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,105,,천안아산역,4,390,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,105,,대전역,5,415,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,105,,동대구역,6,465,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,105,,밀양역,7,498,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,105,,구포역,8,523,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,105,,부산역,9,535,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,107,,서울역,2,420,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,107,,대전역,5,474,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,107,,동대구역,6,523,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,107,,부산역,9,586,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,109,,서울역,2,425,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,109,,광명역,3,441,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,109,,천안아산역,4,464,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,109,,대전역,5,489,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,109,,동대구역,6,539,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,109,,부산역,9,603,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,111,,서울역,2,445,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,111,,천안아산역,4,481,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,111,,대전역,5,505,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,111,,동대구역,6,557,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,111,,밀양역,7,589,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,111,,구포역,8,614,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,111,,부산역,9,627,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,113,,행신역,1,450,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,113,,서울역,2,475,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,113,,천안아산역,4,511,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,113,,대전역,5,536,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,113,,동대구역,6,586,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,113,,부산역,9,649,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,115,,서울역,2,500,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,115,,광명역,3,516,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,115,,대전역,5,559,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,115,,동대구역,6,609,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,115,,구포역,8,664,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,115,,부산역,9,676,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,117,,서울역,2,515,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,117,,광명역,3,531,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,117,,천안아산역,4,554,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,117,,대전역,5,579,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,117,,동대구역,6,630,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,117,,부산역,9,692,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,119,,행신역,1,510,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,119,,서울역,2,540,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,119,,대전역,5,595,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,119,,동대구역,6,645,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,119,,밀양역,7,676,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,119,,부산역,9,709,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,121,,서울역,2,580,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,121,,천안아산역,4,616,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,121,,대전역,5,642,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,121,,동대구역,6,691,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,121,,밀양역,7,724,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,121,,구포역,8,749,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,121,,부산역,9,761,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,125,,서울역,2,600,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,125,,광명역,3,616,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,125,,대전역,5,657,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,125,,동대구역,6,708,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,125,,부산역,9,771,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,127,,서울역,2,610,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,127,,천안아산역,4,646,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,127,,대전역,5,669,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,127,,동대구역,6,719,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,127,,구포역,8,774,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,127,,부산역,9,787,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,129,,서울역,2,630,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,129,,광명역,3,646,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,129,,대전역,5,688,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,129,,동대구역,6,738,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,129,,밀양역,7,770,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,129,,부산역,9,804,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,133,,서울역,2,660,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,133,,광명역,3,676,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,133,,대전역,5,718,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,133,,동대구역,6,768,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,133,,구포역,8,822,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,133,,부산역,9,834,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,135,,서울역,2,700,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,135,,광명역,3,716,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,135,,대전역,5,758,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,135,,동대구역,6,809,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,135,,부산역,9,871,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,137,,서울역,2,720,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,137,,광명역,3,737,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,137,,천안아산역,4,761,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,137,,대전역,5,785,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,137,,동대구역,6,834,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,137,,밀양역,7,867,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,137,,구포역,8,892,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,137,,부산역,9,904,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,139,,서울역,2,780,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,139,,광명역,3,796,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,139,,대전역,5,841,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,139,,동대구역,6,890,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,139,,밀양역,7,923,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,139,,구포역,8,948,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,139,,부산역,9,960,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,141,,서울역,2,800,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,141,,대전역,5,854,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,141,,동대구역,6,903,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,141,,부산역,9,966,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,143,,서울역,2,840,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,143,,광명역,3,856,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,143,,대전역,5,898,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,143,,동대구역,6,948,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,143,,밀양역,7,980,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,143,,부산역,9,1015,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,145,,서울역,2,855,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,145,,천안아산역,4,895,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,145,,대전역,5,919,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,145,,동대구역,6,969,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,145,,구포역,8,1023,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,145,,부산역,9,1035,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,147,,서울역,2,870,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,147,,광명역,3,886,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,147,,대전역,5,929,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,147,,동대구역,6,980,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,147,,구포역,8,1036,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,147,,부산역,9,1048,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,149,,서울역,2,900,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,149,,대전역,5,951,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,149,,동대구역,6,999,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,149,,부산역,9,1060,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,151,,서울역,2,930,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,151,,대전역,5,984,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,151,,동대구역,6,1033,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,151,,부산역,9,1096,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,153,,서울역,2,945,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,153,,광명역,3,961,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,153,,대전역,5,1003,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,153,,동대구역,6,1053,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,153,,구포역,8,1107,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,153,,부산역,9,1119,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,155,,행신역,1,930,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,155,,서울역,2,960,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,155,,천안아산역,4,996,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,155,,대전역,5,1021,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,155,,동대구역,6,1071,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,155,,부산역,9,1135,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,157,,서울역,2,980,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,157,,광명역,3,996,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,157,,대전역,5,1038,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,157,,동대구역,6,1088,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,157,,밀양역,7,1120,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,157,,부산역,9,1154,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,159,,서울역,2,990,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,159,,천안아산역,4,1026,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,159,,대전역,5,1051,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,159,,동대구역,6,1101,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,159,,구포역,8,1154,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,159,,부산역,9,1166,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,163,,서울역,2,1020,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,163,,광명역,3,1036,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,163,,대전역,5,1080,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,163,,동대구역,6,1131,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,163,,부산역,9,1194,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,165,,서울역,2,1035,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,165,,대전역,5,1088,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,165,,동대구역,6,1138,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,165,,밀양역,7,1169,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,165,,구포역,8,1193,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,165,,부산역,9,1206,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,167,,서울역,2,1065,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,167,,천안아산역,4,1100,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,167,,대전역,5,1124,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,167,,동대구역,6,1174,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,167,,구포역,8,1228,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,167,,부산역,9,1240,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,171,,서울역,2,1080,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,171,,대전역,5,1133,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,171,,동대구역,6,1183,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,171,,부산역,9,1245,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,173,,서울역,2,1110,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,173,,광명역,3,1126,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,173,,천안아산역,4,1149,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,173,,대전역,5,1174,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,173,,동대구역,6,1224,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,173,,밀양역,7,1256,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,173,,구포역,8,1281,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,173,,부산역,9,1293,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,175,,서울역,2,1140,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,175,,광명역,3,1156,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,175,,대전역,5,1198,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,175,,동대구역,6,1248,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,175,,구포역,8,1302,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,175,,부산역,9,1316,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,177,,서울역,2,1170,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,177,,광명역,3,1186,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,177,,천안아산역,4,1209,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,177,,대전역,5,1234,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,177,,동대구역,6,1284,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,177,,밀양역,7,1316,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,177,,부산역,9,1350,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,179,,서울역,2,1205,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,179,,대전역,5,1259,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,179,,동대구역,6,1308,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,179,,부산역,9,1371,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,181,,서울역,2,1215,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,181,,광명역,3,1231,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,181,,천안아산역,4,1255,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,181,,대전역,5,1280,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,181,,동대구역,6,1330,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,181,,밀양역,7,1361,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,181,,구포역,8,1387,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,181,,부산역,9,1399,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,183,,행신역,1,1230,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,183,,서울역,2,1260,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,183,,천안아산역,4,1295,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,183,,대전역,5,1319,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,183,,동대구역,6,1369,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,183,,부산역,9,1432,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,185,,서울역,2,1310,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,185,,광명역,3,1327,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,185,,대전역,5,1370,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,185,,동대구역,6,1420,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,185,,밀양역,7,1452,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,185,,구포역,8,1477,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,185,,부산역,9,1489,
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,253,,서울역,2,465,토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,253,,광명역,3,481,토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,253,,대전역,5,523,토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,253,,동대구역,6,573,토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,253,,구포역,8,629,토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,253,,부산역,9,641,토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,255,,서울역,2,570,토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,255,,광명역,3,587,토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,255,,대전역,5,630,토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,255,,동대구역,6,680,토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,255,,부산역,9,742,토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,257,,서울역,2,645,토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,257,,대전역,5,698,토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,257,,동대구역,6,748,토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,257,,부산역,9,812,토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,259,,서울역,2,685,토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,259,,광명역,3,701,토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,259,,대전역,5,744,토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,259,,동대구역,6,794,토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,259,,부산역,9,857,토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,261,,서울역,2,820,금토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,261,,천안아산역,4,856,금토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,261,,대전역,5,880,금토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,261,,동대구역,6,930,금토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,261,,부산역,9,993,금토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,263,,서울역,2,1010,금토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,263,,대전역,5,1064,금토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,263,,동대구역,6,1113,금토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,263,,부산역,9,1176,금토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,265,,서울역,2,1240,목금토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,265,,광명역,3,1256,목금토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,265,,대전역,5,1300,목금토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,265,,동대구역,6,1351,목금토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,265,,부산역,9,1414,목금토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,267,,서울역,2,1275,금토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,267,,대전역,5,1329,금토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,267,,동대구역,6,1378,금토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,267,,부산역,9,1441,금토일
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,269,,서울역,2,1320,금
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,269,,천안아산역,4,1356,금
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,269,,대전역,5,1380,금
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,269,,동대구역,6,1431,금
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,269,,부산역,9,1492,금
2007,2007년 KTX 시간표.xls,KTX-07년6월1일부터,경부선,하행,273,,서울역,2,555,토일
