region_sido,region_sigungu,year,selected_station,selected_terminal,ktx_travel_time_min,ktx_travel_time_median,ktx_travel_time_mean,car_to_station_time,wait_penalty,train_travel_time_min,train_travel_time_median,train_travel_time_mean,interval_minutes,n_trains,distance_to_station_km,car_travel_time,travel_time
강원,강릉시,2007,,,,,,,,,,,,,,177.8,177.8
강원,강릉시,2008,,,,,,,,,,,,,,177.8,177.8
강원,강릉시,2009,,,,,,,,,,,,,,177.8,177.8
강원,강릉시,2010,,,,,,,,,,,,,,177.8,177.8
강원,강릉시,2011,,,,,,,,,,,,,,177.8,177.8
강원,강릉시,2012,,,,,,,,,,,,,,177.8,177.8
강원,강릉시,2013,,,,,,,,,,,,,,177.8,177.8
강원,강릉시,2014,,,,,,,,,,,,,,177.8,177.8
강원,강릉시,2015,,,,,,,,,,,,,,177.8,177.8
강원,강릉시,2016,,,,,,,,,,,,,,177.8,177.8
강원,강릉시,2017,,,,,,,,,,,,,,177.8,177.8
강원,강릉시,2018,강릉역,서울역,156.5,162.5,162.44444444444446,13.5,30.0,113,119.0,118.94444444444444,60.0,18,8.379574029951876,177.8,162.5
강원,강릉시,2019,강릉역,서울역,156.5,162.5,162.44444444444446,13.5,30.0,113,119.0,118.94444444444444,60.0,18,8.379574029951876,177.8,162.5
강원,강릉시,2020,강릉역,서울역,156.5,163.0,163.21428571428572,13.5,30.0,113,119.5,119.71428571428571,78.46153846153847,14,8.379574029951876,177.8,163.0
강원,강릉시,2021,강릉역,서울역,154.5,162.5,163.78571428571428,13.5,30.0,111,119.0,120.28571428571429,78.84615384615384,14,8.379574029951876,177.8,162.5
강원,강릉시,2022,강릉역,서울역,154.5,162.5,163.78571428571428,13.5,30.0,111,119.0,120.28571428571429,78.84615384615384,14,8.379574029951876,177.8,162.5
강원,강릉시,2023,강릉역,서울역,154.5,165.5,165.64285714285714,13.5,30.0,111,122.0,122.14285714285714,79.07692307692308,14,8.379574029951876,177.8,165.5
강원,강릉시,2024,강릉역,서울역,154.5,165.5,165.85714285714286,13.5,30.0,111,122.0,122.35714285714286,79.07692307692308,14,8.379574029951876,177.8,165.5
강원,강릉시,2025,강릉역,서울역,159.5,166.0,167.5,13.5,30.0,116,122.5,124.0,79.0,14,8.379574029951876,177.8,166.0
강원,고성군,2007,,,,,,,,,,,,,,185.6,185.6
강원,고성군,2008,,,,,,,,,,,,,,185.6,185.6
강원,고성군,2009,,,,,,,,,,,,,,185.6,185.6
강원,고성군,2010,,,,,,,,,,,,,,185.6,185.6
강원,고성군,2011,,,,,,,,,,,,,,185.6,185.6
강원,고성군,2012,,,,,,,,,,,,,,185.6,185.6
강원,고성군,2013,,,,,,,,,,,,,,185.6,185.6
강원,고성군,2014,,,,,,,,,,,,,,185.6,185.6
강원,고성군,2015,,,,,,,,,,,,,,185.6,185.6
강원,고성군,2016,,,,,,,,,,,,,,185.6,185.6
강원,고성군,2017,,,,,,,,,,,,,,185.6,185.6
강원,고성군,2018,,,,,,,,,,,,,,185.6,185.6
강원,고성군,2019,,,,,,,,,,,,,,185.6,185.6
강원,고성군,2020,,,,,,,,,,,,,,185.6,185.6
강원,고성군,2021,,,,,,,,,,,,,,185.6,185.6
강원,고성군,2022,,,,,,,,,,,,,,185.6,185.6
강원,고성군,2023,,,,,,,,,,,,,,185.6,185.6
강원,고성군,2024,,,,,,,,,,,,,,185.6,185.6
강원,고성군,2025,,,,,,,,,,,,,,185.6,185.6
강원,동해시,2007,,,,,,,,,,,,,,212.7,212.7
강원,동해시,2008,,,,,,,,,,,,,,212.7,212.7
강원,동해시,2009,,,,,,,,,,,,,,212.7,212.7
강원,동해시,2010,,,,,,,,,,,,,,212.7,212.7
강원,동해시,2011,,,,,,,,,,,,,,212.7,212.7
강원,동해시,2012,,,,,,,,,,,,,,212.7,212.7
강원,동해시,2013,,,,,,,,,,,,,,212.7,212.7
강원,동해시,2014,,,,,,,,,,,,,,212.7,212.7
강원,동해시,2015,,,,,,,,,,,,,,212.7,212.7
강원,동해시,2016,,,,,,,,,,,,,,212.7,212.7
강원,동해시,2017,,,,,,,,,,,,,,212.7,212.7
강원,동해시,2018,,,,,,,,,,,,,,212.7,212.7
강원,동해시,2019,,,,,,,,,,,,,,212.7,212.7
강원,동해시,2020,묵호역,서울역,195.3,198.3,198.55,16.3,30.0,149,152.0,152.25,228.33333333333334,4,6.313942488399796,212.7,198.3
강원,동해시,2021,묵호역,서울역,195.3,198.3,198.55,16.3,30.0,149,152.0,152.25,228.33333333333334,4,6.313942488399796,212.7,198.3
강원,동해시,2022,묵호역,서울역,195.3,198.3,198.55,16.3,30.0,149,152.0,152.25,228.33333333333334,4,6.313942488399796,212.7,198.3
강원,동해시,2023,묵호역,서울역,195.3,197.8,198.3,16.3,30.0,149,151.5,152.0,228.33333333333334,4,6.313942488399796,212.7,197.8
강원,동해시,2024,묵호역,서울역,195.3,197.8,198.3,16.3,30.0,149,151.5,152.0,228.33333333333334,4,6.313942488399796,212.7,197.8
강원,동해시,2025,묵호역,서울역,195.3,201.8,201.3,16.3,30.0,149,155.5,155.0,289.3333333333333,4,6.313942488399796,212.7,201.8
강원,삼척시,2007,,,,,,,,,,,,,,244.7,244.7
강원,삼척시,2008,,,,,,,,,,,,,,244.7,244.7
강원,삼척시,2009,,,,,,,,,,,,,,244.7,244.7
강원,삼척시,2010,,,,,,,,,,,,,,244.7,244.7
강원,삼척시,2011,,,,,,,,,,,,,,244.7,244.7
강원,삼척시,2012,,,,,,,,,,,,,,244.7,244.7
강원,삼척시,2013,,,,,,,,,,,,,,244.7,244.7
강원,삼척시,2014,,,,,,,,,,,,,,244.7,244.7
강원,삼척시,2015,,,,,,,,,,,,,,244.7,244.7
강원,삼척시,2016,,,,,,,,,,,,,,244.7,244.7
강원,삼척시,2017,,,,,,,,,,,,,,244.7,244.7
강원,삼척시,2018,청량리역,서울역,107.0,108.0,108.0,58.0,30.0,19,20.0,20.0,81.47058823529412,18,19.775122005720522,244.7,108.0
강원,삼척시,2019,청량리역,서울역,107.0,108.0,108.0,58.0,30.0,19,20.0,20.0,81.47058823529412,18,19.775122005720522,244.7,108.0
강원,삼척시,2020,청량리역,서울역,107.0,108.0,108.0,58.0,30.0,19,20.0,20.0,84.0,18,19.775122005720522,244.7,108.0
강원,삼척시,2021,청량리역,서울역,107.0,108.0,107.88888888888889,58.0,30.0,19,20.0,19.88888888888889,84.0,18,19.775122005720522,244.7,108.0
강원,삼척시,2022,청량리역,서울역,107.0,108.0,107.88888888888889,58.0,30.0,19,20.0,19.88888888888889,84.0,18,19.775122005720522,244.7,108.0
강원,삼척시,2023,청량리역,서울역,107.0,108.0,108.18181818181819,58.0,30.0,19,20.0,20.181818181818183,68.0,22,19.775122005720522,244.7,108.0
강원,삼척시,2024,청량리역,서울역,107.0,108.0,107.9090909090909,58.0,30.0,19,20.0,19.90909090909091,67.95238095238095,22,19.775122005720522,244.7,108.0
강원,삼척시,2025,청량리역,서울역,108.0,108.0,108.21739130434783,58.0,30.0,20,20.0,20.217391304347824,64.86363636363636,23,19.775122005720522,244.7,108.0
강원,속초시,2007,,,,,,,,,,,,,,158.3,158.3
강원,속초시,2008,,,,,,,,,,,,,,158.3,158.3
강원,속초시,2009,,,,,,,,,,,,,,158.3,158.3
강원,속초시,2010,,,,,,,,,,,,,,158.3,158.3
강원,속초시,2011,,,,,,,,,,,,,,158.3,158.3
강원,속초시,2012,,,,,,,,,,,,,,158.3,158.3
강원,속초시,2013,,,,,,,,,,,,,,158.3,158.3
강원,속초시,2014,,,,,,,,,,,,,,158.3,158.3
강원,속초시,2015,,,,,,,,,,,,,,158.3,158.3
강원,속초시,2016,,,,,,,,,,,,,,158.3,158.3
강원,속초시,2017,,,,,,,,,,,,,,158.3,158.3
강원,속초시,2018,,,,,,,,,,,,,,158.3,158.3
강원,속초시,2019,,,,,,,,,,,,,,158.3,158.3
강원,속초시,2020,,,,,,,,,,,,,,158.3,158.3
강원,속초시,2021,,,,,,,,,,,,,,158.3,158.3
강원,속초시,2022,,,,,,,,,,,,,,158.3,158.3
강원,속초시,2023,,,,,,,,,,,,,,158.3,158.3
강원,속초시,2024,,,,,,,,,,,,,,158.3,158.3
강원,속초시,2025,,,,,,,,,,,,,,158.3,158.3
강원,양구군,2007,,,,,,,,,,,,,,137.4,137.4
강원,양구군,2008,,,,,,,,,,,,,,137.4,137.4
강원,양구군,2009,,,,,,,,,,,,,,137.4,137.4
강원,양구군,2010,,,,,,,,,,,,,,137.4,137.4
강원,양구군,2011,,,,,,,,,,,,,,137.4,137.4
강원,양구군,2012,,,,,,,,,,,,,,137.4,137.4
강원,양구군,2013,,,,,,,,,,,,,,137.4,137.4
강원,양구군,2014,,,,,,,,,,,,,,137.4,137.4
강원,양구군,2015,,,,,,,,,,,,,,137.4,137.4
강원,양구군,2016,,,,,,,,,,,,,,137.4,137.4
강원,양구군,2017,,,,,,,,,,,,,,137.4,137.4
강원,양구군,2018,,,,,,,,,,,,,,137.4,137.4
강원,양구군,2019,,,,,,,,,,,,,,137.4,137.4
강원,양구군,2020,,,,,,,,,,,,,,137.4,137.4
강원,양구군,2021,,,,,,,,,,,,,,137.4,137.4
강원,양구군,2022,,,,,,,,,,,,,,137.4,137.4
강원,양구군,2023,,,,,,,,,,,,,,137.4,137.4
강원,양구군,2024,,,,,,,,,,,,,,137.4,137.4
강원,양구군,2025,,,,,,,,,,,,,,137.4,137.4
강원,양양군,2007,,,,,,,,,,,,,,284.4,284.4
강원,양양군,2008,,,,,,,,,,,,,,284.4,284.4
강원,양양군,2009,,,,,,,,,,,,,,284.4,284.4
강원,양양군,2010,,,,,,,,,,,,,,284.4,284.4
강원,양양군,2011,,,,,,,,,,,,,,284.4,284.4
강원,양양군,2012,,,,,,,,,,,,,,284.4,284.4
강원,양양군,2013,,,,,,,,,,,,,,284.4,284.4
강원,양양군,2014,,,,,,,,,,,,,,284.4,284.4
강원,양양군,2015,,,,,,,,,,,,,,284.4,284.4
강원,양양군,2016,,,,,,,,,,,,,,284.4,284.4
강원,양양군,2017,,,,,,,,,,,,,,284.4,284.4
강원,양양군,2018,,,,,,,,,,,,,,284.4,284.4
강원,양양군,2019,,,,,,,,,,,,,,284.4,284.4
강원,양양군,2020,,,,,,,,,,,,,,284.4,284.4
강원,양양군,2021,,,,,,,,,,,,,,284.4,284.4
강원,양양군,2022,,,,,,,,,,,,,,284.4,284.4
강원,양양군,2023,,,,,,,,,,,,,,284.4,284.4
강원,양양군,2024,,,,,,,,,,,,,,284.4,284.4
강원,양양군,2025,,,,,,,,,,,,,,284.4,284.4
강원,영월군,2007,,,,,,,,,,,,,,154.1,154.1
강원,영월군,2008,,,,,,,,,,,,,,154.1,154.1
강원,영월군,2009,,,,,,,,,,,,,,154.1,154.1
강원,영월군,2010,,,,,,,,,,,,,,154.1,154.1
강원,영월군,2011,,,,,,,,,,,,,,154.1,154.1
강원,영월군,2012,,,,,,,,,,,,,,154.1,154.1
강원,영월군,2013,,,,,,,,,,,,,,154.1,154.1
강원,영월군,2014,,,,,,,,,,,,,,154.1,154.1
강원,영월군,2015,,,,,,,,,,,,,,154.1,154.1
강원,영월군,2016,,,,,,,,,,,,,,154.1,154.1
강원,영월군,2017,,,,,,,,,,,,,,154.1,154.1
강원,영월군,2018,,,,,,,,,,,,,,154.1,154.1
강원,영월군,2019,,,,,,,,,,,,,,154.1,154.1
강원,영월군,2020,,,,,,,,,,,,,,154.1,154.1
강원,영월군,2021,,,,,,,,,,,,,,154.1,154.1
강원,영월군,2022,,,,,,,,,,,,,,154.1,154.1
강원,영월군,2023,제천역,서울역,159.9,162.9,163.9,36.9,30.0,93,96.0,97.0,178.33333333333334,4,27.62187631406026,154.1,154.1
강원,영월군,2024,제천역,서울역,161.9,163.9,164.4,36.9,30.0,95,97.0,97.5,178.33333333333334,4,27.62187631406026,154.1,154.1
강원,영월군,2025,제천역,서울역,162.9,164.9,164.7,36.9,30.0,96,98.0,97.8,160.0,5,27.62187631406026,154.1,154.1
강원,원주시,2007,,,,,,,,,,,,,,95.4,95.4
강원,원주시,2008,,,,,,,,,,,,,,95.4,95.4
강원,원주시,2009,,,,,,,,,,,,,,95.4,95.4
강원,원주시,2010,,,,,,,,,,,,,,95.4,95.4
강원,원주시,2011,,,,,,,,,,,,,,95.4,95.4
강원,원주시,2012,,,,,,,,,,,,,,95.4,95.4
강원,원주시,2013,,,,,,,,,,,,,,95.4,95.4
강원,원주시,2014,,,,,,,,,,,,,,95.4,95.4
강원,원주시,2015,,,,,,,,,,,,,,95.4,95.4
강원,원주시,2016,,,,,,,,,,,,,,95.4,95.4
강원,원주시,2017,,,,,,,,,,,,,,95.4,95.4
강원,원주시,2018,만종역,서울역,110.4,111.4,112.32307692307691,12.4,30.0,68,69.0,69.92307692307692,85.0,13,6.075599914584901,95.4,95.4
강원,원주시,2019,만종역,서울역,110.4,111.4,112.32307692307691,12.4,30.0,68,69.0,69.92307692307692,85.0,13,6.075599914584901,95.4,95.4
강원,원주시,2020,만종역,서울역,110.4,111.9,112.65,12.4,30.0,68,69.5,70.25,68.0,16,6.075599914584901,95.4,95.4
강원,원주시,2021,만종역,서울역,110.4,112.4,112.73333333333332,12.4,30.0,68,70.0,70.33333333333333,72.85714285714286,15,6.075599914584901,95.4,95.4
강원,원주시,2022,만종역,서울역,110.4,112.4,112.73333333333332,12.4,30.0,68,70.0,70.33333333333333,72.85714285714286,15,6.075599914584901,95.4,95.4
강원,원주시,2023,만종역,서울역,110.4,113.9,114.18571428571428,12.4,30.0,68,71.5,71.78571428571429,78.6923076923077,14,6.075599914584901,95.4,95.4
강원,원주시,2024,만종역,서울역,110.4,113.9,114.1142857142857,12.4,30.0,68,71.5,71.71428571428571,78.76923076923077,14,6.075599914584901,95.4,95.4
강원,원주시,2025,만종역,서울역,111.4,115.4,115.04285714285714,12.4,30.0,69,73.0,72.64285714285714,78.92307692307692,14,6.075599914584901,95.4,95.4
강원,인제군,2007,,,,,,,,,,,,,,144.5,144.5
강원,인제군,2008,,,,,,,,,,,,,,144.5,144.5
강원,인제군,2009,,,,,,,,,,,,,,144.5,144.5
강원,인제군,2010,,,,,,,,,,,,,,144.5,144.5
강원,인제군,2011,,,,,,,,,,,,,,144.5,144.5
강원,인제군,2012,,,,,,,,,,,,,,144.5,144.5
강원,인제군,2013,,,,,,,,,,,,,,144.5,144.5
강원,인제군,2014,,,,,,,,,,,,,,144.5,144.5
강원,인제군,2015,,,,,,,,,,,,,,144.5,144.5
강원,인제군,2016,,,,,,,,,,,,,,144.5,144.5
강원,인제군,2017,,,,,,,,,,,,,,144.5,144.5
강원,인제군,2018,,,,,,,,,,,,,,144.5,144.5
강원,인제군,2019,,,,,,,,,,,,,,144.5,144.5
강원,인제군,2020,,,,,,,,,,,,,,144.5,144.5
강원,인제군,2021,,,,,,,,,,,,,,144.5,144.5
강원,인제군,2022,,,,,,,,,,,,,,144.5,144.5
강원,인제군,2023,,,,,,,,,,,,,,144.5,144.5
강원,인제군,2024,,,,,,,,,,,,,,144.5,144.5
강원,인제군,2025,,,,,,,,,,,,,,144.5,144.5
강원,정선군,2007,,,,,,,,,,,,,,194.9,194.9
강원,정선군,2008,,,,,,,,,,,,,,194.9,194.9
강원,정선군,2009,,,,,,,,,,,,,,194.9,194.9
강원,정선군,2010,,,,,,,,,,,,,,194.9,194.9
강원,정선군,2011,,,,,,,,,,,,,,194.9,194.9
강원,정선군,2012,,,,,,,,,,,,,,194.9,194.9
강원,정선군,2013,,,,,,,,,,,,,,194.9,194.9
강원,정선군,2014,,,,,,,,,,,,,,194.9,194.9
강원,정선군,2015,,,,,,,,,,,,,,194.9,194.9
강원,정선군,2016,,,,,,,,,,,,,,194.9,194.9
강원,정선군,2017,,,,,,,,,,,,,,194.9,194.9
강원,정선군,2018,,,,,,,,,,,,,,194.9,194.9
강원,정선군,2019,,,,,,,,,,,,,,194.9,194.9
강원,정선군,2020,,,,,,,,,,,,,,194.9,194.9
강원,정선군,2021,,,,,,,,,,,,,,194.9,194.9
강원,정선군,2022,,,,,,,,,,,,,,194.9,194.9
강원,정선군,2023,,,,,,,,,,,,,,194.9,194.9
강원,정선군,2024,,,,,,,,,,,,,,194.9,194.9
강원,정선군,2025,,,,,,,,,,,,,,194.9,194.9
강원,철원군,2007,,,,,,,,,,,,,,95.7,95.7
강원,철원군,2008,,,,,,,,,,,,,,95.7,95.7
강원,철원군,2009,,,,,,,,,,,,,,95.7,95.7
강원,철원군,2010,,,,,,,,,,,,,,95.7,95.7
강원,철원군,2011,,,,,,,,,,,,,,95.7,95.7
강원,철원군,2012,,,,,,,,,,,,,,95.7,95.7
강원,철원군,2013,,,,,,,,,,,,,,95.7,95.7
강원,철원군,2014,,,,,,,,,,,,,,95.7,95.7
강원,철원군,2015,,,,,,,,,,,,,,95.7,95.7
강원,철원군,2016,,,,,,,,,,,,,,95.7,95.7
강원,철원군,2017,,,,,,,,,,,,,,95.7,95.7
강원,철원군,2018,,,,,,,,,,,,,,95.7,95.7
강원,철원군,2019,,,,,,,,,,,,,,95.7,95.7
강원,철원군,2020,,,,,,,,,,,,,,95.7,95.7
강원,철원군,2021,,,,,,,,,,,,,,95.7,95.7
강원,철원군,2022,,,,,,,,,,,,,,95.7,95.7
강원,철원군,2023,,,,,,,,,,,,,,95.7,95.7
강원,철원군,2024,,,,,,,,,,,,,,95.7,95.7
강원,철원군,2025,,,,,,,,,,,,,,95.7,95.7
강원,춘천시,2007,,,,,,,,,,,,,,92.9,92.9
강원,춘천시,2008,,,,,,,,,,,,,,92.9,92.9
강원,춘천시,2009,,,,,,,,,,,,,,92.9,92.9
강원,춘천시,2010,,,,,,,,,,,,,,92.9,92.9
강원,춘천시,2011,,,,,,,,,,,,,,92.9,92.9
강원,춘천시,2012,,,,,,,,,,,,,,92.9,92.9
강원,춘천시,2013,,,,,,,,,,,,,,92.9,92.9
강원,춘천시,2014,,,,,,,,,,,,,,92.9,92.9
강원,춘천시,2015,,,,,,,,,,,,,,92.9,92.9
강원,춘천시,2016,,,,,,,,,,,,,,92.9,92.9
강원,춘천시,2017,,,,,,,,,,,,,,92.9,92.9
강원,춘천시,2018,,,,,,,,,,,,,,92.9,92.9
강원,춘천시,2019,,,,,,,,,,,,,,92.9,92.9
강원,춘천시,2020,,,,,,,,,,,,,,92.9,92.9
강원,춘천시,2021,,,,,,,,,,,,,,92.9,92.9
강원,춘천시,2022,,,,,,,,,,,,,,92.9,92.9
강원,춘천시,2023,,,,,,,,,,,,,,92.9,92.9
강원,춘천시,2024,,,,,,,,,,,,,,92.9,92.9
강원,춘천시,2025,,,,,,,,,,,,,,92.9,92.9
강원,태백시,2007,,,,,,,,,,,,,,193.6,193.6
강원,태백시,2008,,,,,,,,,,,,,,193.6,193.6
강원,태백시,2009,,,,,,,,,,,,,,193.6,193.6
강원,태백시,2010,,,,,,,,,,,,,,193.6,193.6
강원,태백시,2011,,,,,,,,,,,,,,193.6,193.6
강원,태백시,2012,,,,,,,,,,,,,,193.6,193.6
강원,태백시,2013,,,,,,,,,,,,,,193.6,193.6
강원,태백시,2014,,,,,,,,,,,,,,193.6,193.6
강원,태백시,2015,,,,,,,,,,,,,,193.6,193.6
강원,태백시,2016,,,,,,,,,,,,,,193.6,193.6
강원,태백시,2017,,,,,,,,,,,,,,193.6,193.6
강원,태백시,2018,청량리역,서울역,69.6,70.6,70.6,20.6,30.0,19,20.0,20.0,81.47058823529412,18,8.2739727176202,193.6,70.6
강원,태백시,2019,청량리역,서울역,69.6,70.6,70.6,20.6,30.0,19,20.0,20.0,81.47058823529412,18,8.2739727176202,193.6,70.6
강원,태백시,2020,청량리역,서울역,69.6,70.6,70.6,20.6,30.0,19,20.0,20.0,84.0,18,8.2739727176202,193.6,70.6
강원,태백시,2021,청량리역,서울역,69.6,70.6,70.4888888888889,20.6,30.0,19,20.0,19.88888888888889,84.0,18,8.2739727176202,193.6,70.6
강원,태백시,2022,청량리역,서울역,69.6,70.6,70.4888888888889,20.6,30.0,19,20.0,19.88888888888889,84.0,18,8.2739727176202,193.6,70.6
강원,태백시,2023,청량리역,서울역,69.6,70.6,70.78181818181818,20.6,30.0,19,20.0,20.181818181818183,68.0,22,8.2739727176202,193.6,70.6
강원,태백시,2024,청량리역,서울역,69.6,70.6,70.50909090909092,20.6,30.0,19,20.0,19.90909090909091,67.95238095238095,22,8.2739727176202,193.6,70.6
강원,태백시,2025,청량리역,서울역,70.6,70.6,70.81739130434782,20.6,30.0,20,20.0,20.217391304347824,64.86363636363636,23,8.2739727176202,193.6,70.6
강원,평창군,2007,,,,,,,,,,,,,,145.4,145.4
강원,평창군,2008,,,,,,,,,,,,,,145.4,145.4
강원,평창군,2009,,,,,,,,,,,,,,145.4,145.4
강원,평창군,2010,,,,,,,,,,,,,,145.4,145.4
강원,평창군,2011,,,,,,,,,,,,,,145.4,145.4
강원,평창군,2012,,,,,,,,,,,,,,145.4,145.4
강원,평창군,2013,,,,,,,,,,,,,,145.4,145.4
강원,평창군,2014,,,,,,,,,,,,,,145.4,145.4
강원,평창군,2015,,,,,,,,,,,,,,145.4,145.4
강원,평창군,2016,,,,,,,,,,,,,,145.4,145.4
강원,평창군,2017,,,,,,,,,,,,,,145.4,145.4
강원,평창군,2018,평창역,서울역,130.8,135.8,135.71666666666667,11.8,30.0,89,94.0,93.91666666666667,86.81818181818181,12,4.683376556536633,145.4,135.8
강원,평창군,2019,평창역,서울역,130.8,135.8,135.71666666666667,11.8,30.0,89,94.0,93.91666666666667,86.81818181818181,12,4.683376556536633,145.4,135.8
강원,평창군,2020,평창역,서울역,130.8,136.3,136.0857142857143,11.8,30.0,89,94.5,94.28571428571429,73.46153846153847,14,4.683376556536633,145.4,136.3
강원,평창군,2021,평창역,서울역,130.8,136.8,136.64615384615382,11.8,30.0,89,95.0,94.84615384615384,79.58333333333333,13,4.683376556536633,145.4,136.8
강원,평창군,2022,평창역,서울역,130.8,136.8,136.64615384615382,11.8,30.0,89,95.0,94.84615384615384,79.58333333333333,13,4.683376556536633,145.4,136.8
강원,평창군,2023,평창역,서울역,130.8,137.8,138.18461538461537,11.8,30.0,89,96.0,96.38461538461539,80.25,13,4.683376556536633,145.4,137.8
강원,평창군,2024,평창역,서울역,131.8,137.8,138.4153846153846,11.8,30.0,90,96.0,96.61538461538461,80.25,13,4.683376556536633,145.4,137.8
강원,평창군,2025,평창역,서울역,134.8,140.3,140.63333333333333,11.8,30.0,93,98.5,98.83333333333333,88.0,12,4.683376556536633,145.4,140.3
강원,홍천군,2007,,,,,,,,,,,,,,103.6,103.6
강원,홍천군,2008,,,,,,,,,,,,,,103.6,103.6
강원,홍천군,2009,,,,,,,,,,,,,,103.6,103.6
강원,홍천군,2010,,,,,,,,,,,,,,103.6,103.6
강원,홍천군,2011,,,,,,,,,,,,,,103.6,103.6
강원,홍천군,2012,,,,,,,,,,,,,,103.6,103.6
강원,홍천군,2013,,,,,,,,,,,,,,103.6,103.6
강원,홍천군,2014,,,,,,,,,,,,,,103.6,103.6
강원,홍천군,2015,,,,,,,,,,,,,,103.6,103.6
강원,홍천군,2016,,,,,,,,,,,,,,103.6,103.6
강원,홍천군,2017,,,,,,,,,,,,,,103.6,103.6
강원,홍천군,2018,횡성역,서울역,160.8,165.8,165.8,57.8,30.0,73,78.0,78.0,100.0,10,29.641320567167664,103.6,103.6
강원,홍천군,2019,횡성역,서울역,160.8,165.8,165.8,57.8,30.0,73,78.0,78.0,100.0,10,29.641320567167664,103.6,103.6
강원,홍천군,2020,둔내역,서울역,162.3,167.3,167.05,52.3,30.0,80,85.0,84.75,143.71428571428572,8,29.1206861483644,103.6,103.6
강원,홍천군,2021,횡성역,서울역,164.8,167.8,167.2,57.8,30.0,77,80.0,79.4,99.55555555555556,10,29.641320567167664,103.6,103.6
강원,홍천군,2022,횡성역,서울역,164.8,167.8,167.2,57.8,30.0,77,80.0,79.4,99.55555555555556,10,29.641320567167664,103.6,103.6
강원,홍천군,2023,횡성역,서울역,164.8,168.3,169.1,57.8,30.0,77,80.5,81.3,100.44444444444444,10,29.641320567167664,103.6,103.6
강원,홍천군,2024,횡성역,서울역,164.8,168.8,169.2,57.8,30.0,77,81.0,81.4,100.44444444444444,10,29.641320567167664,103.6,103.6
강원,홍천군,2025,둔내역,서울역,165.3,170.3,170.18888888888887,52.3,30.0,83,88.0,87.88888888888889,126.5,9,29.1206861483644,103.6,103.6
강원,화천군,2007,,,,,,,,,,,,,,124.3,124.3
강원,화천군,2008,,,,,,,,,,,,,,124.3,124.3
강원,화천군,2009,,,,,,,,,,,,,,124.3,124.3
강원,화천군,2010,,,,,,,,,,,,,,124.3,124.3
강원,화천군,2011,,,,,,,,,,,,,,124.3,124.3
강원,화천군,2012,,,,,,,,,,,,,,124.3,124.3
강원,화천군,2013,,,,,,,,,,,,,,124.3,124.3
강원,화천군,2014,,,,,,,,,,,,,,124.3,124.3
강원,화천군,2015,,,,,,,,,,,,,,124.3,124.3
강원,화천군,2016,,,,,,,,,,,,,,124.3,124.3
강원,화천군,2017,,,,,,,,,,,,,,124.3,124.3
강원,화천군,2018,,,,,,,,,,,,,,124.3,124.3
강원,화천군,2019,,,,,,,,,,,,,,124.3,124.3
강원,화천군,2020,,,,,,,,,,,,,,124.3,124.3
강원,화천군,2021,,,,,,,,,,,,,,124.3,124.3
강원,화천군,2022,,,,,,,,,,,,,,124.3,124.3
강원,화천군,2023,,,,,,,,,,,,,,124.3,124.3
강원,화천군,2024,,,,,,,,,,,,,,124.3,124.3
강원,화천군,2025,,,,,,,,,,,,,,124.3,124.3
강원,횡성군,2007,,,,,,,,,,,,,,113.6,113.6
강원,횡성군,2008,,,,,,,,,,,,,,113.6,113.6
강원,횡성군,2009,,,,,,,,,,,,,,113.6,113.6
강원,횡성군,2010,,,,,,,,,,,,,,113.6,113.6
강원,횡성군,2011,,,,,,,,,,,,,,113.6,113.6
강원,횡성군,2012,,,,,,,,,,,,,,113.6,113.6
강원,횡성군,2013,,,,,,,,,,,,,,113.6,113.6
강원,횡성군,2014,,,,,,,,,,,,,,113.6,113.6
강원,횡성군,2015,,,,,,,,,,,,,,113.6,113.6
강원,횡성군,2016,,,,,,,,,,,,,,113.6,113.6
강원,횡성군,2017,,,,,,,,,,,,,,113.6,113.6
강원,횡성군,2018,횡성역,서울역,120.7,125.7,125.7,17.7,30.0,73,78.0,78.0,100.0,10,6.584808637010043,113.6,113.6
강원,횡성군,2019,횡성역,서울역,120.7,125.7,125.7,17.7,30.0,73,78.0,78.0,100.0,10,6.584808637010043,113.6,113.6
강원,횡성군,2020,횡성역,서울역,122.7,127.2,126.7,17.7,30.0,75,79.5,79.0,99.55555555555556,10,6.584808637010043,113.6,113.6
강원,횡성군,2021,횡성역,서울역,124.7,127.7,127.10000000000001,17.7,30.0,77,80.0,79.4,99.55555555555556,10,6.584808637010043,113.6,113.6
강원,횡성군,2022,횡성역,서울역,124.7,127.7,127.10000000000001,17.7,30.0,77,80.0,79.4,99.55555555555556,10,6.584808637010043,113.6,113.6
강원,횡성군,2023,횡성역,서울역,124.7,128.2,129.0,17.7,30.0,77,80.5,81.3,100.44444444444444,10,6.584808637010043,113.6,113.6
강원,횡성군,2024,횡성역,서울역,124.7,128.7,129.10000000000002,17.7,30.0,77,81.0,81.4,100.44444444444444,10,6.584808637010043,113.6,113.6
강원,횡성군,2025,횡성역,서울역,125.7,130.2,130.10000000000002,17.7,30.0,78,82.5,82.4,107.55555555555556,10,6.584808637010043,113.6,113.6
경기,가평군,2007,,,,,,,,,,,,,,72.7,72.7
경기,가평군,2008,,,,,,,,,,,,,,72.7,72.7
경기,가평군,2009,,,,,,,,,,,,,,72.7,72.7
경기,가평군,2010,,,,,,,,,,,,,,72.7,72.7
