요양기관명,요양종별,시도명,시군구명,폐업일자
강남피부과의원,의원,울산,남구,2019-05-01
강남피부과의원,의원,경기,시흥시,2012-05-31
강남피부과의원,의원,경기,안산시 단원구,2023-01-01
강남피부비뇨기과의원,의원,울산,남구,2001-04-03
강남피카소의원,의원,서울,서초구,2014-06-05
강남필한의원,한의원,서울,강남구,2012-07-30
강남하나로의원,의원,서울,강남구,2015-03-12
강남하나의원,의원,서울,강남구,2001-06-13
강남하나한방병원,한방병원,서울,강남구,2002-03-14
강남한방병원,한방병원,경기,안산시 단원구,2020-12-31
강남한방병원,한방병원,충남,서산시,2014-01-03
강남한의원,한의원,서울,종로구,2014-03-25
강남한의원,한의원,서울,서초구,2018-12-28
강남한의원,한의원,경기,수원시 팔달구,2012-11-05
강남한의원,한의원,경기,용인시 처인구,2013-05-01
강남한의원,한의원,충남,공주시,2011-08-04
강남한의원,한의원,대구,동구,2009-05-22
강남한의원,한의원,경남,거창군,2014-09-23
강남한의원,한의원,경기,안양시 만안구,2015-04-13
강남함춘의원,의원,서울,강남구,2009-07-29
강남행복한의원,한의원,서울,강남구,2013-01-31
강남행복한의원,한의원,서울,강남구,2024-06-28
강남허브약국,약국,서울,강남구,2013-03-29
강남허브약국,약국,서울,강남구,2008-06-16
강남헬스케어의원,의원,서울,서초구,2016-06-01
강남현한의원,한의원,서울,강남구,2008-12-29
강남홍문외과의원,의원,서울,동작구,2010-11-25
강남효요양병원,요양병원,서울,관악구,2013-10-01
강남효요양병원,요양병원,서울,관악구,2016-08-10
강남효요양병원,요양병원,서울,관악구,2020-07-07
강남후생치과의원,치과의원,강원,원주시,2020-01-10
강남훈재활의학과의원,의원,경남,마산시,2008-09-01
강내건강약국,약국,충북,청주시 흥덕구,2022-06-30
강내건강약국,약국,충북,청주시 흥덕구,2017-08-01
강내과의원,의원,서울,중구,2007-05-01
강내과의원,의원,서울,동대문구,2012-03-01
강내과의원,의원,부산,남구,2009-11-27
강내과의원,의원,부산,해운대구,2025-12-30
강내과의원,의원,충북,청주시 흥덕구,2005-05-08
강내과의원,의원,광주,동구,2016-02-03
강내과의원,의원,광주,동구,2017-05-31
강내과의원,의원,대구,서구,2024-12-02
강내과의원,의원,경남,진주시,2010-01-22
강녕당한의원,한의원,서울,종로구,2002-04-16
강대건치과의원,치과의원,서울,서대문구,2017-12-31
강대송내과의원,의원,전북,전주시 완산구,2001-09-04
강대식내과의원,의원,부산,수영구,2024-04-30
강대웅산부인과의원,의원,광주,북구,2001-02-18
강대준치과의원,치과의원,서울,서초구,2015-12-23
강대헌의원,의원,경기,안성시,2003-06-16
강덕삼치과의원,치과의원,서울,송파구,2004-06-28
강덕한의원,한의원,서울,동대문구,2002-05-12
강돈규산부인과의원,의원,경북,영천시,2006-03-02
강동21세기한의원,한의원,서울,강동구,2015-01-30
강동e&e치과의원,치과의원,부산,사하구,2010-03-09
강동가람치과의원,치과의원,서울,강동구,2011-01-03
강동가람치과의원,치과의원,서울,강동구,2014-02-03
강동거북이한의원,한의원,서울,강동구,2013-09-17
강동건강온누리약국,약국,서울,강동구,2014-02-10
강동경희한의원,한의원,서울,강동구,2015-06-01
강동경희한의원,한의원,서울,강동구,2020-04-16
강동그린약국,약국,서울,강동구,2018-11-29
강동남운약국,약국,부산,강서구,2004-07-05
강동대학약국,약국,서울,강동구,2019-08-02
강동도원한의원,한의원,서울,강동구,2018-07-12
강동락한의원,한의원,전북,전주시 완산구,2019-11-22
강동메디칼약국,약국,서울,강동구,2012-11-05
강동메디칼약국,약국,서울,강동구,2025-09-19
강동문전약국,약국,서울,강동구,2011-09-05
강동미래의원,의원,서울,강동구,2024-01-31
강동민소아과의원,의원,경북,구미시,2003-11-13
강동병원,병원,서울,강동구,2004-01-31
강동서울대효요양병원,요양병원,경기,하남시,2023-03-03
강동서울하정외과의원,의원,서울,강동구,2011-02-14
강동성모병원,병원,서울,강동구,2001-08-20
강동성모요양병원,요양병원,서울,강동구,2007-12-31
강동성모요양병원,요양병원,서울,강동구,2013-05-20
강동성모요양병원,요양병원,서울,강동구,2014-02-17
강동성심치과의원,치과의원,서울,강동구,2002-02-17
강동센트럴요양병원,요양병원,서울,강동구,2011-02-11
강동센트럴요양병원,요양병원,서울,강동구,2012-03-19
강동수약국,약국,서울,강동구,2016-11-18
강동숙이비인후과의원,의원,부산,중구,2017-01-02
강동스마일치과의원,치과의원,서울,강동구,2011-12-12
강동시민의약국,약국,서울,강동구,2019-08-19
강동시장약국,약국,서울,강동구,2000-10-31
강동시장약국,약국,서울,강동구,2010-04-15
강동씨엘치과의원,치과의원,서울,강동구,2023-12-16
강동아이엠치과병원,치과병원,서울,강동구,2012-06-01
강동아이엠치과병원,치과병원,서울,강동구,2014-10-01
강동아이엠치과병원,치과병원,서울,강동구,2016-09-01
강동아이엠치과의원,치과의원,서울,강동구,2011-10-17
강동아파트약국,약국,서울,강동구,2000-07-08
강동약국,약국,서울,관악구,2000-08-03
강동약국,약국,부산,강서구,2010-09-06
강동엠약국,약국,서울,강동구,2022-12-29
강동엠약국,약국,서울,강동구,2020-03-09
강동연세안과의원,의원,서울,강동구,2007-04-24
강동연세안과의원,의원,서울,강동구,2010-03-02
강동연세웰치과의원,치과의원,서울,강동구,2006-09-14
강동연세정신과의원,의원,서울,강동구,2019-01-09
강동연세정형외과의원,의원,서울,강동구,2023-10-31
강동예미안치과의원,치과의원,서울,강동구,2010-07-22
강동오치과의원,치과의원,서울,서초구,2020-02-29
강동온누리약국,약국,서울,강동구,2013-05-27
강동온누리약국,약국,서울,강동구,2020-06-09
강동외과의원,의원,서울,강동구,2012-08-13
강동요양병원,요양병원,경기,용인시 기흥구,2024-04-15
강동요한한의원,한의원,서울,강동구,2016-08-01
강동요한한의원,한의원,서울,강동구,2020-09-01
강동우리신경외과의원,의원,서울,강동구,2015-06-22
강동우리약국,약국,서울,강동구,2013-06-10
강동원약국,약국,서울,강동구,2025-08-18
강동웰빙약국,약국,서울,강동구,2020-05-11
강동웰빙약국,약국,서울,강동구,2025-11-03
강동의원,의원,경북,경산시,2000-12-23
강동의원,의원,경북,구미시,2002-03-30
강동의원(사회복지법인),의원,경북,구미시,2002-10-01
강동정형외과의원,의원,서울,강동구,2006-07-28
강동제일병원,병원,서울,강동구,2017-07-01
강동제일안과의원,의원,서울,강동구,2002-09-11
강동제일약국,약국,서울,강동구,2011-11-01
강동제일약국,약국,서울,강동구,2013-04-03
강동제일의원,의원,서울,강동구,2017-10-01
강동제일치과의원,치과의원,서울,강동구,2001-08-11
강동종로약국,약국,서울,강동구,2001-11-16
강동종로약국,약국,서울,강동구,2000-07-21
강동종로약국,약국,강원,강릉시,2006-01-04
강동종로약국,약국,강원,강릉시,2020-12-09
강동중앙약국,약국,서울,강동구,2008-06-30
강동중앙의원,의원,서울,송파구,2013-12-10
강동천호내과의원,의원,서울,강동구,2024-01-01
강동청치과의원,치과의원,서울,강동구,2008-06-09
강동치과의원,치과의원,부산,강서구,2000-09-05
강동탑치과의원,치과의원,서울,강동구,2017-08-21
강동태평양약국,약국,서울,강동구,2018-07-02
강동통합의원,의원,서울,강동구,2024-05-22
강동통합한의원,한의원,서울,강동구,2024-05-22
강동포도약국,약국,서울,강동구,2022-03-17
강동포도약국,약국,서울,강동구,2024-03-18
강동한방병원,한방병원,서울,강동구,2013-06-14
강동한방병원,한방병원,서울,강동구,2019-05-01
강동한방병원,한방병원,서울,강동구,2021-01-11
강동한양의원,의원,서울,강동구,2006-07-13
강동한의원,한의원,서울,강동구,2018-06-25
강동해오름약국,약국,서울,강동구,2023-06-26
강동향기의원,의원,서울,강동구,2012-06-01
강동호원약국,약국,서울,강동구,2001-01-07
강동호원약국,약국,서울,강동구,2000-01-05
강동훼밀리의원,의원,서울,강동구,2000-07-28
강드림남성의원,의원,서울,노원구,2007-04-24
강드림비뇨기과의원,의원,경기,성남시 중원구,2010-12-30
강드림연합의원,의원,경기,성남시 중원구,2006-04-06
강락치과의원,치과의원,서울,성북구,2013-02-05
강릉21세기약국,약국,강원,강릉시,2018-03-31
강릉동양한의원,한의원,강원,강릉시,2002-12-05
강릉라이프약국,약국,강원,강릉시,2005-09-04
강릉미즈산부인과의원,의원,강원,강릉시,2014-12-01
강릉방사선과의원,의원,강원,강릉시,2002-03-29
강릉본의원,의원,강원,강릉시,2008-03-03
강릉성모약국,약국,강원,강릉시,2022-03-21
강릉시구정면어단보건진료소,보건진료소,강원,강릉시,2000-09-24
강릉안과의원,의원,강원,강릉시,2003-02-28
강릉애아토한의원,한의원,강원,강릉시,2023-12-11
강릉연세병원,병원,강원,강릉시,2005-06-01
강릉연세병원,병원,강원,강릉시,2007-06-01
강릉연세병원,병원,강원,강릉시,2007-10-04
강릉연세요양병원,요양병원,강원,강릉시,2014-01-01
강릉연세요양병원,요양병원,강원,강릉시,2018-05-01
강릉예수의원,의원,강원,강릉시,2002-02-15
강릉유명약국,약국,강원,강릉시,2020-11-09
강릉유명약국,약국,강원,강릉시,2020-02-04
강릉율곡병원,병원,강원,강릉시,2021-05-04
강릉재활의학과의원,의원,강원,강릉시,2004-04-25
강릉종로약국,약국,강원,강릉시,2007-04-02
강릉종로약국,약국,강원,강릉시,2009-06-10
강릉중앙약국,약국,강원,강릉시,2022-01-01
강릉태평양약국,약국,강원,강릉시,2012-10-15
강릉프라자약국,약국,강원,강릉시,2017-06-20
강림약국,약국,서울,양천구,2014-10-22
강림약국,약국,서울,송파구,2003-10-06
강림약국,약국,부산,서구,2012-04-23
강림약국,약국,부산,동래구,2017-07-03
강림요양병원,요양병원,부산,사상구,2022-07-01
강림한의원,한의원,경기,성남시 분당구,2016-01-06
강마리산부인과의원,의원,서울,종로구,2023-06-05
강마취통증의학과의원,의원,경남,사천시,2014-10-01
강명완한의원,한의원,제주,제주시,2008-09-18
강미정한의원,한의원,경남,창원시 성산구,2018-01-10
강민약국,약국,경북,포항시 남구,2025-06-01
강민약국,약국,경남,창원시,2002-06-30
강민한의원,한의원,경기,김포시,2022-06-16
강민한의원,한의원,충북,제천시,2002-04-13
강민한의원,한의원,충북,제천시,2021-08-17
강변그랜드약국,약국,서울,광진구,2024-04-15
강변세종한의원,한의원,서울,광진구,2012-04-02
강변세종한의원,한의원,서울,광진구,2006-05-01
강변약국,약국,서울,마포구,2006-04-03
강변약국,약국,서울,광진구,2009-03-10
강변약국,약국,대구,동구,2000-04-05
강변요양병원,요양병원,부산,사하구,2015-10-01
강변프라자약국,약국,서울,광진구,2005-10-27
강변향기나무한의원,한의원,서울,광진구,2014-06-26
강병권정형외과의원,의원,충북,청주시 흥덕구,2003-09-15
강병기한의원,한의원,전북,군산시,2007-03-26
강병원,병원,충북,청주시 상당구,2023-04-17
강병원,병원,대구,북구,2011-05-03
강병원,병원,경남,고성군,2010-09-01
강병원,병원,경남,고성군,2010-09-08
강병원,병원,경남,고성군,2013-10-01
강병일한의원,한의원,경기,고양시 일산동구,2012-12-26
강병철산부인과의원,의원,인천,부평구,2001-09-01
강병철소아과의원,의원,제주,서귀포시,2008-03-17
강병필산부인과의원,의원,서울,관악구,2002-01-13
강보상치과의원,치과의원,경기,화성시,2008-06-20
강보영산부인과의원,의원,대구,동구,2009-08-17
강봉석한의원,한의원,경기,부천시,2002-11-23
강북21세기약국,약국,서울,중랑구,2009-11-09
강북e-편한치과의원,치과의원,서울,중랑구,2013-01-01
강북경희한의원,한의원,서울,강북구,2002-12-20
강북고려의원,의원,서울,도봉구,2004-04-01
강북권의료복지사회적협동조합 명성의원,의원,서울,도봉구,2022-12-13
강북뉴서울치과의원,치과의원,서울,강북구,2005-03-07
강북뉴서울치과의원,치과의원,서울,강북구,2006-01-18
강북대동신경정신과의원,의원,대구,북구,2006-02-01
강북대동정신과의원,의원,대구,북구,2009-02-26
강북대성의원,의원,서울,마포구,2000-04-01
강북동산의원,의원,서울,강북구,2007-11-12
강북라온치과병원,치과병원,대구,북구,2021-03-01
강북룡플란트치과의원,치과의원,서울,강북구,2012-04-02
